customer_id,order_id,sales,row_num
DC-12850,CA-2016-130911,18.66,11
DC-12850,CA-2017-128363,14.76,12
DC-12850,CA-2015-143532,14.50,13
DC-12850,CA-2017-100426,12.48,14
DC-12850,CA-2017-131016,8.93,15
DC-12850,CA-2014-145212,5.46,16
DC-12850,CA-2017-167017,4.36,17
DC-12850,CA-2017-128363,1.58,18
DC-13285,CA-2015-117884,447.94,1
DC-13285,CA-2017-104003,307.67,2
DC-13285,CA-2015-117884,150.41,3
DC-13285,CA-2014-106803,119.80,4
DC-13285,US-2017-136189,82.38,5
DC-13285,CA-2016-137736,41.86,6
DC-13285,CA-2014-106803,24.56,7
DD-13570,US-2014-104759,79.98,1
DD-13570,CA-2017-147844,59.52,2
DD-13570,CA-2014-166730,39.13,3
DD-13570,CA-2017-147844,34.40,4
DD-13570,CA-2017-110926,25.06,5
DD-13570,CA-2017-147844,15.70,6
DD-13570,US-2014-104759,8.13,7
DD-13570,US-2016-148334,4.31,8
DD-13570,CA-2017-125640,3.30,9
DE-13255,CA-2015-153381,1408.10,1
DE-13255,CA-2016-126529,63.31,2
DE-13255,CA-2015-142601,61.96,3
DE-13255,CA-2014-109134,20.04,4
DE-13255,CA-2016-126529,15.59,5
DE-13255,CA-2016-126529,15.55,6
DE-13255,CA-2014-123253,3.91,7
DF-13135,CA-2016-168032,1439.97,1
DF-13135,CA-2016-168032,626.10,2
DF-13135,CA-2015-124933,212.64,3
DF-13135,CA-2014-153479,95.65,4
DF-13135,CA-2014-153479,14.45,5
DF-13135,CA-2016-168032,1.73,6
DG-13300,CA-2017-123372,1979.89,1
DG-13300,CA-2015-130848,582.34,2
DG-13300,US-2015-153500,282.89,3
DG-13300,US-2015-153500,168.46,4
DG-13300,CA-2017-123372,79.96,5
DG-13300,CA-2014-139423,76.12,6
DG-13300,US-2016-106313,19.44,7
DG-13300,US-2015-153500,6.72,8
DH-13075,CA-2015-159534,1087.94,1
DH-13075,CA-2015-104941,899.97,2
DH-13075,US-2017-147886,795.48,3
DH-13075,CA-2014-102274,629.10,4
DH-13075,US-2017-147886,532.72,5
DH-13075,CA-2015-159534,199.98,6
DH-13075,CA-2014-102274,193.95,7
DH-13075,CA-2015-102316,184.75,8
DH-13075,CA-2015-159534,83.92,9
DH-13075,CA-2015-159534,49.85,10
DH-13075,CA-2014-102274,36.99,11
DH-13075,CA-2015-104941,32.40,12
DH-13075,US-2017-147886,26.72,13
DH-13075,US-2017-147886,26.48,14
DH-13075,CA-2015-104941,24.78,15
DH-13075,CA-2015-159534,23.99,16
DH-13075,US-2017-147886,21.56,17
DH-13075,US-2017-147886,20.04,18
DH-13075,CA-2015-104941,19.14,19
DH-13075,CA-2015-102316,15.98,20
DH-13075,US-2017-147886,12.96,21
DH-13075,CA-2016-166240,8.71,22
DH-13075,CA-2014-102274,5.46,23
DH-13675,CA-2014-105249,411.33,1
DH-13675,CA-2014-156244,211.25,2
DH-13675,CA-2014-156244,158.93,3
DH-13675,CA-2015-127593,85.30,4
DH-13675,CA-2014-156244,47.96,5
DH-13675,CA-2014-105249,41.40,6
DH-13675,CA-2015-145324,39.96,7
DH-13675,CA-2014-156244,31.10,8
DH-13675,CA-2014-105249,7.36,9
DH-13675,CA-2014-156244,5.55,10
DH-13675,CA-2014-156244,2.95,11
DJ-13420,CA-2016-123540,1454.90,1
DJ-13420,CA-2015-168004,392.94,2
DJ-13420,CA-2014-144071,79.44,3
DJ-13420,CA-2015-109736,45.36,4
DJ-13420,CA-2014-144071,39.88,5
DJ-13510,CA-2016-128594,1603.14,1
DJ-13510,CA-2014-111500,339.96,2
DJ-13510,CA-2017-156895,128.06,3
DJ-13510,CA-2014-111500,114.20,4
DJ-13510,CA-2017-137876,64.96,5
DJ-13510,US-2017-132220,62.35,6
DJ-13510,CA-2017-108749,45.78,7
DJ-13510,CA-2017-108749,45.36,8
DJ-13510,CA-2017-137876,30.56,9
DJ-13510,US-2017-118535,20.70,10
DJ-13510,CA-2014-111500,17.96,11
DJ-13510,CA-2017-153339,15.99,12
DJ-13510,CA-2014-111500,12.67,13
DJ-13630,CA-2017-115602,1704.56,1
DJ-13630,CA-2017-115602,1141.94,2
DJ-13630,CA-2015-123232,319.97,3
DJ-13630,CA-2016-164511,68.60,4
DJ-13630,CA-2016-164511,64.96,5
DJ-13630,CA-2017-115602,38.82,6
DJ-13630,CA-2016-164511,14.35,7
DJ-13630,CA-2017-115602,3.20,8
DK-12835,CA-2017-139199,872.94,1
DK-12835,CA-2017-167094,478.48,2
DK-12835,US-2015-164448,427.42,3
DK-12835,CA-2016-160941,419.90,4
DK-12835,CA-2015-147529,311.15,5
DK-12835,US-2014-143721,155.37,6
DK-12835,CA-2017-149489,99.28,7
DK-12835,US-2016-161844,79.97,8
DK-12835,CA-2017-104388,79.96,9
DK-12835,CA-2016-120082,59.52,10
DK-12835,CA-2017-139199,41.54,11
DK-12835,CA-2017-168403,31.10,12
DK-12835,US-2015-164448,29.80,13
DK-12835,CA-2014-141838,28.78,14
DK-12835,CA-2017-167094,28.40,15
DK-12835,CA-2014-141838,27.94,16
DK-12835,US-2015-164448,14.75,17
DK-12835,CA-2017-139199,12.96,18
DK-12835,CA-2015-147529,12.96,19
DK-12835,CA-2017-168403,11.18,20
DK-12835,US-2015-164448,9.73,21
DK-12835,CA-2017-149489,7.52,22
DK-12835,CA-2017-167094,5.18,23
DK-12835,CA-2014-141838,3.36,24
DK-12835,CA-2016-160941,3.15,25
DK-12835,CA-2017-149489,1.19,26
DK-12895,CA-2015-105627,860.93,1
DK-12895,CA-2015-105627,769.95,2
DK-12895,CA-2015-105627,512.94,3
DK-12895,CA-2015-105627,373.08,4
DK-12895,CA-2017-152310,299.99,5
DK-12895,CA-2017-152310,242.62,6
DK-12895,CA-2017-108112,220.06,7
DK-12895,CA-2017-152310,192.16,8
DK-12895,CA-2017-152310,174.95,9
DK-12895,CA-2015-139738,128.74,10
DK-12895,CA-2017-152310,100.70,11
DK-12895,CA-2017-152310,46.74,12
DK-12895,CA-2015-105627,14.98,13
DK-12895,CA-2017-133501,5.18,14
DK-12985,CA-2014-163034,646.20,1
DK-12985,CA-2015-134894,283.92,2
DK-12985,CA-2015-112767,277.50,3
DK-12985,CA-2017-140627,218.35,4
DK-12985,CA-2015-134894,152.94,5
DK-12985,CA-2017-140627,72.70,6
DK-12985,US-2017-141943,23.16,7
DK-12985,CA-2017-140627,12.26,8
DK-13090,CA-2017-100622,959.98,1
DK-13090,CA-2015-110457,787.53,2
DK-13090,CA-2016-134334,550.43,3
DK-13090,CA-2017-117807,104.85,4
DK-13090,CA-2017-104913,74.95,5
DK-13090,CA-2017-100622,55.98,6
DK-13090,CA-2017-124940,47.90,7
DK-13090,CA-2015-129098,30.84,8
DK-13090,CA-2017-100622,10.69,9
DK-13090,CA-2016-134334,10.56,10
DK-13090,CA-2016-134334,7.98,11
DK-13090,CA-2016-134334,4.77,12
DK-13090,CA-2017-100622,4.09,13
DK-13150,CA-2014-166191,408.74,1
DK-13150,CA-2017-102197,279.90,2
DK-13150,CA-2017-102197,50.35,3
DK-13150,CA-2017-102197,34.02,4
DK-13150,CA-2014-166191,24.82,5
DK-13225,CA-2017-100650,1295.78,1
DK-13225,CA-2016-127138,770.35,2
DK-13225,CA-2016-168543,706.86,3
DK-13225,CA-2015-122756,482.34,4
DK-13225,CA-2016-130288,313.18,5
DK-13225,CA-2015-113173,250.27,6
DK-13225,CA-2016-127138,154.90,7
DK-13225,CA-2016-127138,30.56,8
DK-13225,CA-2016-155481,30.48,9
DK-13225,CA-2016-155481,23.99,10
DK-13225,CA-2016-155481,16.69,11
DK-13225,CA-2015-113173,11.36,12
DK-13225,CA-2014-157623,10.56,13
DK-13225,CA-2015-113173,8.72,14
DK-13225,CA-2017-105480,6.98,15
DK-13225,CA-2017-105480,6.48,16
DK-13225,CA-2014-157623,3.38,17
DK-13225,CA-2015-122756,2.96,18
DK-13375,US-2016-111290,965.85,1
DK-13375,CA-2015-131884,485.94,2
DK-13375,US-2016-139087,428.40,3
DK-13375,CA-2014-100006,377.97,4
DK-13375,CA-2017-133046,234.95,5
DK-13375,CA-2017-166835,221.02,6
DK-13375,US-2016-111290,109.95,7
DK-13375,US-2016-139087,87.71,8
DK-13375,CA-2015-131884,70.69,9
DK-13375,US-2016-139087,69.52,10
DK-13375,CA-2015-131884,37.38,11
DK-13375,US-2016-111290,32.40,12
DK-13375,US-2016-111290,29.20,13
DK-13375,CA-2017-133046,26.20,14
DK-13375,US-2016-139087,24.75,15
DK-13375,CA-2015-145065,24.45,16
DK-13375,CA-2017-133046,23.88,17
DK-13375,US-2016-139087,20.78,18
DK-13375,CA-2017-133046,12.96,19
DK-13375,US-2016-139087,12.82,20
DK-13375,US-2016-139087,12.42,21
DK-13375,CA-2015-145065,7.86,22
DK-13375,CA-2017-165099,1.39,23
DL-12865,US-2016-125402,483.14,1
DL-12865,US-2016-125402,479.98,2
DL-12865,CA-2016-154060,187.06,3
DL-12865,CA-2016-102456,170.88,4
DL-12865,US-2016-125402,44.74,5
DL-12865,CA-2014-165974,32.76,6
DL-12865,US-2016-125402,29.60,7
DL-12865,CA-2015-156524,19.65,8
DL-12865,CA-2014-143182,15.38,9
DL-12865,US-2016-125402,10.90,10
DL-12865,CA-2017-154718,6.00,11
DL-12865,US-2016-125402,5.76,12
DL-12865,US-2016-125402,4.98,13
DL-12925,US-2014-115196,1299.99,1
DL-12925,US-2014-137155,533.94,2
DL-12925,CA-2015-136798,377.97,3
DL-12925,CA-2015-134747,263.96,4
DL-12925,CA-2015-112571,204.60,5
DL-12925,US-2014-137155,167.94,6
DL-12925,CA-2015-134747,135.72,7
DL-12925,CA-2015-136798,123.96,8
DL-12925,CA-2017-121615,52.40,9
DL-12925,CA-2015-136798,43.98,10
DL-12925,US-2014-137155,31.68,11
DL-12925,CA-2017-121615,14.94,12
DL-12925,CA-2015-134747,12.56,13
DL-12925,CA-2017-121615,8.56,14
DL-13315,CA-2016-146941,361.92,1
DL-13315,CA-2017-145226,272.94,2
DL-13315,CA-2014-115791,127.10,3
DL-13315,CA-2014-115791,124.20,4
DL-13315,CA-2017-145226,109.48,5
DL-13315,CA-2016-149783,87.17,6
DL-13315,CA-2016-146941,80.58,7
DL-13315,CA-2014-154165,54.21,8
DL-13315,CA-2017-155159,48.87,9
DL-13315,US-2017-114034,38.88,10
DL-13315,CA-2017-145226,31.92,11
DL-13315,CA-2016-149783,31.74,12
DL-13315,CA-2014-115791,30.07,13
DL-13315,CA-2017-145226,19.44,14
DL-13315,CA-2014-115791,18.59,15
DL-13315,CA-2014-108182,8.95,16
DL-13330,CA-2015-109337,393.54,1
DL-13330,CA-2015-109337,83.90,2
DL-13330,CA-2017-143329,41.37,3
DL-13330,US-2014-130358,20.02,4
DL-13330,CA-2015-109337,19.75,5
DL-13330,CA-2016-125815,12.42,6
DL-13330,CA-2015-109337,10.92,7
DL-13330,US-2014-130358,3.10,8
DL-13495,US-2017-117723,1801.63,1
DL-13495,CA-2016-127649,837.60,2
DL-13495,CA-2016-106558,316.00,3
DL-13495,CA-2015-153717,160.98,4
DL-13495,CA-2017-142643,152.65,5
DL-13495,CA-2017-144750,83.88,6
DL-13495,CA-2015-153717,73.98,7
DL-13495,CA-2017-151911,62.96,8
DL-13495,CA-2017-142643,22.72,9
DL-13495,CA-2015-153717,17.34,10
DL-13495,CA-2016-144855,6.30,11
DL-13495,CA-2015-153717,3.28,12
Dl-13600,CA-2016-120530,658.75,1
Dl-13600,CA-2014-133424,44.40,2
Dl-13600,CA-2014-153150,19.92,3
Dl-13600,CA-2014-133424,15.84,4
Dl-13600,CA-2017-114552,15.07,5
Dl-13600,US-2017-155299,1.62,6
DM-12955,CA-2014-141649,795.41,1
DM-12955,CA-2015-168480,194.32,2
DM-12955,CA-2014-101175,100.70,3
DM-12955,CA-2016-163153,99.37,4
DM-12955,CA-2017-128769,81.57,5
DM-12955,CA-2015-168480,25.99,6
DM-12955,CA-2015-168767,12.83,7
DM-12955,CA-2016-106621,10.50,8
DM-12955,CA-2016-163153,1.34,9
DM-13015,CA-2014-160766,2799.96,1
DM-13015,US-2017-105389,823.96,2
DM-13015,CA-2017-139717,646.27,3
DM-13015,CA-2014-160766,601.30,4
DM-13015,CA-2014-160766,464.29,5
DM-13015,CA-2016-160500,298.78,6
DM-13015,CA-2014-160766,287.97,7
DM-13015,CA-2016-136231,108.78,8
DM-13015,CA-2014-160766,68.46,9
DM-13015,CA-2014-160766,44.82,10
DM-13015,CA-2016-136231,23.47,11
DM-13015,CA-2015-129392,21.12,12
DM-13015,CA-2014-160766,16.99,13
DM-13015,CA-2017-139717,10.37,14
DM-13015,US-2017-105389,10.27,15
DM-13015,CA-2016-136231,10.27,16
DM-13015,CA-2016-160500,6.72,17
DM-13015,US-2017-105389,3.56,18
DM-13345,CA-2017-157854,2690.97,1
DM-13345,CA-2016-114482,404.94,2
DM-13345,CA-2016-129861,376.87,3
DM-13345,CA-2015-142734,127.76,4
DM-13345,CA-2016-144554,119.98,5
DM-13345,CA-2017-108854,90.48,6
DM-13345,CA-2017-108854,87.92,7
DM-13345,CA-2017-157854,56.28,8
DM-13345,CA-2017-108854,42.76,9
DM-13345,CA-2016-114482,40.46,10
DM-13345,CA-2017-108854,22.42,11
DM-13345,CA-2014-164910,7.87,12
DM-13345,CA-2014-119529,5.76,13
DM-13525,CA-2015-132465,772.68,1
DM-13525,CA-2014-103317,213.22,2
DM-13525,CA-2015-132465,210.68,3
DM-13525,CA-2015-132465,78.80,4
DM-13525,CA-2016-149195,25.92,5
DM-13525,CA-2015-132465,19.99,6
DM-13525,CA-2014-103317,19.52,7
DM-13525,CA-2016-149195,15.81,8
DM-13525,CA-2016-149195,10.37,9
DM-13525,CA-2014-103317,9.81,10
DN-13690,CA-2016-114860,842.72,1
DN-13690,CA-2017-136882,477.30,2
DN-13690,CA-2014-166744,362.94,3
DN-13690,CA-2014-166744,164.22,4
DN-13690,CA-2014-119977,123.92,5
DN-13690,CA-2014-166744,59.98,6
DN-13690,CA-2016-114860,41.96,7
DN-13690,CA-2016-114951,22.14,8
DN-13690,CA-2014-139451,21.39,9
DN-13690,CA-2014-139451,14.90,10
DN-13690,CA-2016-151498,8.32,11
DO-13435,US-2015-168935,375.46,1
DO-13435,CA-2017-100636,272.94,2
DO-13435,CA-2014-108903,142.49,3
DO-13435,CA-2017-102771,84.95,4
DO-13435,US-2015-168935,83.98,5
DO-13435,CA-2015-121272,73.28,6
DO-13435,CA-2014-108903,55.98,7
DO-13435,CA-2017-140760,43.92,8
DO-13435,CA-2017-140760,25.34,9
DO-13435,CA-2016-133144,17.34,10
DO-13435,CA-2014-108903,14.48,11
DO-13435,CA-2015-169299,7.15,12
DO-13645,CA-2017-118003,302.94,1
DO-13645,CA-2017-102309,199.95,2
DO-13645,CA-2017-118003,182.22,3
DO-13645,US-2017-117450,97.18,4
DO-13645,CA-2015-126669,76.64,5
DO-13645,CA-2017-133207,57.57,6
DO-13645,CA-2017-115777,19.44,7
DO-13645,CA-2017-118003,12.99,8
DO-13645,CA-2017-102309,12.96,9
DO-13645,US-2017-117450,10.37,10
DP-13000,CA-2015-105347,368.91,1
DP-13000,CA-2014-122609,127.98,2
DP-13000,CA-2015-115742,89.99,3
DP-13000,CA-2017-142174,89.57,4
DP-13000,CA-2015-115742,75.18,5
DP-13000,CA-2017-157350,64.96,6
DP-13000,US-2017-154872,58.17,7
DP-13000,CA-2015-115742,38.22,8
DP-13000,CA-2014-122609,25.13,9
DP-13000,US-2017-154872,24.78,10
DP-13000,CA-2016-166618,23.65,11
DP-13000,CA-2015-105347,14.70,12
DP-13000,CA-2016-166618,13.98,13
DP-13000,CA-2016-141180,7.76,14
DP-13000,CA-2015-115742,6.16,15
DP-13000,US-2017-154872,5.04,16
DP-13105,CA-2016-162390,968.74,1
DP-13105,CA-2016-162390,479.98,2
DP-13105,CA-2016-162390,222.35,3
DP-13105,CA-2016-159009,184.75,4
DP-13105,CA-2017-102974,149.95,5
DP-13105,CA-2016-152534,38.88,6
DP-13105,CA-2017-155362,32.56,7
DP-13105,CA-2017-102974,23.32,8
DP-13105,CA-2017-163671,21.31,9
DP-13105,CA-2017-102974,16.74,10
DP-13105,CA-2016-159009,13.22,11
DP-13105,CA-2017-141663,7.92,12
DP-13105,CA-2016-152534,5.16,13
DP-13165,CA-2014-112158,883.92,1
DP-13165,CA-2014-112158,119.96,2
DP-13165,CA-2014-112158,46.72,3
DP-13165,CA-2015-112522,8.02,4
Dp-13240,CA-2015-169796,2321.90,1
Dp-13240,US-2017-162558,2314.12,2
Dp-13240,CA-2017-148404,580.67,3
Dp-13240,CA-2014-116834,345.00,4
Dp-13240,US-2017-132381,314.53,5
Dp-13240,CA-2016-152072,254.97,6
Dp-13240,CA-2017-148404,222.38,7
Dp-13240,CA-2017-148404,154.76,8
Dp-13240,CA-2017-169691,84.55,9
Dp-13240,CA-2014-116834,63.47,10
Dp-13240,CA-2017-139822,59.98,11
Dp-13240,CA-2016-152072,52.34,12
Dp-13240,CA-2017-148404,50.45,13
Dp-13240,CA-2014-129574,48.40,14
Dp-13240,CA-2017-169691,44.40,15
Dp-13240,CA-2017-139822,38.62,16
Dp-13240,CA-2015-139962,37.88,17
Dp-13240,US-2017-162558,34.24,18
Dp-13240,US-2017-162558,27.36,19
Dp-13240,US-2017-162558,20.74,20
Dp-13240,US-2017-162558,19.76,21
Dp-13240,CA-2015-139962,19.44,22
Dp-13240,CA-2017-148404,18.94,23
Dp-13240,CA-2017-169691,17.94,24
Dp-13240,CA-2015-169796,17.94,25
Dp-13240,US-2017-162558,11.81,26
Dp-13240,US-2017-162558,9.66,27
Dp-13240,CA-2017-163692,7.86,28
Dp-13240,CA-2016-152072,4.66,29
DP-13390,CA-2016-138478,4535.98,1
DP-13390,CA-2015-118423,359.06,2
DP-13390,CA-2014-107139,180.96,3
DP-13390,CA-2016-138478,113.22,4
DP-13390,CA-2015-129217,70.97,5
DP-13390,CA-2014-168592,56.65,6
DP-13390,CA-2015-129217,36.78,7
DP-13390,CA-2016-138478,35.88,8
DP-13390,CA-2017-150931,33.74,9
DP-13390,CA-2014-134621,18.24,10
DP-13390,CA-2016-138583,16.66,11
DP-13390,CA-2014-168592,14.97,12
DP-13390,CA-2014-168592,4.02,13
DP-13390,CA-2017-154466,3.60,14
DR-12880,CA-2015-103933,899.91,1
DR-12880,CA-2017-161956,879.98,2
DR-12880,CA-2017-161956,841.57,3
DR-12880,US-2015-159982,647.90,4
DR-12880,CA-2017-143574,638.82,5
DR-12880,US-2016-164189,403.17,6
DR-12880,CA-2017-161956,354.90,7
DR-12880,CA-2017-161956,321.92,8
DR-12880,CA-2017-148810,273.55,9
DR-12880,US-2016-127425,249.95,10
DR-12880,CA-2017-161956,230.28,11
DR-12880,CA-2017-134404,164.39,12
DR-12880,CA-2017-161956,116.28,13
DR-12880,US-2015-159982,53.92,14
DR-12880,US-2016-127425,33.00,15
DR-12880,CA-2017-143574,30.69,16
DR-12880,CA-2017-161956,28.40,17
DR-12880,CA-2017-143574,25.16,18
DR-12880,CA-2016-117282,14.16,19
DR-12880,CA-2017-148810,13.87,20
DR-12880,CA-2017-134404,13.25,21
DR-12880,US-2015-159982,12.13,22
DR-12940,US-2016-140158,5399.91,1
DR-12940,CA-2015-104626,1088.76,2
DR-12940,CA-2017-160899,477.51,3
DR-12940,CA-2015-104871,366.74,4
DR-12940,CA-2014-100881,302.38,5
DR-12940,CA-2016-160241,242.18,6
DR-12940,CA-2015-104626,124.36,7
DR-12940,US-2016-140158,119.10,8
DR-12940,CA-2015-104626,114.60,9
DR-12940,CA-2015-104626,60.74,10
DR-12940,US-2016-140158,30.40,11
DR-12940,US-2015-163783,12.67,12
DR-12940,CA-2017-142671,11.52,13
DS-13030,CA-2017-131954,242.94,1
DS-13030,CA-2017-144848,240.37,2
DS-13030,US-2017-125717,209.79,3
DS-13030,CA-2017-131954,179.97,4
DS-13030,US-2017-125717,147.18,5
DS-13030,CA-2014-113271,119.83,6
DS-13030,CA-2017-144848,119.02,7
DS-13030,CA-2017-131954,99.70,8
DS-13030,CA-2017-131954,84.98,9
DS-13030,US-2017-125717,76.78,10
DS-13030,US-2017-125717,54.38,11
DS-13030,CA-2017-144848,41.22,12
DS-13030,US-2017-125717,32.78,13
DS-13030,CA-2014-113271,32.40,14
DS-13030,CA-2017-131954,27.94,15
DS-13030,CA-2017-131954,18.72,16
DS-13030,US-2017-125717,14.35,17
DS-13030,CA-2014-113271,14.30,18
DS-13030,CA-2014-113271,5.56,19
DS-13180,CA-2015-163055,622.45,1
DS-13180,CA-2015-130456,586.40,2
DS-13180,CA-2016-127243,347.80,3
DS-13180,CA-2016-127243,340.18,4
DS-13180,CA-2017-154907,205.33,5
DS-13180,CA-2014-132983,159.98,6
DS-13180,CA-2016-146325,134.80,7
DS-13180,CA-2015-159863,134.38,8
DS-13180,CA-2016-146325,81.42,9
DS-13180,CA-2015-130456,80.98,10
DS-13180,CA-2016-119074,39.92,11
DS-13180,CA-2016-119074,32.54,12
DS-13180,CA-2016-127243,32.54,13
DS-13180,CA-2015-163055,21.98,14
DS-13180,CA-2016-119074,20.24,15
DS-13180,CA-2017-134285,15.55,16
DS-13180,CA-2016-127243,12.67,17
DS-13180,CA-2016-127243,6.89,18
DS-13180,CA-2017-134285,3.55,19
DS-13180,CA-2015-163055,2.20,20
DV-13045,CA-2017-168389,721.88,1
DV-13045,CA-2017-139773,188.55,2
DV-13045,CA-2017-168389,73.57,3
DV-13045,CA-2017-168389,64.78,4
DV-13045,CA-2017-125745,19.52,5
DV-13045,CA-2016-106656,18.90,6
DV-13045,CA-2016-138688,14.62,7
DV-13045,CA-2017-168389,13.58,8
DV-13045,CA-2016-106656,4.08,9
DV-13465,CA-2015-146486,899.95,1
DV-13465,CA-2014-124646,501.81,2
DV-13465,CA-2017-145233,470.38,3
DV-13465,CA-2017-145233,406.37,4
DV-13465,CA-2016-126102,276.78,5
DV-13465,CA-2015-146486,244.55,6
DV-13465,CA-2014-124646,161.94,7
DV-13465,US-2017-152002,122.97,8
DV-13465,CA-2017-145233,105.58,9
DV-13465,CA-2015-100251,31.50,10
DV-13465,CA-2017-145233,31.15,11
DV-13465,CA-2015-146486,13.98,12
DV-13465,CA-2015-146486,12.24,13
DV-13465,CA-2017-145233,6.78,14
DW-13195,US-2016-127971,318.43,1
DW-13195,CA-2014-133158,289.24,2
DW-13195,CA-2017-101581,177.23,3
DW-13195,US-2016-127971,122.92,4
DW-13195,CA-2014-133158,69.46,5
DW-13195,CA-2014-123477,64.86,6
DW-13195,US-2017-103226,27.18,7
DW-13195,US-2016-127971,7.07,8
DW-13195,CA-2014-152849,4.37,9
DW-13480,CA-2014-131926,2001.86,1
DW-13480,CA-2014-131926,1503.25,2
DW-13480,CA-2016-164399,674.35,3
DW-13480,US-2017-132297,539.97,4
DW-13480,CA-2016-164399,203.98,5
DW-13480,CA-2014-131926,166.72,6
DW-13480,US-2017-132297,58.34,7
DW-13480,CA-2014-131926,47.88,8
DW-13480,CA-2016-101938,34.58,9
DW-13480,CA-2014-131926,25.92,10
DW-13540,CA-2017-132521,119.96,1
DW-13540,CA-2016-149902,88.04,2
DW-13540,CA-2017-148642,63.49,3
DW-13540,CA-2017-132521,31.44,4
DW-13540,CA-2016-128706,16.19,5
DW-13540,CA-2017-101210,9.73,6
DW-13540,CA-2017-132521,6.88,7
DW-13540,CA-2017-148642,4.93,8
DW-13540,CA-2017-101210,3.42,9
DW-13585,CA-2015-162950,482.94,1
DW-13585,US-2017-126060,198.27,2
DW-13585,CA-2016-148516,179.97,3
DW-13585,CA-2017-123134,129.93,4
DW-13585,US-2017-164147,78.30,5
DW-13585,US-2017-164147,59.97,6
DW-13585,CA-2014-120432,25.50,7
DW-13585,US-2017-164147,21.46,8
DW-13585,CA-2015-162950,15.55,9
DW-13585,CA-2016-165820,12.96,10
EA-14035,CA-2015-158939,599.99,1
EA-14035,CA-2016-102813,528.43,2
EA-14035,CA-2016-164924,341.99,3
EA-14035,CA-2015-154921,186.69,4
EA-14035,CA-2014-151162,179.94,5
EA-14035,CA-2016-121447,135.80,6
EA-14035,CA-2014-151162,98.38,7
EA-14035,CA-2016-108581,95.97,8
EA-14035,CA-2016-168956,92.06,9
EA-14035,CA-2014-114195,68.70,10
EA-14035,CA-2016-168956,62.96,11
EA-14035,CA-2017-121909,54.82,12
EA-14035,CA-2016-102813,41.47,13
EA-14035,CA-2014-151162,36.74,14
EA-14035,CA-2014-151162,29.94,15
EA-14035,CA-2014-114195,22.43,16
EA-14035,US-2014-156216,18.65,17
EA-14035,CA-2014-151162,17.47,18
EA-14035,CA-2016-104633,12.96,19
EA-14035,CA-2016-108581,10.37,20
EA-14035,CA-2017-154501,9.78,21
EA-14035,CA-2016-168956,6.98,22
EA-14035,CA-2016-168956,5.18,23
EA-14035,CA-2014-114195,3.13,24
EB-13705,CA-2016-128223,1293.49,1
EB-13705,CA-2017-147277,665.41,2
EB-13705,CA-2014-100090,502.49,3
EB-13705,CA-2014-129938,445.80,4
EB-13705,CA-2017-147277,284.36,5
EB-13705,CA-2015-128125,98.38,6
EB-13705,CA-2015-104493,57.50,7
EB-13705,CA-2017-107797,41.47,8
EB-13705,CA-2015-128125,22.38,9
EB-13705,US-2016-137547,21.07,10
EB-13705,CA-2017-134978,15.92,11
EB-13750,CA-2015-166947,1522.64,1
EB-13750,CA-2017-122707,477.24,2
EB-13750,CA-2017-161739,341.96,3
EB-13750,CA-2016-145548,245.65,4
EB-13750,CA-2016-166380,111.98,5
EB-13750,CA-2016-145548,92.94,6
EB-13750,US-2016-147340,63.20,7
EB-13750,CA-2016-145548,55.01,8
EB-13750,CA-2017-161459,39.96,9
EB-13750,CA-2016-145548,36.00,10
EB-13750,CA-2016-145548,35.23,11
EB-13750,CA-2015-128083,30.88,12
EB-13750,CA-2016-145548,28.14,13
EB-13750,CA-2016-166380,26.55,14
EB-13750,CA-2017-122707,25.98,15
EB-13750,CA-2016-137652,18.43,16
EB-13750,CA-2015-128083,8.69,17
EB-13750,CA-2015-128083,6.41,18
EB-13840,CA-2015-164301,3393.68,1
EB-13840,CA-2017-156951,451.15,2
EB-13840,CA-2016-139885,212.88,3
EB-13840,US-2014-102631,94.43,4
EB-13840,CA-2017-156951,91.84,5
EB-13840,CA-2017-156951,81.09,6
EB-13840,CA-2017-156951,19.44,7
EB-13870,CA-2015-106320,1044.63,1
EB-13870,CA-2016-144939,599.29,2
EB-13870,CA-2017-148999,419.14,3
EB-13870,US-2014-126340,333.58,4
EB-13870,CA-2014-110219,127.87,5
EB-13870,US-2015-110569,121.79,6
EB-13870,CA-2017-130967,53.98,7
EB-13870,CA-2016-159989,40.68,8
EB-13870,US-2015-110569,19.19,9
EB-13870,CA-2015-153626,5.16,10
EB-13870,CA-2017-169817,1.91,11
EB-13930,US-2017-106551,526.34,1
EB-13930,CA-2014-123400,180.96,2
EB-13930,CA-2016-122728,104.28,3
EB-13930,CA-2016-101448,56.82,4
EB-13930,US-2016-116400,39.92,5
EB-13930,CA-2014-123400,18.34,6
EB-13930,CA-2016-122728,17.94,7
EB-13975,US-2016-164630,959.97,1
EB-13975,CA-2016-135461,623.96,2
EB-13975,CA-2017-115427,20.72,3
EB-13975,US-2016-150357,20.61,4
EB-13975,CA-2017-115427,13.90,5
EB-13975,US-2016-150357,4.10,6
EB-14110,CA-2016-121370,1199.98,1
EB-14110,CA-2015-106257,479.92,2
EB-14110,CA-2016-121370,380.06,3
EB-14110,CA-2016-116561,332.94,4
EB-14110,CA-2017-149895,258.53,5
EB-14110,CA-2015-106257,241.57,6
EB-14110,CA-2015-111612,71.12,7
