order_id,order_date,ship_date,ship_mode,customer_id,sales,quantity,discount,profit
CA-2017-133865,5/8/2017,5/12/2017,"Standard Class",PS-19045,3359.95,6,0.20,1049.99
CA-2014-102988,4/5/2014,4/9/2014,"Second Class",GM-14695,4164.05,5,0.00,83.28
CA-2014-134551,12/20/2014,12/25/2014,"Standard Class",TS-21505,662.88,3,0.20,74.57
US-2017-109253,8/21/2017,8/22/2017,"First Class",PR-18880,568.73,3,0.20,28.44
CA-2016-147536,12/26/2016,12/31/2016,"Standard Class",AR-10510,89.97,3,0.00,18.89
CA-2016-134887,3/25/2016,3/25/2016,"Same Day",TB-21280,1287.45,5,0.00,244.62
CA-2014-166471,8/9/2014,8/13/2014,"Standard Class",MG-17650,1091.17,4,0.20,68.20
CA-2015-153381,9/24/2015,9/28/2015,"Standard Class",DE-13255,1408.10,10,0.00,394.27
CA-2017-168858,11/19/2017,11/23/2017,"Standard Class",JD-16150,2504.74,7,0.00,626.19
CA-2017-114258,11/5/2017,11/10/2017,"Second Class",EM-13825,492.77,4,0.20,55.44
CA-2014-124688,8/27/2014,8/29/2014,"First Class",CC-12610,1202.94,3,0.00,300.74
CA-2015-157322,7/2/2015,7/6/2015,"Standard Class",RH-19600,435.50,3,0.20,48.99
CA-2016-107328,8/8/2016,8/15/2016,"Standard Class",CA-12055,513.02,2,0.20,12.83
CA-2016-150945,12/18/2016,12/20/2016,"Second Class",JK-16120,900.08,4,0.00,117.01
CA-2015-124975,6/22/2015,6/25/2015,"First Class",MG-17875,796.43,7,0.50,-525.64
CA-2014-120838,3/23/2014,3/26/2014,"Second Class",PO-18865,604.75,6,0.20,37.80
CA-2017-103877,9/7/2017,9/14/2017,"Standard Class",RD-19660,1577.94,3,0.00,757.41
CA-2017-168109,7/3/2017,7/3/2017,"Same Day",JK-15640,2395.20,6,0.20,209.58
CA-2016-104157,7/25/2016,7/29/2016,"Standard Class",MT-17815,2430.08,8,0.00,388.81
CA-2017-121839,9/24/2017,9/28/2017,"Standard Class",MH-18115,1169.69,3,0.40,-253.43
CA-2014-159835,11/17/2014,11/24/2014,"Standard Class",RB-19330,657.93,5,0.30,-93.99
CA-2014-163559,9/23/2014,9/28/2014,"Second Class",ST-20530,139.44,3,0.20,47.06
CA-2017-112529,11/19/2017,11/21/2017,"First Class",SC-20770,718.12,6,0.30,-71.81
CA-2017-113530,5/19/2017,5/21/2017,"Second Class",BC-11125,681.41,12,0.20,42.59
CA-2017-133004,8/31/2017,9/5/2017,"Standard Class",AJ-10945,638.73,9,0.00,166.07
US-2014-169789,12/30/2014,1/4/2015,"Standard Class",MF-17665,551.99,5,0.70,-459.99
CA-2015-109575,9/18/2015,9/23/2015,"Standard Class",KH-16630,1259.93,7,0.00,327.58
CA-2017-168193,3/6/2017,3/11/2017,"Second Class",RM-19750,71.97,3,0.00,16.55
CA-2016-115476,3/17/2016,3/17/2016,"Same Day",VM-21835,129.98,2,0.00,62.39
CA-2015-103205,12/8/2015,12/10/2015,"Second Class",JJ-15760,119.96,5,0.20,12.00
CA-2014-153913,12/16/2014,12/20/2014,"Second Class",KB-16585,1013.83,9,0.20,101.38
CA-2016-155530,12/17/2016,12/21/2016,"Standard Class",CM-12160,2003.52,6,0.20,-325.57
CA-2017-147760,11/4/2017,11/5/2017,"First Class",KL-16555,1359.96,5,0.20,119.00
CA-2016-152471,7/8/2016,7/8/2016,"Same Day",ZD-21925,823.96,5,0.20,51.50
CA-2017-141873,10/9/2017,10/14/2017,"Standard Class",HG-14845,314.35,3,0.20,-15.72
CA-2015-140984,9/14/2015,9/18/2015,"Standard Class",CC-12685,991.20,6,0.00,257.71
CA-2014-105984,11/24/2014,11/24/2014,"Same Day",MY-18295,1049.97,5,0.40,-209.99
CA-2015-132486,10/23/2015,10/27/2015,"Second Class",JF-15355,842.35,3,0.20,42.12
US-2016-163881,11/24/2016,11/30/2016,"Standard Class",SP-20860,1684.75,6,0.20,210.59
CA-2015-167010,4/5/2015,4/10/2015,"Standard Class",VT-21700,563.81,4,0.20,21.14
CA-2015-118955,6/16/2015,6/20/2015,"Standard Class",LS-17230,197.37,2,0.30,-25.38
US-2016-143448,12/10/2016,12/10/2016,"Same Day",MH-17455,1424.90,5,0.00,356.23
US-2016-142685,6/23/2016,6/30/2016,"Standard Class",MG-17695,835.17,7,0.00,16.70
CA-2015-105627,3/8/2015,3/12/2015,"Standard Class",DK-12895,860.93,7,0.00,189.40
CA-2016-145730,3/3/2016,3/8/2016,"Standard Class",CC-12220,637.90,3,0.30,-127.58
US-2016-108777,12/12/2016,12/12/2016,"Same Day",JM-15655,383.95,6,0.20,76.79
US-2015-166520,7/16/2015,7/19/2015,"First Class",KE-16420,599.90,10,0.00,191.97
CA-2014-122931,9/29/2014,10/3/2014,"Standard Class",SM-20950,1801.63,6,0.20,-337.81
CA-2014-163034,11/24/2014,11/28/2014,"Standard Class",DK-12985,646.20,5,0.20,-8.08
CA-2015-156104,12/6/2015,12/8/2015,"Second Class",NP-18685,999.98,2,0.00,449.99
US-2015-164308,9/24/2015,9/27/2015,"First Class",SC-20680,821.94,6,0.00,213.70
US-2014-156559,8/19/2014,8/26/2014,"Standard Class",LH-16900,638.82,9,0.00,172.48
CA-2015-102491,8/24/2015,8/28/2015,"Standard Class",KW-16435,3080.00,7,0.00,1416.80
CA-2014-116904,9/23/2014,9/28/2014,"Standard Class",SC-20095,9449.95,5,0.00,4630.48
CA-2015-153416,11/24/2015,11/29/2015,"Standard Class",TS-21340,454.86,7,0.00,54.58
CA-2014-127299,9/19/2014,9/24/2014,"Standard Class",JL-15835,2624.99,3,0.50,-944.99
CA-2017-105914,10/2/2017,10/8/2017,"Standard Class",PV-18985,1575.14,7,0.00,204.77
CA-2017-166709,11/17/2017,11/22/2017,"Standard Class",HL-15040,10499.97,3,0.00,5039.99
CA-2015-143105,12/10/2015,12/10/2015,"Same Day",MA-17560,799.98,2,0.20,250.00
CA-2014-145387,10/31/2014,11/2/2014,"Second Class",AM-10705,1604.90,5,0.00,481.47
CA-2017-149881,4/1/2017,4/3/2017,"First Class",NC-18535,4799.98,2,0.20,360.00
CA-2017-117702,11/28/2017,12/4/2017,"Standard Class",LS-16975,1049.20,5,0.00,272.79
CA-2016-157336,12/1/2016,12/5/2016,"Second Class",SJ-20500,751.92,4,0.00,150.38
US-2016-131611,11/5/2016,11/9/2016,"Standard Class",EP-13915,956.66,7,0.32,-225.10
US-2016-107440,4/16/2016,4/20/2016,"Standard Class",BS-11365,9099.93,7,0.00,2365.98
CA-2017-102407,12/9/2017,12/13/2017,"Second Class",AT-10435,896.33,9,0.20,22.41
CA-2017-129021,8/23/2017,8/26/2017,"Second Class",PO-18850,4367.90,13,0.20,327.59
CA-2014-162278,10/26/2014,10/30/2014,"Second Class",AH-10585,383.96,5,0.20,38.40
CA-2015-115945,6/25/2015,7/1/2015,"Standard Class",AB-10165,304.23,3,0.00,9.13
CA-2016-120355,9/18/2016,9/25/2016,"Standard Class",MM-17260,631.78,2,0.10,140.40
CA-2017-169894,11/24/2017,11/29/2017,"Second Class",MV-17485,415.87,8,0.20,-41.59
CA-2015-155600,12/4/2015,12/7/2015,"Second Class",RO-19780,1598.06,7,0.70,-1065.37
CA-2017-162565,12/11/2017,12/11/2017,"Same Day",RR-19315,520.46,2,0.30,-14.87
CA-2017-111332,5/20/2017,5/22/2017,"Second Class",NC-18340,704.76,4,0.00,162.09
CA-2014-166954,4/25/2014,4/30/2014,"Standard Class",BT-11305,1487.04,5,0.20,148.70
CA-2017-111556,11/20/2017,11/22/2017,"First Class",CD-11920,1259.97,3,0.00,327.59
CA-2016-131737,3/17/2016,3/17/2016,"Same Day",GZ-14470,971.50,5,0.00,252.59
CA-2016-100041,11/20/2016,11/25/2016,"Standard Class",BF-10975,314.55,3,0.00,150.98
CA-2017-132339,8/19/2017,8/23/2017,"Standard Class",JB-15400,387.99,1,0.00,182.36
CA-2017-159464,5/18/2017,5/19/2017,"First Class",TB-21355,302.94,3,0.00,75.74
CA-2016-168893,11/3/2016,11/8/2016,"Second Class",AP-10915,842.94,3,0.00,160.16
US-2016-111290,7/22/2016,7/26/2016,"Standard Class",DK-13375,965.85,5,0.00,135.22
CA-2017-168641,11/24/2017,12/1/2017,"Standard Class",KA-16525,321.57,2,0.20,-16.08
CA-2017-130211,10/22/2017,10/22/2017,"Same Day",BD-11620,333.09,3,0.00,23.32
CA-2017-112753,6/18/2017,6/23/2017,"Standard Class",CC-12670,917.92,9,0.15,75.59
CA-2017-155075,12/2/2017,12/9/2017,"Standard Class",GW-14605,631.18,4,0.70,-462.86
CA-2017-107167,6/10/2017,6/14/2017,"Standard Class",ND-18460,1347.52,8,0.20,84.22
CA-2016-118759,11/14/2016,11/17/2016,"First Class",MB-17305,408.01,2,0.10,72.53
CA-2017-126662,7/17/2017,7/21/2017,"Standard Class",AB-10255,479.98,2,0.20,90.00
CA-2015-110947,6/9/2015,6/15/2015,"Standard Class",AG-10765,113.10,3,0.00,56.55
US-2017-163790,11/2/2017,11/4/2017,"Second Class",NL-18310,590.35,6,0.20,206.62
CA-2016-129868,12/26/2016,12/31/2016,"Standard Class",MC-18130,902.71,3,0.20,33.85
CA-2017-145219,12/24/2017,12/25/2017,"First Class",RM-19675,2879.95,6,0.20,1007.98
CA-2016-102162,9/11/2016,9/16/2016,"Standard Class",JF-15565,1599.92,8,0.00,751.96
CA-2017-130141,10/22/2017,10/24/2017,"Second Class",HA-14905,579.14,4,0.20,-28.96
CA-2015-147501,8/2/2015,8/6/2015,"Standard Class",Co-12640,558.40,2,0.20,41.88
CA-2016-139556,4/26/2016,5/1/2016,"Standard Class",DB-13360,434.65,3,0.10,62.78
CA-2015-112130,5/3/2015,5/7/2015,"Standard Class",SV-20785,844.12,6,0.30,-36.18
CA-2016-127698,12/1/2016,12/1/2016,"Same Day",MV-18190,863.93,9,0.20,86.39
CA-2016-159912,8/29/2016,9/3/2016,"Standard Class",GB-14530,241.92,4,0.40,-56.45
CA-2017-138149,6/29/2017,6/30/2017,"First Class",WB-21850,895.92,5,0.20,302.37
US-2015-122910,5/12/2015,5/16/2015,"Standard Class",LT-16765,201.58,2,0.20,20.16
CA-2014-119151,11/25/2014,11/29/2014,"Second Class",MP-18175,1117.92,4,0.00,55.90
CA-2016-120530,4/7/2016,4/12/2016,"Standard Class",Dl-13600,658.75,3,0.10,146.39
CA-2015-105725,2/18/2015,2/24/2015,"Standard Class",GT-14755,61.06,2,0.00,28.09
CA-2017-168123,3/5/2017,3/5/2017,"Same Day",JD-16060,221.16,4,0.00,57.50
CA-2015-151589,12/27/2015,12/30/2015,"First Class",RE-19450,239.90,2,0.00,71.97
CA-2016-121370,11/14/2016,11/19/2016,"Second Class",EB-14110,1199.98,4,0.40,180.00
CA-2014-107818,9/8/2014,9/14/2014,"Standard Class",MC-17275,975.92,5,0.20,121.99
CA-2015-137526,1/13/2015,1/17/2015,"Standard Class",PB-19150,464.85,9,0.00,92.97
CA-2017-122490,11/13/2017,11/18/2017,"Standard Class",TT-21070,2404.70,6,0.20,150.29
CA-2017-143567,11/2/2017,11/5/2017,"Second Class",TB-21175,2249.91,9,0.00,517.48
CA-2016-163167,11/28/2016,12/1/2016,"Second Class",RF-19345,1263.30,6,0.00,315.83
CA-2017-120936,12/17/2017,12/21/2017,"Standard Class",CA-12310,481.32,4,0.00,125.14
US-2014-161613,12/1/2014,12/3/2014,"Second Class",MC-17605,674.06,3,0.30,-19.26
CA-2016-160304,1/2/2016,1/7/2016,"Standard Class",BM-11575,231.98,2,0.00,67.27
CA-2014-157147,1/13/2014,1/18/2014,"Standard Class",BD-11605,1325.85,5,0.00,238.65
CA-2015-142202,9/18/2015,9/23/2015,"Second Class",JR-16210,717.12,9,0.20,152.39
CA-2016-149279,4/24/2016,4/28/2016,"Standard Class",CL-12700,1325.76,6,0.20,149.15
US-2017-122714,12/7/2017,12/13/2017,"Standard Class",HG-14965,1889.99,5,0.80,-2929.48
CA-2017-155824,3/10/2017,3/15/2017,"Standard Class",KS-16300,48.78,1,0.20,3.66
CA-2015-158659,11/10/2015,11/14/2015,"Second Class",SC-20695,714.30,5,0.00,207.15
CA-2015-169796,11/9/2015,11/14/2015,"Standard Class",Dp-13240,2321.90,2,0.00,1114.51
CA-2015-102876,9/7/2015,9/14/2015,"Standard Class",LR-17035,791.96,6,0.40,-131.99
CA-2014-153850,11/24/2014,11/29/2014,"Standard Class",TH-21100,1502.38,4,0.40,-250.40
CA-2016-133795,12/18/2016,12/24/2016,"Standard Class",JE-15475,772.47,3,0.00,146.77
CA-2015-103954,8/9/2015,8/13/2015,"Second Class",HR-14770,687.40,5,0.00,48.12
US-2014-104759,3/31/2014,4/4/2014,"Standard Class",DD-13570,79.98,2,0.20,14.00
CA-2015-141243,1/3/2015,1/8/2015,"Second Class",AH-10465,1352.40,9,0.32,-437.54
CA-2017-142090,11/30/2017,12/7/2017,"Standard Class",SC-20380,1781.68,7,0.40,-653.28
US-2014-140452,12/6/2014,12/10/2014,"Standard Class",BK-11260,214.95,5,0.50,-120.37
CA-2015-127173,9/26/2015,10/3/2015,"Standard Class",GM-14500,629.93,7,0.00,296.07
CA-2014-160766,9/14/2014,9/14/2014,"Same Day",DM-13015,2799.96,4,0.00,1371.98
CA-2016-111213,4/1/2016,4/5/2016,"Standard Class",FP-14320,1317.49,6,0.10,292.78
CA-2017-128734,12/24/2017,12/31/2017,"Standard Class",JL-15175,842.38,3,0.20,105.30
CA-2017-163006,6/30/2017,7/4/2017,"Second Class",GH-14410,1001.58,2,0.20,125.20
CA-2014-111192,7/30/2014,8/5/2014,"Standard Class",TS-21430,1367.84,8,0.00,259.89
CA-2016-122903,5/27/2016,5/29/2016,"Second Class",LA-16780,3504.90,5,0.00,700.98
CA-2015-134719,10/10/2015,10/15/2015,"Standard Class",JD-15790,1801.63,6,0.20,-337.81
US-2015-154389,11/27/2015,12/3/2015,"Standard Class",EH-14125,748.75,8,0.40,-162.23
CA-2015-115567,9/13/2015,9/18/2015,"Standard Class",ZC-21910,1516.20,7,0.00,394.21
CA-2016-103982,3/3/2016,3/8/2016,"Standard Class",AA-10315,3930.07,3,0.20,-786.01
CA-2014-115084,10/18/2014,10/22/2014,"Standard Class",LS-17200,605.34,6,0.00,145.28
US-2016-169369,12/12/2016,12/18/2016,"Standard Class",EC-14050,249.95,5,0.00,20.00
CA-2014-146283,9/8/2014,9/15/2014,"Standard Class",KT-16465,966.70,5,0.30,-13.81
CA-2017-108791,7/27/2017,7/31/2017,"Standard Class",TM-21490,543.92,8,0.00,135.98
CA-2016-113831,5/30/2016,6/3/2016,"Standard Class",AH-10690,2275.50,10,0.00,386.84
CA-2017-131254,11/19/2017,11/21/2017,"First Class",NC-18415,1525.19,6,0.80,-2287.78
CA-2015-146486,11/9/2015,11/14/2015,"Second Class",DV-13465,899.95,5,0.00,54.00
US-2014-168501,11/21/2014,11/27/2014,"Standard Class",JK-15325,267.96,5,0.20,16.75
CA-2016-136021,8/14/2016,8/18/2016,"Standard Class",JM-15580,105.55,6,0.20,35.62
US-2014-123183,11/19/2014,11/25/2014,"Standard Class",GR-14560,1025.88,6,0.00,235.95
CA-2016-117681,4/9/2016,4/14/2016,"Standard Class",HF-14995,556.67,5,0.15,6.55
CA-2017-132262,9/21/2017,9/23/2017,"First Class",ML-18265,79.98,2,0.00,26.39
CA-2016-153598,12/3/2016,12/6/2016,"First Class",NM-18520,1649.95,5,0.00,659.98
CA-2016-167115,4/4/2016,4/9/2016,"Standard Class",EH-14185,588.78,2,0.20,184.00
CA-2014-105249,11/28/2014,11/28/2014,"Same Day",DH-13675,411.33,4,0.15,-4.84
US-2016-138408,11/18/2016,11/21/2016,"Second Class",KC-16255,1319.96,4,0.00,527.98
CA-2017-117667,12/4/2017,12/9/2017,"Standard Class",MS-17980,255.97,4,0.20,-28.80
CA-2017-160885,12/2/2017,12/6/2017,"Standard Class",JK-16090,2479.96,4,0.00,743.99
CA-2017-133263,3/31/2017,4/2/2017,"Second Class",JE-15610,2999.95,5,0.00,1439.98
CA-2017-157966,3/13/2017,3/13/2017,"Same Day",SU-20665,959.98,2,0.20,335.99
CA-2016-136686,12/12/2016,12/16/2016,"Standard Class",RF-19840,383.64,6,0.00,122.76
CA-2017-105333,11/30/2017,12/4/2017,"Standard Class",VP-21730,546.06,3,0.00,163.82
CA-2016-158001,8/23/2016,8/27/2016,"Standard Class",JP-15460,1040.80,5,0.00,281.02
CA-2014-126683,9/29/2014,10/1/2014,"Second Class",PP-18955,2348.82,9,0.00,399.30
CA-2014-154893,12/21/2014,12/27/2014,"Standard Class",GM-14440,1325.76,6,0.20,149.15
CA-2017-142342,7/17/2017,7/19/2017,"Second Class",AJ-10795,1194.17,5,0.15,210.74
CA-2016-145261,12/18/2016,12/21/2016,"First Class",AH-10120,377.45,5,0.50,-264.22
CA-2014-164315,4/2/2014,4/8/2014,"Standard Class",RD-19585,1049.93,7,0.00,293.98
US-2015-160857,5/8/2015,5/15/2015,"Standard Class",NW-18400,2799.94,7,0.20,1014.98
CA-2014-103191,9/22/2014,9/27/2014,"Standard Class",VG-21805,331.54,3,0.20,-82.88
CA-2015-103933,9/25/2015,9/27/2015,"First Class",DR-12880,899.91,9,0.00,395.96
CA-2017-117324,12/8/2017,12/13/2017,"Standard Class",JP-15520,1089.75,3,0.00,305.13
CA-2016-118514,2/3/2016,2/10/2016,"Standard Class",LC-17050,866.40,4,0.00,225.26
CA-2014-163748,10/14/2014,10/18/2014,"Standard Class",HG-15025,1999.96,5,0.20,624.99
CA-2015-119634,8/11/2015,8/16/2015,"Standard Class",BW-11065,46.15,3,0.20,12.11
US-2016-111528,12/30/2016,12/30/2016,"Same Day",JP-16135,481.32,4,0.00,125.14
CA-2015-103835,9/24/2015,9/28/2015,"Standard Class",SC-20440,1158.12,4,0.00,335.85
CA-2015-158939,11/26/2015,12/1/2015,"Standard Class",EA-14035,599.99,1,0.00,234.00
CA-2016-142398,4/12/2016,4/16/2016,"Standard Class",BP-11290,638.29,7,0.20,-31.91
CA-2017-115070,4/10/2017,4/14/2017,"Second Class",MG-18205,12.32,5,0.20,1.85
CA-2014-124856,9/29/2014,10/3/2014,"Second Class",LD-17005,1395.54,9,0.00,362.84
CA-2014-124730,11/26/2014,11/26/2014,"Same Day",LS-17245,279.96,4,0.00,78.39
CA-2017-117632,5/12/2017,5/18/2017,"Standard Class",CS-12175,285.48,5,0.20,-10.71
CA-2017-161067,9/3/2017,9/6/2017,"Second Class",KB-16405,419.40,4,0.00,201.31
CA-2015-111206,7/18/2015,7/22/2015,"Standard Class",RF-19735,519.96,4,0.00,176.79
CA-2015-108119,11/1/2015,11/8/2015,"Standard Class",MS-17530,301.96,2,0.00,45.29
US-2014-117968,8/5/2014,8/7/2014,"Second Class",RS-19420,1133.35,5,0.00,294.67
CA-2016-152247,11/7/2016,11/12/2016,"Standard Class",MA-17995,1603.14,4,0.20,100.20
CA-2016-128223,6/14/2016,6/14/2016,"Same Day",EB-13705,1293.49,7,0.20,80.84
CA-2014-152443,5/21/2014,5/26/2014,"Standard Class",FG-14260,447.86,7,0.00,219.45
CA-2016-136301,3/13/2016,3/15/2016,"Second Class",EH-13765,4912.59,3,0.00,196.50
US-2015-126977,9/17/2015,9/23/2015,"Standard Class",PF-19120,4228.70,6,0.20,158.58
CA-2017-150420,6/3/2017,6/8/2017,"Standard Class",GD-14590,1099.50,10,0.00,362.84
US-2014-118997,4/8/2014,4/12/2014,"Standard Class",RA-19885,1215.92,8,0.00,316.14
CA-2016-151092,8/6/2016,8/13/2016,"Standard Class",VG-21790,211.17,4,0.20,18.48
CA-2017-115105,2/6/2017,2/11/2017,"Standard Class",BD-11770,240.78,1,0.20,30.10
CA-2017-116953,4/24/2017,4/25/2017,"First Class",SV-20935,552.00,10,0.20,34.50
US-2017-163300,9/15/2017,9/21/2017,"Standard Class",ES-14020,2357.49,7,0.20,884.06
CA-2016-162187,12/11/2016,12/11/2016,"Same Day",NS-18640,458.43,5,0.30,-137.53
CA-2015-135580,12/30/2015,1/3/2016,"Standard Class",CL-12565,2548.56,6,0.20,286.71
CA-2016-159016,3/10/2016,3/11/2016,"First Class",KF-16285,4158.91,8,0.20,363.90
CA-2017-122364,9/24/2017,9/29/2017,"Standard Class",FA-14230,859.20,3,0.20,75.18
CA-2016-154662,6/9/2016,6/16/2016,"Standard Class",BF-11215,692.94,3,0.00,173.24
CA-2015-111780,12/25/2015,12/30/2015,"Second Class",RA-19285,1199.96,5,0.20,224.99
CA-2017-166695,5/20/2017,5/24/2017,"Standard Class",CC-12430,518.27,8,0.20,-97.18
CA-2017-100111,9/20/2017,9/26/2017,"Standard Class",SV-20365,2888.13,11,0.10,609.72
CA-2016-124590,11/12/2016,11/16/2016,"Standard Class",SP-20920,1537.07,9,0.30,0.00
US-2016-113677,11/13/2016,11/19/2016,"Standard Class",CM-12655,2279.96,4,0.00,592.79
CA-2016-124100,3/31/2016,4/6/2016,"Standard Class",EH-13990,328.00,6,0.10,54.67
CA-2014-163447,12/27/2014,12/31/2014,"Standard Class",TB-21190,767.21,14,0.10,161.97
CA-2016-148096,8/16/2016,8/19/2016,"First Class",AO-10810,161.28,2,0.20,12.10
CA-2014-131247,3/30/2014,4/4/2014,"Standard Class",GA-14725,205.67,2,0.15,-12.10
CA-2016-161928,6/27/2016,6/29/2016,"Second Class",AC-10660,201.58,2,0.20,12.60
CA-2014-111871,3/18/2014,3/21/2014,"Second Class",EK-13795,1198.33,10,0.15,70.49
US-2014-106299,8/2/2014,8/8/2014,"Standard Class",NZ-18565,838.38,2,0.00,226.36
CA-2015-158421,9/21/2015,9/26/2015,"Standard Class",GB-14575,1690.04,4,0.00,422.51
CA-2016-157259,12/24/2016,12/28/2016,"Standard Class",JM-15535,799.56,9,0.00,207.89
CA-2016-133697,10/20/2016,10/24/2016,"Second Class",CM-12445,56.69,1,0.30,-14.58
CA-2017-119809,8/18/2017,8/25/2017,"Standard Class",YS-21880,2793.53,9,0.20,942.82
CA-2015-133445,10/5/2015,10/9/2015,"Standard Class",JF-15490,291.17,4,0.20,-14.56
US-2017-142188,9/11/2017,9/11/2017,"Same Day",JF-15415,1471.96,5,0.20,459.99
CA-2017-141572,5/28/2017,5/31/2017,"Second Class",LO-17170,247.44,8,0.00,101.45
US-2015-139675,3/13/2015,3/18/2015,"Second Class",NF-18595,915.14,4,0.20,102.95
CA-2017-143756,12/2/2017,12/5/2017,"First Class",ME-17725,701.96,2,0.00,168.47
CA-2014-141313,12/28/2014,1/1/2015,"Standard Class",AJ-10780,1737.18,6,0.00,503.78
CA-2016-163328,11/4/2016,11/6/2016,"Second Class",TP-21565,650.35,3,0.20,-97.55
CA-2017-120019,2/16/2017,2/21/2017,"Standard Class",NG-18355,579.51,3,0.00,81.13
CA-2017-143112,10/5/2017,10/9/2017,"Standard Class",TS-21370,5199.96,4,0.00,1351.99
CA-2017-161130,11/3/2017,11/8/2017,"Standard Class",BF-11275,361.38,2,0.20,27.10
CA-2017-110443,11/21/2017,11/25/2017,"Standard Class",CK-12205,1039.99,1,0.20,104.00
CA-2017-151981,8/6/2017,8/12/2017,"Standard Class",GM-14455,824.95,5,0.00,247.49
CA-2016-143714,5/23/2016,5/27/2016,"Standard Class",CC-12370,8399.98,4,0.40,1120.00
CA-2014-165764,11/3/2014,11/7/2014,"Standard Class",SH-20395,945.04,6,0.40,-299.26
CA-2016-163804,12/2/2016,12/8/2016,"Standard Class",DB-13270,2079.40,5,0.00,582.23
CA-2017-140872,6/3/2017,6/10/2017,"Standard Class",NR-18550,503.96,5,0.20,50.40
CA-2015-120621,3/21/2015,3/26/2015,"Standard Class",JW-16075,962.08,4,0.20,156.34
CA-2015-103135,7/24/2015,7/28/2015,"Standard Class",SS-20515,279.86,14,0.00,64.37
CA-2017-128265,11/17/2017,11/22/2017,"Second Class",VW-21775,1247.64,3,0.00,349.34
CA-2016-152331,6/26/2016,6/30/2016,"Standard Class",LD-16855,5.30,3,0.20,0.46
CA-2017-138289,1/16/2017,1/18/2017,"Second Class",AR-10540,5443.96,4,0.00,2504.22
CA-2016-157791,12/23/2016,12/28/2016,"Second Class",CA-11965,1999.96,4,0.00,899.98
CA-2014-128209,11/17/2014,11/22/2014,"Standard Class",GT-14710,4007.84,10,0.20,-50.10
CA-2014-113880,3/1/2014,3/5/2014,"Standard Class",VF-21715,634.12,6,0.30,-172.12
CA-2015-166947,6/5/2015,6/10/2015,"Standard Class",EB-13750,1522.64,9,0.10,169.18
CA-2014-166086,5/7/2014,5/12/2014,"Standard Class",CT-11995,872.32,4,0.00,244.25
CA-2016-160535,11/25/2016,11/30/2016,"Standard Class",BP-11050,563.40,4,0.00,67.61
CA-2017-123085,3/3/2017,3/8/2017,"Standard Class",EJ-13720,1049.44,8,0.00,440.76
US-2017-167402,1/13/2017,1/18/2017,"Second Class",CP-12085,4164.05,5,0.00,83.28
CA-2014-145541,12/14/2014,12/21/2014,"Standard Class",TB-21400,6999.96,4,0.00,2239.99
CA-2016-166275,10/24/2016,10/24/2016,"Same Day",SS-20590,199.99,1,0.00,86.00
CA-2017-144498,5/6/2017,5/6/2017,"Same Day",MB-18085,627.17,4,0.20,70.56
CA-2015-109337,11/21/2015,11/23/2015,"Second Class",DL-13330,393.54,3,0.00,165.29
US-2016-155103,12/2/2016,12/7/2016,"Standard Class",JF-15190,415.18,3,0.20,134.93
CA-2015-156734,6/18/2015,6/20/2015,"First Class",BV-11245,643.14,4,0.20,56.27
CA-2017-159156,11/13/2017,11/16/2017,"First Class",KB-16600,629.95,5,0.00,163.79
CA-2017-124205,9/15/2017,9/19/2017,"Standard Class",TC-21145,512.96,4,0.00,143.63
CA-2016-144764,9/2/2016,9/8/2016,"Standard Class",RL-19615,1362.90,3,0.30,-19.47
CA-2017-100615,4/20/2017,4/24/2017,"Standard Class",SJ-20215,317.06,3,0.30,-18.12
US-2016-152373,9/5/2016,9/11/2016,"Standard Class",PT-19090,93.46,3,0.20,-17.52
CA-2014-144414,6/17/2014,6/21/2014,"Standard Class",GH-14425,3266.38,3,0.20,1061.57
CA-2016-118689,10/2/2016,10/9/2016,"Standard Class",TC-20980,17499.95,5,0.00,8399.98
CA-2017-107517,2/5/2017,2/9/2017,"Standard Class",FC-14335,1640.70,5,0.00,459.40
US-2016-100461,1/8/2016,1/12/2016,"Standard Class",JO-15145,1565.88,6,0.00,407.13
US-2017-162670,12/23/2017,12/28/2017,"Second Class",MF-18250,494.97,3,0.00,148.49
US-2016-126452,8/21/2016,8/28/2016,"Standard Class",SC-20230,2887.06,9,0.20,180.44
US-2016-121013,9/5/2016,9/10/2016,"Standard Class",MM-17920,1652.94,3,0.00,314.06
CA-2015-137113,12/1/2015,12/5/2015,"Second Class",TW-21025,2003.92,5,0.20,125.25
CA-2015-120677,5/31/2015,6/4/2015,"Standard Class",BD-11320,2567.84,8,0.00,770.35
CA-2017-164756,9/18/2017,9/22/2017,"Standard Class",SS-20140,411.98,2,0.00,119.47
US-2015-165512,5/24/2015,5/26/2015,"Second Class",VS-21820,602.65,7,0.30,-163.58
US-2017-135013,7/24/2017,7/24/2017,"Same Day",HR-14830,2399.96,5,0.20,839.99
CA-2014-124247,12/16/2014,12/21/2014,"Standard Class",SH-20635,1403.92,5,0.20,70.20
CA-2015-134257,3/16/2015,3/19/2015,"Second Class",MS-17710,491.55,5,0.00,240.86
CA-2016-140382,6/23/2016,6/25/2016,"Second Class",RD-19900,862.34,7,0.20,97.01
CA-2015-139248,7/25/2015,7/30/2015,"Standard Class",RD-19930,623.96,5,0.20,39.00
CA-2015-129917,10/2/2015,10/3/2015,"First Class",HM-14980,503.96,5,0.20,50.40
