order_id,order_date,ship_date,ship_mode,customer_id,sales,quantity,discount,profit,avg_sales
US-2016-143819,3/1/2016,3/5/2016,"Standard Class",KD-16270,362.92,2,0.00,105.25,234.413360
US-2016-143819,3/1/2016,3/5/2016,"Standard Class",KD-16270,4899.93,7,0.00,2400.97,234.413360
CA-2015-165085,12/27/2015,12/31/2015,"Standard Class",BT-11485,355.96,2,0.00,103.23,234.413360
CA-2017-160423,1/21/2017,1/26/2017,"Standard Class",PS-19045,348.21,7,0.20,30.47,234.413360
CA-2014-159338,6/25/2014,6/28/2014,"First Class",NS-18640,447.84,5,0.20,11.20,234.413360
CA-2015-142755,9/4/2015,9/8/2015,"Standard Class",CS-12355,279.90,5,0.00,137.15,234.413360
CA-2015-142755,9/4/2015,9/8/2015,"Standard Class",CS-12355,619.95,5,0.00,111.59,234.413360
US-2014-147627,1/20/2014,1/26/2014,"Standard Class",HL-15040,699.93,7,0.00,181.98,234.413360
US-2014-147627,1/20/2014,1/26/2014,"Standard Class",HL-15040,1067.94,3,0.00,224.27,234.413360
CA-2016-112102,4/12/2016,4/16/2016,"Standard Class",BD-11605,343.92,4,0.00,75.66,234.413360
CA-2016-152170,11/12/2016,11/15/2016,"Second Class",FH-14275,287.52,8,0.00,129.38,234.413360
CA-2014-146969,9/29/2014,10/3/2014,"Standard Class",AP-10915,686.32,2,0.20,223.05,234.413360
CA-2015-112452,4/4/2015,4/4/2015,"Same Day",NC-18340,644.08,2,0.10,107.35,234.413360
CA-2015-112452,4/4/2015,4/4/2015,"Same Day",NC-18340,599.98,2,0.00,209.99,234.413360
CA-2014-136567,12/20/2014,12/21/2014,"First Class",PS-19045,2244.48,7,0.00,493.79,234.413360
CA-2014-136567,12/20/2014,12/21/2014,"First Class",PS-19045,455.10,2,0.00,100.12,234.413360
CA-2017-147039,6/29/2017,7/4/2017,"Standard Class",AA-10315,362.94,3,0.00,90.74,234.413360
CA-2015-125416,11/2/2015,11/2/2015,"Same Day",KC-16540,447.93,9,0.00,49.27,234.413360
CA-2017-145226,12/8/2017,12/10/2017,"Second Class",DL-13315,272.94,3,0.00,0.00,234.413360
CA-2016-168081,4/24/2016,4/27/2016,"Second Class",CA-12055,258.70,3,0.20,64.67,234.413360
CA-2014-128146,6/21/2014,6/25/2014,"Standard Class",DB-13060,1322.93,7,0.00,357.19,234.413360
CA-2014-127131,11/24/2014,11/30/2014,"Standard Class",HR-14830,485.88,6,0.00,9.72,234.413360
CA-2017-117212,2/26/2017,2/28/2017,"Second Class",BT-11530,889.54,8,0.20,66.72,234.413360
CA-2017-117212,2/26/2017,2/28/2017,"Second Class",BT-11530,892.22,3,0.20,89.22,234.413360
CA-2016-130946,4/8/2016,4/12/2016,"Standard Class",ZC-21910,431.93,9,0.20,64.79,234.413360
CA-2016-130946,4/8/2016,4/12/2016,"Standard Class",ZC-21910,1088.79,4,0.80,-1850.95,234.413360
CA-2016-114727,7/18/2016,7/24/2016,"Standard Class",LS-16945,544.01,3,0.20,40.80,234.413360
CA-2016-114727,7/18/2016,7/24/2016,"Standard Class",LS-16945,854.35,3,0.20,10.68,234.413360
CA-2016-114727,7/18/2016,7/24/2016,"Standard Class",LS-16945,593.57,2,0.20,0.00,234.413360
CA-2016-114727,7/18/2016,7/24/2016,"Standard Class",LS-16945,338.04,3,0.20,-33.80,234.413360
CA-2017-133235,8/1/2017,8/4/2017,"First Class",LH-16750,271.96,5,0.20,17.00,234.413360
CA-2016-137050,7/14/2016,7/18/2016,"Second Class",SW-20755,579.14,4,0.20,21.72,234.413360
US-2017-118087,9/9/2017,9/13/2017,"Standard Class",SP-20620,258.70,3,0.20,64.67,234.413360
US-2017-118087,9/9/2017,9/13/2017,"Standard Class",SP-20620,1931.96,7,0.40,-386.39,234.413360
CA-2014-110184,7/12/2014,7/16/2014,"Standard Class",BF-11170,249.75,9,0.00,44.96,234.413360
CA-2014-110184,7/12/2014,7/16/2014,"Standard Class",BF-11170,255.94,8,0.20,28.79,234.413360
CA-2016-153682,5/30/2016,6/1/2016,"First Class",BG-11695,839.99,2,0.40,70.00,234.413360
US-2016-162859,2/15/2016,2/22/2016,"Standard Class",PG-18820,398.35,3,0.20,124.49,234.413360
CA-2014-168494,12/12/2014,12/14/2014,"Second Class",NP-18700,764.69,6,0.20,95.59,234.413360
CA-2014-168494,12/12/2014,12/14/2014,"Second Class",NP-18700,3610.85,12,0.20,135.41,234.413360
CA-2014-168494,12/12/2014,12/14/2014,"Second Class",NP-18700,254.97,3,0.15,12.00,234.413360
CA-2017-115602,12/18/2017,12/24/2017,"Standard Class",DJ-13630,1141.94,9,0.10,139.57,234.413360
CA-2017-115602,12/18/2017,12/24/2017,"Standard Class",DJ-13630,1704.56,13,0.00,511.37,234.413360
CA-2015-154956,7/4/2015,7/9/2015,"Standard Class",IM-15070,1099.96,4,0.00,285.99,234.413360
US-2016-168620,12/24/2016,12/28/2016,"Second Class",RB-19795,540.05,3,0.20,-47.25,234.413360
US-2016-168620,12/24/2016,12/28/2016,"Second Class",RB-19795,255.68,8,0.20,76.70,234.413360
CA-2017-117079,10/23/2017,10/27/2017,"Standard Class",JR-15700,863.88,3,0.20,107.99,234.413360
US-2014-167738,12/24/2014,12/29/2014,"Standard Class",JC-16105,292.27,6,0.20,18.27,234.413360
CA-2016-119186,5/26/2016,5/26/2016,"Same Day",MS-17710,388.43,5,0.30,-88.78,234.413360
CA-2016-160815,9/5/2016,9/6/2016,"First Class",TR-21325,278.40,3,0.00,80.74,234.413360
CA-2017-122154,4/9/2017,4/11/2017,"First Class",SA-20830,251.64,3,0.20,88.07,234.413360
CA-2015-138898,5/25/2015,5/29/2015,"Standard Class",JH-16180,845.73,13,0.20,84.57,234.413360
CA-2016-137043,12/23/2016,12/25/2016,"Second Class",LC-17140,572.76,6,0.00,166.10,234.413360
CA-2016-137043,12/23/2016,12/25/2016,"Second Class",LC-17140,286.38,3,0.00,83.05,234.413360
US-2017-126179,7/3/2017,7/7/2017,"Standard Class",CS-12460,287.97,3,0.00,77.75,234.413360
CA-2016-101966,7/14/2016,7/16/2016,"Second Class",BM-11785,419.94,7,0.20,52.49,234.413360
CA-2016-145919,12/18/2016,12/23/2016,"Standard Class",HG-14965,579.30,5,0.00,28.97,234.413360
CA-2014-160773,7/1/2014,7/5/2014,"Standard Class",LW-16825,575.92,2,0.20,71.99,234.413360
CA-2017-167703,2/3/2017,2/8/2017,"Standard Class",MC-17575,285.55,2,0.20,35.69,234.413360
CA-2016-122133,5/16/2016,5/23/2016,"Standard Class",JR-15670,552.56,4,0.00,0.00,234.413360
CA-2017-100524,3/31/2017,4/2/2017,"Second Class",CM-12115,677.58,3,0.00,176.17,234.413360
CA-2017-113481,1/2/2017,1/4/2017,"First Class",AS-10045,695.70,2,0.50,-27.83,234.413360
CA-2014-153976,10/3/2014,10/8/2014,"Second Class",BP-11290,258.28,3,0.30,-70.10,234.413360
CA-2017-162978,5/4/2017,5/9/2017,"Standard Class",LW-16990,300.90,1,0.20,11.28,234.413360
US-2014-160444,7/5/2014,7/5/2014,"Same Day",DC-12850,281.42,11,0.20,-35.18,234.413360
CA-2017-125199,10/19/2017,10/25/2017,"Standard Class",HM-14860,309.58,4,0.40,-56.76,234.413360
US-2017-155425,11/10/2017,11/11/2017,"First Class",AB-10600,239.95,6,0.20,-35.99,234.413360
US-2017-155425,11/10/2017,11/11/2017,"First Class",AB-10600,899.14,4,0.20,-146.11,234.413360
US-2015-103471,12/24/2015,12/28/2015,"Standard Class",JR-15670,590.06,7,0.70,-786.74,234.413360
CA-2015-120362,9/14/2015,9/19/2015,"Standard Class",CA-12265,912.75,5,0.00,118.66,234.413360
CA-2014-126361,8/4/2014,8/9/2014,"Second Class",VD-21670,1089.75,3,0.00,305.13,234.413360
CA-2014-126361,8/4/2014,8/9/2014,"Second Class",VD-21670,447.84,8,0.00,219.44,234.413360
CA-2014-126361,8/4/2014,8/9/2014,"Second Class",VD-21670,399.96,5,0.20,35.00,234.413360
US-2016-108504,2/5/2016,2/5/2016,"Same Day",PP-18955,348.84,9,0.00,170.93,234.413360
US-2016-108504,2/5/2016,2/5/2016,"Same Day",PP-18955,239.98,2,0.00,52.80,234.413360
US-2016-108504,2/5/2016,2/5/2016,"Same Day",PP-18955,484.83,3,0.00,126.06,234.413360
US-2016-108504,2/5/2016,2/5/2016,"Same Day",PP-18955,342.37,7,0.00,160.91,234.413360
US-2017-117247,10/9/2017,10/14/2017,"Standard Class",CK-12760,652.45,5,0.50,-430.62,234.413360
CA-2016-159212,11/1/2016,11/5/2016,"Standard Class",KM-16375,251.79,3,0.00,118.34,234.413360
US-2016-161396,4/19/2016,4/25/2016,"Standard Class",GM-14455,419.40,5,0.20,146.79,234.413360
US-2016-122245,9/25/2016,9/30/2016,"Standard Class",AB-10105,393.17,3,0.50,-204.45,234.413360
CA-2016-136329,7/9/2016,7/13/2016,"Standard Class",JD-15895,408.01,2,0.10,72.53,234.413360
CA-2014-146640,6/30/2014,7/5/2014,"Standard Class",HA-14905,334.77,7,0.20,108.80,234.413360
CA-2017-115994,1/28/2017,1/31/2017,"Second Class",BT-11305,239.97,3,0.00,26.40,234.413360
CA-2015-126697,9/21/2015,9/24/2015,"First Class",SV-20815,946.34,7,0.20,118.29,234.413360
CA-2015-124800,9/26/2015,9/30/2015,"Standard Class",RW-19540,263.96,5,0.20,23.10,234.413360
CA-2015-124800,9/26/2015,9/30/2015,"Standard Class",RW-19540,363.65,4,0.20,-86.37,234.413360
US-2015-164448,10/31/2015,11/4/2015,"Second Class",DK-12835,427.42,14,0.00,196.61,234.413360
CA-2014-120768,12/19/2014,12/21/2014,"Second Class",IM-15070,1819.86,14,0.00,163.79,234.413360
CA-2015-139731,10/15/2015,10/15/2015,"Same Day",JE-15745,263.88,3,0.20,42.88,234.413360
CA-2015-139731,10/15/2015,10/15/2015,"Same Day",JE-15745,2453.43,5,0.30,-350.49,234.413360
CA-2016-133725,5/23/2016,5/28/2016,"Standard Class",KL-16645,1979.93,9,0.20,148.49,234.413360
CA-2017-102337,6/13/2017,6/16/2017,"First Class",SD-20485,470.30,7,0.30,-87.34,234.413360
CA-2016-133711,11/26/2016,11/29/2016,"First Class",MC-17425,3040.00,8,0.00,1459.20,234.413360
CA-2017-148474,6/12/2017,6/19/2017,"Standard Class",ME-17320,452.94,3,0.00,67.94,234.413360
US-2016-128902,3/11/2016,3/15/2016,"Standard Class",MB-18085,244.01,2,0.30,-31.37,234.413360
CA-2016-152289,8/26/2016,8/28/2016,"First Class",LC-16930,1024.72,6,0.30,-29.28,234.413360
CA-2015-100769,5/16/2015,5/16/2015,"Same Day",TH-21550,255.97,4,0.20,32.00,234.413360
CA-2017-139199,12/9/2017,12/13/2017,"Standard Class",DK-12835,872.94,3,0.00,226.96,234.413360
CA-2015-140410,11/3/2015,11/7/2015,"Standard Class",CM-12655,1212.85,7,0.20,106.12,234.413360
CA-2017-166436,11/24/2017,11/28/2017,"Standard Class",TS-21370,977.29,6,0.10,173.74,234.413360
CA-2017-130386,11/12/2017,11/18/2017,"Standard Class",NG-18430,540.05,3,0.20,-47.25,234.413360
CA-2015-153388,8/1/2015,8/7/2015,"Standard Class",PC-19000,1004.98,6,0.20,-175.87,234.413360
CA-2016-134208,9/17/2016,9/23/2016,"Standard Class",CS-12505,396.00,4,0.00,190.08,234.413360
CA-2017-100384,6/24/2017,7/1/2017,"Standard Class",NH-18610,385.60,8,0.00,111.82,234.413360
CA-2017-148446,12/10/2017,12/14/2017,"Second Class",MC-17845,1669.60,4,0.00,116.87,234.413360
CA-2017-121888,9/15/2017,9/17/2017,"Second Class",CL-11890,782.94,3,0.00,203.56,234.413360
CA-2017-121888,9/15/2017,9/17/2017,"Second Class",CL-11890,242.48,7,0.00,116.39,234.413360
CA-2014-150245,12/31/2014,1/4/2015,"Second Class",PC-18745,1573.49,7,0.20,196.69,234.413360
CA-2015-111395,11/23/2015,11/27/2015,"Standard Class",VB-21745,335.52,4,0.20,117.43,234.413360
CA-2014-134278,7/6/2014,7/8/2014,"First Class",EP-13915,559.99,1,0.20,175.00,234.413360
US-2017-102890,6/30/2017,6/30/2017,"Same Day",SG-20470,1044.63,5,0.40,-295.98,234.413360
CA-2014-116239,3/4/2014,3/4/2014,"Same Day",CL-12565,354.90,5,0.00,17.75,234.413360
CA-2015-132101,3/19/2015,3/25/2015,"Standard Class",JO-15550,453.58,3,0.20,39.69,234.413360
US-2014-157385,11/23/2014,11/25/2014,"First Class",SC-20095,603.92,5,0.20,-67.94,234.413360
US-2014-157385,11/23/2014,11/25/2014,"First Class",SC-20095,381.44,2,0.20,23.84,234.413360
CA-2014-101602,12/15/2014,12/18/2014,"First Class",MC-18100,763.28,5,0.30,-21.81,234.413360
CA-2015-131338,8/9/2015,8/12/2015,"First Class",NP-18325,307.98,2,0.00,89.31,234.413360
CA-2015-131338,8/9/2015,8/12/2015,"First Class",NP-18325,382.81,9,0.40,-153.12,234.413360
CA-2015-131338,8/9/2015,8/12/2015,"First Class",NP-18325,1217.57,2,0.20,456.59,234.413360
CA-2015-131338,8/9/2015,8/12/2015,"First Class",NP-18325,979.95,5,0.00,274.39,234.413360
CA-2015-131338,8/9/2015,8/12/2015,"First Class",NP-18325,247.80,4,0.00,34.69,234.413360
CA-2015-118423,3/24/2015,3/27/2015,"First Class",DP-13390,359.06,3,0.30,-35.91,234.413360
CA-2017-132234,10/16/2017,10/18/2017,"First Class",MY-17380,547.30,13,0.00,175.14,234.413360
CA-2014-156349,5/26/2014,5/30/2014,"Standard Class",ML-17395,290.67,2,0.15,27.36,234.413360
CA-2017-138380,12/21/2017,12/25/2017,"Standard Class",YS-21880,1000.02,7,0.00,290.01,234.413360
CA-2017-108560,7/8/2017,7/15/2017,"Standard Class",JC-15385,786.48,8,0.00,385.38,234.413360
CA-2015-157084,12/19/2015,12/24/2015,"Standard Class",JG-15160,675.96,5,0.20,84.50,234.413360
CA-2015-157084,12/19/2015,12/24/2015,"Standard Class",JG-15160,1265.85,3,0.00,556.97,234.413360
CA-2015-164539,11/16/2015,11/22/2015,"Standard Class",PO-19180,523.25,5,0.00,141.28,234.413360
CA-2015-143119,9/24/2015,9/30/2015,"Standard Class",MC-17275,517.50,6,0.00,155.25,234.413360
CA-2016-106530,5/8/2016,5/8/2016,"Same Day",CL-12565,1006.06,3,0.20,88.03,234.413360
CA-2014-168984,11/26/2014,12/2/2014,"Standard Class",NW-18400,669.08,5,0.20,-167.27,234.413360
CA-2014-168984,11/26/2014,12/2/2014,"Standard Class",NW-18400,438.34,4,0.20,-87.67,234.413360
CA-2015-111829,3/19/2015,3/20/2015,"First Class",FH-14365,1247.64,3,0.00,349.34,234.413360
CA-2015-111829,3/19/2015,3/20/2015,"First Class",FH-14365,3149.93,7,0.00,1480.47,234.413360
CA-2017-144526,4/30/2017,5/6/2017,"Standard Class",QJ-19255,677.58,5,0.40,-158.10,234.413360
CA-2016-128531,11/24/2016,11/26/2016,"Second Class",NS-18505,297.58,3,0.20,-7.44,234.413360
US-2015-157154,1/10/2015,1/15/2015,"Standard Class",MM-17920,1018.10,4,0.40,-373.30,234.413360
CA-2014-122882,9/7/2014,9/13/2014,"Standard Class",SB-20290,399.54,4,0.70,-559.36,234.413360
CA-2017-143798,12/10/2017,12/12/2017,"First Class",AW-10840,310.88,2,0.20,23.32,234.413360
CA-2014-142839,8/16/2014,8/20/2014,"Standard Class",TS-21610,853.09,6,0.40,-227.49,234.413360
CA-2014-135657,6/3/2014,6/7/2014,"Second Class",SC-20725,515.88,6,0.00,113.49,234.413360
CA-2015-114069,7/13/2015,7/15/2015,"Second Class",ND-18370,1931.04,9,0.10,321.84,234.413360
CA-2017-123491,10/30/2017,11/5/2017,"Standard Class",JK-15205,1702.12,14,0.00,510.64,234.413360
US-2017-124968,9/8/2017,9/13/2017,"Second Class",MM-18055,765.63,7,0.50,-566.56,234.413360
CA-2017-104003,10/7/2017,10/13/2017,"Standard Class",DC-13285,307.67,2,0.15,-14.48,234.413360
CA-2016-169943,5/19/2016,5/24/2016,"Standard Class",BN-11515,242.90,5,0.00,70.44,234.413360
CA-2016-169943,5/19/2016,5/24/2016,"Standard Class",BN-11515,454.90,5,0.00,0.00,234.413360
US-2015-123218,12/20/2015,12/25/2015,"Standard Class",KD-16345,255.97,4,0.20,51.19,234.413360
US-2015-123218,12/20/2015,12/25/2015,"Standard Class",KD-16345,359.06,3,0.30,-71.81,234.413360
CA-2015-127453,12/19/2015,12/20/2015,"First Class",JK-15370,434.35,3,0.20,43.44,234.413360
US-2017-164056,4/29/2017,5/4/2017,"Second Class",FM-14215,1048.35,5,0.40,-69.89,234.413360
US-2016-131149,7/10/2016,7/14/2016,"Standard Class",LH-17155,338.04,3,0.20,-33.80,234.413360
CA-2017-152807,10/30/2017,11/3/2017,"Standard Class",MC-18100,442.40,7,0.20,-55.30,234.413360
CA-2017-116715,12/2/2017,12/5/2017,"First Class",VW-21775,559.62,9,0.00,151.10,234.413360
CA-2015-135622,12/8/2015,12/11/2015,"Second Class",TT-21460,360.71,11,0.20,130.76,234.413360
CA-2015-135622,12/8/2015,12/11/2015,"Second Class",TT-21460,1718.40,6,0.20,150.36,234.413360
CA-2015-130785,9/5/2015,9/9/2015,"Standard Class",AG-10900,411.33,4,0.15,-4.84,234.413360
CA-2015-130785,9/5/2015,9/9/2015,"Standard Class",AG-10900,293.20,3,0.15,-20.70,234.413360
CA-2014-118976,4/28/2014,5/3/2014,"Standard Class",MY-18295,497.61,9,0.00,129.38,234.413360
CA-2015-105347,11/24/2015,11/28/2015,"Standard Class",DP-13000,368.91,9,0.00,180.77,234.413360
CA-2015-154326,2/15/2015,2/19/2015,"Standard Class",RP-19855,699.98,2,0.00,195.99,234.413360
CA-2014-120474,12/1/2014,12/3/2014,"First Class",RP-19390,2807.84,8,0.00,673.88,234.413360
US-2017-139465,8/27/2017,8/30/2017,"First Class",MR-17545,347.97,3,0.00,100.91,234.413360
CA-2017-158379,9/22/2017,9/26/2017,"Second Class",JA-15970,4663.74,7,0.20,-1049.34,234.413360
US-2016-116729,12/25/2016,12/28/2016,"First Class",GK-14620,2575.94,7,0.20,257.59,234.413360
US-2016-116729,12/25/2016,12/28/2016,"First Class",GK-14620,254.24,7,0.00,76.27,234.413360
CA-2014-132612,6/9/2014,6/11/2014,"Second Class",FO-14305,1441.30,7,0.00,245.02,234.413360
CA-2016-109344,2/8/2016,2/11/2016,"Second Class",CH-12070,1127.98,3,0.20,126.90,234.413360
CA-2014-103373,5/18/2014,5/24/2014,"Standard Class",BS-11755,779.80,2,0.40,-168.96,234.413360
CA-2017-145884,10/21/2017,10/21/2017,"Same Day",SL-20155,1439.92,8,0.00,374.38,234.413360
CA-2017-145884,10/21/2017,10/21/2017,"Same Day",SL-20155,262.11,1,0.00,62.91,234.413360
CA-2017-162691,8/1/2017,8/7/2017,"Standard Class",AS-10045,1439.98,3,0.40,-264.00,234.413360
CA-2017-122693,2/19/2017,2/21/2017,"Second Class",NH-18610,1245.86,7,0.00,361.30,234.413360
CA-2017-128370,9/10/2017,9/10/2017,"Same Day",FH-14275,362.35,3,0.20,27.18,234.413360
CA-2015-160472,7/20/2015,7/25/2015,"Second Class",RK-19300,831.20,5,0.00,124.68,234.413360
US-2017-121251,3/26/2017,3/27/2017,"First Class",GM-14440,257.57,2,0.20,-28.98,234.413360
US-2016-100839,10/13/2016,10/17/2016,"Standard Class",NC-18625,727.45,5,0.50,-465.57,234.413360
US-2017-116659,11/12/2017,11/12/2017,"Same Day",NG-18355,370.78,3,0.40,-92.70,234.413360
CA-2014-116932,7/21/2014,7/25/2014,"Standard Class",ME-18010,801.57,2,0.20,50.10,234.413360
CA-2014-116932,7/21/2014,7/25/2014,"Standard Class",ME-18010,272.85,1,0.20,27.28,234.413360
CA-2017-112039,3/25/2017,3/29/2017,"Standard Class",JC-15775,470.38,3,0.20,47.04,234.413360
CA-2017-118885,12/29/2017,1/2/2018,"Standard Class",JG-15160,393.57,4,0.20,-44.28,234.413360
CA-2017-118885,12/29/2017,1/2/2018,"Standard Class",JG-15160,302.38,3,0.20,22.68,234.413360
CA-2015-109512,3/5/2015,3/5/2015,"Same Day",LF-17185,383.61,7,0.10,63.93,234.413360
CA-2015-109512,3/5/2015,3/5/2015,"Same Day",LF-17185,563.40,4,0.00,67.61,234.413360
CA-2014-140165,5/13/2014,5/15/2014,"First Class",EH-14005,398.35,8,0.70,-331.96,234.413360
CA-2014-142587,10/21/2014,10/22/2014,"First Class",TB-21520,409.59,3,0.40,-122.88,234.413360
CA-2015-109197,12/31/2015,1/4/2016,"Standard Class",JO-15280,487.98,2,0.20,152.50,234.413360
CA-2017-141789,10/3/2017,10/6/2017,"First Class",AC-10450,1793.98,2,0.00,843.17,234.413360
CA-2014-169775,8/29/2014,9/2/2014,"Second Class",RA-19945,505.18,4,0.70,-336.78,234.413360
CA-2017-167094,10/21/2017,10/22/2017,"First Class",DK-12835,478.48,2,0.20,47.85,234.413360
CA-2017-154410,10/21/2017,10/24/2017,"First Class",MD-17860,909.12,8,0.00,9.09,234.413360
CA-2017-121503,7/3/2017,7/6/2017,"Second Class",FH-14275,273.90,7,0.20,92.44,234.413360
CA-2017-121503,7/3/2017,7/6/2017,"Second Class",FH-14275,597.13,3,0.40,49.76,234.413360
CA-2015-123673,10/30/2015,11/1/2015,"Second Class",CH-12070,299.90,2,0.00,74.98,234.413360
US-2017-111423,8/17/2017,8/19/2017,"First Class",EH-13765,895.92,5,0.20,302.37,234.413360
US-2017-111423,8/17/2017,8/19/2017,"First Class",EH-13765,462.56,2,0.10,97.65,234.413360
CA-2016-156685,7/8/2016,7/10/2016,"Second Class",SC-20230,863.64,9,0.20,107.96,234.413360
US-2017-101539,3/16/2017,3/18/2017,"Second Class",VM-21685,659.98,3,0.20,49.50,234.413360
CA-2016-152121,11/27/2016,11/29/2016,"Second Class",CC-12670,271.99,1,0.20,23.80,234.413360
CA-2017-101245,11/27/2017,12/3/2017,"Standard Class",LW-16990,244.55,5,0.00,114.94,234.413360
CA-2016-112109,7/8/2016,7/12/2016,"Standard Class",JE-15715,662.88,3,0.20,74.57,234.413360
CA-2017-157987,9/2/2017,9/6/2017,"Standard Class",AC-10615,254.53,1,0.40,-93.33,234.413360
CA-2017-157987,9/2/2017,9/6/2017,"Standard Class",AC-10615,1282.41,5,0.10,213.74,234.413360
CA-2017-157987,9/2/2017,9/6/2017,"Standard Class",AC-10615,238.00,2,0.00,38.08,234.413360
CA-2017-110905,9/10/2017,9/15/2017,"Second Class",RW-19690,296.85,5,0.00,53.43,234.413360
CA-2017-110905,9/10/2017,9/15/2017,"Second Class",RW-19690,286.29,3,0.00,17.18,234.413360
CA-2017-165841,12/21/2017,12/28/2017,"Standard Class",DB-13210,281.97,3,0.00,78.95,234.413360
CA-2017-117485,9/23/2017,9/29/2017,"Standard Class",BD-11320,291.96,4,0.00,102.19,234.413360
CA-2017-140242,5/6/2017,5/11/2017,"Standard Class",ML-17755,408.74,7,0.20,76.64,234.413360
CA-2014-110408,10/18/2014,10/20/2014,"Second Class",AS-10225,275.97,3,0.00,11.04,234.413360
CA-2014-110408,10/18/2014,10/20/2014,"Second Class",AS-10225,1394.95,5,0.00,362.69,234.413360
CA-2014-110408,10/18/2014,10/20/2014,"Second Class",AS-10225,545.88,6,0.00,70.96,234.413360
CA-2016-112669,4/14/2016,4/14/2016,"Same Day",KT-16465,933.54,4,0.20,105.02,234.413360
CA-2014-122749,12/3/2014,12/9/2014,"Standard Class",NG-18430,479.96,4,0.00,134.39,234.413360
CA-2014-164721,11/25/2014,11/27/2014,"Second Class",LW-16825,320.88,6,0.00,93.06,234.413360
CA-2016-147417,7/25/2016,7/27/2016,"First Class",CB-12415,1439.98,4,0.40,192.00,234.413360
CA-2015-127509,11/9/2015,11/13/2015,"Standard Class",AS-10090,1024.38,7,0.00,215.12,234.413360
US-2017-147221,12/2/2017,12/4/2017,"Second Class",JS-16030,294.62,5,0.80,-766.01,234.413360
CA-2017-163510,12/25/2017,12/28/2017,"Second Class",JW-15955,304.45,5,0.00,76.11,234.413360
CA-2014-116407,11/15/2014,11/21/2014,"Standard Class",JF-15190,333.06,2,0.20,29.14,234.413360
CA-2016-145905,9/18/2016,9/23/2016,"Standard Class",AM-10705,350.98,1,0.00,84.24,234.413360
CA-2016-145905,9/18/2016,9/23/2016,"Standard Class",AM-10705,900.08,4,0.00,117.01,234.413360
CA-2016-168354,9/19/2016,9/21/2016,"First Class",RH-19510,1606.23,9,0.00,481.87,234.413360
CA-2016-168354,9/19/2016,9/21/2016,"First Class",RH-19510,872.32,4,0.00,244.25,234.413360
US-2017-111241,8/20/2017,8/22/2017,"Second Class",GM-14500,239.12,5,0.20,77.71,234.413360
CA-2017-162481,9/25/2017,9/29/2017,"Standard Class",CT-11995,269.97,3,0.00,51.29,234.413360
CA-2016-131835,7/17/2016,7/21/2016,"Standard Class",MC-17590,597.00,3,0.00,280.59,234.413360
CA-2015-142237,7/11/2015,7/13/2015,"First Class",CK-12595,289.80,7,0.20,36.23,234.413360
CA-2015-142237,7/11/2015,7/13/2015,"First Class",CK-12595,341.49,8,0.30,-73.18,234.413360
CA-2017-120376,12/22/2017,12/25/2017,"First Class",TP-21130,1586.69,7,0.00,412.54,234.413360
CA-2017-120376,12/22/2017,12/25/2017,"First Class",TP-21130,411.80,2,0.00,70.01,234.413360
CA-2014-106439,10/31/2014,11/4/2014,"Standard Class",GG-14650,405.64,4,0.00,12.17,234.413360
CA-2014-106439,10/31/2014,11/4/2014,"Standard Class",GG-14650,251.91,9,0.00,47.86,234.413360
CA-2015-133452,4/13/2015,4/19/2015,"Standard Class",ZC-21910,710.83,3,0.20,-97.74,234.413360
US-2017-110996,11/20/2017,11/25/2017,"Standard Class",KA-16525,283.92,5,0.20,-46.14,234.413360
CA-2017-122504,11/7/2017,11/12/2017,"Second Class",DB-13270,761.54,7,0.20,66.64,234.413360
CA-2016-140501,6/23/2016,6/28/2016,"Standard Class",IM-15070,324.90,5,0.00,38.99,234.413360
CA-2017-166142,7/15/2017,7/19/2017,"Standard Class",MM-17260,310.44,3,0.30,-48.78,234.413360
CA-2014-145926,11/17/2014,11/21/2014,"Standard Class",MP-17470,479.90,5,0.00,81.58,234.413360
US-2016-146570,5/15/2016,5/20/2016,"Standard Class",SN-20710,511.84,8,0.00,240.56,234.413360
CA-2017-124401,9/7/2017,9/12/2017,"Standard Class",RD-19900,279.94,7,0.20,80.48,234.413360
US-2014-140116,3/10/2014,3/17/2014,"Standard Class",KT-16480,636.41,3,0.20,-15.91,234.413360
CA-2014-123295,7/18/2014,7/18/2014,"Same Day",AH-10120,259.14,4,0.20,-25.91,234.413360
CA-2015-164882,10/31/2015,10/31/2015,"Same Day",SG-20080,398.35,3,0.20,124.49,234.413360
CA-2015-164882,10/31/2015,10/31/2015,"Same Day",SG-20080,323.14,4,0.20,20.20,234.413360
CA-2015-164882,10/31/2015,10/31/2015,"Same Day",SG-20080,1295.84,4,0.20,145.78,234.413360
CA-2015-164882,10/31/2015,10/31/2015,"Same Day",SG-20080,425.83,1,0.15,20.04,234.413360
CA-2017-155460,4/13/2017,4/15/2017,"First Class",RW-19630,895.92,5,0.20,302.37,234.413360
CA-2017-167381,9/22/2017,9/24/2017,"Second Class",EH-14005,241.96,2,0.00,41.13,234.413360
CA-2014-159520,6/6/2014,6/11/2014,"Standard Class",GT-14635,991.76,3,0.40,-347.12,234.413360
US-2016-152051,6/25/2016,6/29/2016,"Standard Class",TS-21160,422.06,3,0.30,-18.09,234.413360
US-2016-152051,6/25/2016,6/29/2016,"Standard Class",TS-21160,254.35,6,0.20,-50.87,234.413360
