item_id,order_id,product_id,quantity,unit_price,discount_percent
I000664,O000815,P0111,3,83860.43,15
I000665,O000151,P0176,2,3893.58,20
I000666,O000167,P0171,3,41230.6,15
I000667,O000223,P0011,5,76679.22,0
I000668,O000361,P0111,1,55615.1,10
I000669,O000682,P0129,5,10551.86,10
I000670,O000751,P0037,5,23600.35,0
I000671,O000956,P0122,4,12149.0,0
I000672,O000943,P0067,3,1563.67,10
I000673,O000143,P0149,2,5778.42,5
I000674,O000313,P0078,5,37781.98,5
I000675,O000802,P0097,4,79511.12,25
I000676,O000516,P0081,3,32081.6,15
I000677,O000473,P0106,-5,29247.59,0
I000678,O000144,P0194,3,18364.29,10
I000679,O000636,P0033,5,13493.26,30
I000680,O000129,P0101,1,68232.43,20
I000681,O000860,P0118,1,20066.2,0
I000682,O000609,P0086,3,73191.49,30
I000683,O000125,P0016,5,28119.1,5
I000684,O000148,P0133,4,79092.85,25
I000685,O000309,P0040,1,48980.83,5
I000686,O999718,P0030,1,22764.99,0
I000687,O000026,P0122,4,11947.76,10
I000688,O000496,P0104,2,40706.04,30
I000689,O000698,P0157,5,19833.38,0
I000690,O000146,P0048,2,16031.65,20
I000691,O000488,P0052,3,3888.51,15
I000692,O000684,P0095,4,42291.59,15
I000693,O000152,P0109,4,20859.77,20
I000694,O000035,P0078,5,46392.63,10
I000695,O000480,P0036,4,30060.65,10
I000696,O000877,P0129,2,14678.26,15
I000697,O000065,P0132,2,13837.73,10
I000698,O000733,P0118,2,18261.78,10
I000699,O000070,P0101,4,59451.05,25
I000700,O000590,P0047,5,12002.83,5
I000701,O000332,P0179,5,54766.9,15
I000702,O000047,P0018,2,32526.76,15
I000703,O000488,P0174,2,86169.86,25
I000704,O000108,P0061,2,7258.77,15
I000705,O000064,P0017,1,37543.1,15
I000706,O000384,P0196,1,60167.63,25
I000707,O000387,P0116,5,33917.47,15
I000708,O000696,P0113,2,73460.99,20
I000709,O000089,P0050,1,14105.41,0
I000710,O000793,P0093,5,3346.22,25
I000711,O000981,P0187,5,77187.22,20
I000712,O000513,P0122,5,11590.11,30
I000713,O000450,P0018,4,31083.01,5
I000714,O000306,P0133,4,69398.4,10
I000715,O000230,P0006,3,1179.07,25
I000716,O000070,P0092,2,34329.75,20
I000717,O000874,P0062,5,64715.01,0
I000718,O000715,P0140,5,26005.02,10
I000719,O000031,P0168,4,14227.2,30
I000720,O000143,P0016,3,39169.52,0
I000721,O000506,P0061,5,8487.8,30
I000722,O000355,P0010,4,61496.18,0
I000723,O000491,P0142,3,52218.66,15
I000724,O000231,P0130,4,77229.44,5
I000725,O000954,P0006,2,1589.01,25
I000726,O000756,P0176,4,4928.87,25
I000727,O000441,P0033,5,16832.11,20
I000728,O000361,P0095,4,45734.05,0
I000729,O000011,P0151,5,79242.48,0
I000730,O000256,P0185,1,35669.16,10
I000731,O000322,P0012,2,7154.19,15
I000732,O000674,P0123,1,2753.54,5
I000733,O000723,P0127,3,64228.93,15
I000734,O000310,P0183,5,85208.59,20
I000735,O000327,P0069,5,62397.04,15
I000736,O000974,P0181,3,76064.92,30
I000737,O000237,P0134,5,57476.76,30
I000738,O000037,P0037,4,25747.95,0
I000739,O000511,P0006,3,1268.47,30
I000740,O000062,P0022,5,58837.87,15
I000741,O000455,P0099,2,3949.95,20
I000742,O000677,P0014,5,37254.68,20
I000743,O000915,P0194,3,18458.18,30
I000744,O000350,P0008,5,40635.31,25
I000745,O000771,P0189,1,25727.8,25
I000746,O000880,P0074,5,25770.66,20
I000747,O000532,P0197,4,7971.04,5
I000748,O000930,P0034,3,19926.83,20
I000749,O000346,P0076,1,57978.23,25
I000750,O000802,P0065,-5,46560.52,25
I000751,O000857,P0083,2,50949.69,0
I000752,O000038,P0120,4,58417.67,15
I000753,O000594,P0015,3,49744.82,0
I000754,O000185,P0113,3,75772.84,5
I000755,O000179,P0162,5,1448.47,25
I000756,O000189,P0010,4,44888.71,25
I000757,O000063,P0059,3,55677.98,30
I000758,O000554,P0091,5,12161.36,20
I000759,O000116,P0114,2,36856.77,30
I000760,O000426,P0175,4,16034.69,10
I000761,O000808,P0156,4,38116.75,10
I000762,O000032,P0160,1,38181.09,20
I000763,O000109,P0007,3,1619.38,20
I000764,O000730,P0149,2,6280.1,25
I000765,O000154,P0186,1,77809.21,5
I000766,O000516,P0145,5,47644.75,0
I000767,O000818,P0136,4,24150.21,10
I000768,O000200,P0069,3,61790.49,30
I000769,O000371,P0197,3,5165.88,5
I000770,O000751,P0114,4,32969.13,20
I000771,O000937,P0020,4,4822.6,15
I000772,O000584,P0059,2,64081.39,15
I000773,O000599,P0173,5,46935.06,10
I000774,O000084,P0031,5,13211.32,25
I000775,O000203,P0198,-4,10775.52,10
I000776,O000568,P0196,4,53733.09,0
I000777,O000025,P0111,1,80376.59,15
I000778,O000363,P0109,5,19799.49,10
I000779,O000606,P0087,1,14782.67,25
I000780,O000973,P0091,4,16934.22,15
I000781,O000776,P0075,2,60391.47,20
I000782,O000086,P0131,1,22754.05,25
I000783,O000389,P0117,2,58852.96,30
I000784,O000238,P0025,3,65179.62,20
I000785,O000521,P0149,4,5681.19,30
I000786,O000977,P0046,2,68164.62,20
I000787,O000102,P0081,2,29521.61,15
I000788,O000907,P0058,3,89327.86,5
I000789,O000286,P0171,2,46146.21,5
I000790,O000613,P0008,5,35735.66,15
I000791,O000379,P0007,5,1380.79,5
I000792,O000303,P0117,1,54461.29,10
I000793,O000886,P0023,3,32872.24,10
I000794,O000763,P0021,1,33075.31,10
I000795,O000646,P0117,1,51150.77,0
I000796,O000103,P0111,5,79512.38,25
I000797,O000037,P0161,1,12474.68,30
I000798,O000690,P0057,4,46790.13,25
I000799,O000290,P0128,1,47506.89,25
I000800,O000004,P0055,4,22066.49,5
I000801,O000429,P0010,5,60665.52,25
I000802,O000496,P0090,2,27403.83,10
I000803,O000497,P0172,4,23856.59,10
I000804,O000225,P0025,3,62902.02,5
I000805,O000436,P0170,4,30257.71,10
I000806,O000408,P0179,4,61143.32,20
I000807,O000704,P0106,3,22129.6,30
I000808,O000063,P0105,3,30946.81,15
I000809,O000436,P0114,1,39666.31,10
I000810,O000839,P0163,4,34118.14,5
I000811,O000212,P0138,1,62108.43,10
I000812,O000620,P0034,1,18108.53,25
I000813,O000935,P0086,5,51761.96,5
I000814,O000549,P0093,2,3445.87,25
I000815,O000298,P0059,3,63004.32,25
I000816,O000963,P0064,1,56669.22,20
I000817,O000811,P0102,2,20318.84,25
I000818,O000705,P0198,3,15377.54,15
I000819,O000411,P0168,3,12226.26,20
I000820,O000721,P0185,-4,41264.49,20
I000821,O000942,P0155,5,11126.5,20
I000822,O000804,P0080,5,59931.32,15
I000823,O000103,P0052,5,2832.45,0
I000824,O000991,P0057,3,48686.85,20
I000825,O000251,P0130,4,82981.03,30
I000826,O000732,P0140,2,16403.98,30
I000827,O000458,P0060,5,3929.81,5
I000828,O001000,P0162,5,1976.94,15
I000829,O000256,P0152,4,47621.54,25
I000830,O000779,P0146,4,48777.09,10
I000831,O000038,P0039,5,81770.7,10
I000832,O000215,P0177,4,520.05,25
I000833,O000330,P0061,4,9087.13,25
I000834,O000944,P0021,1,37192.32,5
I000835,O000767,P0134,2,75880.41,0
I000836,O000508,P0109,5,24829.45,20
I000837,O999220,P0108,4,3931.11,25
I000838,O000536,P0070,3,39852.89,10
I000839,O000702,P0134,5,57441.86,20
I000840,O000484,P0065,3,57208.87,30
I000841,O000169,P0035,-4,23747.03,5
I000842,O000069,P0121,1,48090.98,25
I000843,O000551,P0025,1,63597.25,5
I000844,O000359,P0018,2,22745.4,5
I000845,O000292,P0071,4,58464.82,20
I000846,O000413,P0197,5,6905.36,0
I000847,O000157,P0152,2,42540.25,0
I000848,O000817,P0033,4,19733.3,20
I000849,O000284,P0155,5,12959.52,5
I000850,O000803,P0001,2,59188.91,5
I000851,O000169,P0037,1,31575.43,0
I000852,O000524,P0036,4,22130.92,20
I000853,O000121,P0195,4,31451.69,15
I000854,O000320,P0091,3,18011.84,30
I000855,O000979,P0055,3,30220.32,20
I000856,O000502,P0114,3,36634.94,15
I000857,O000357,P0167,3,61890.0,10
I000858,O000435,P0187,5,80106.17,5
I000859,O000384,P0098,1,53344.42,5
I000860,O000601,P0002,1,23682.81,20
I000861,O000622,P0004,3,59915.2,25
I000862,O000260,P0181,1,73266.99,30
I000863,O000950,P0184,5,21836.89,15
I000864,O000896,P0192,5,25017.54,0
I000865,O000916,P0157,2,19657.51,15
I000866,O000058,P0031,1,15005.14,10
I000867,O000671,P0050,1,13262.65,10
I000868,O000174,P0182,5,22379.81,0
I000869,O000413,P0171,1,53413.76,20
I000870,O000747,P0038,2,27090.75,5
I000871,O000518,P0177,1,591.05,0
I000872,O000478,P0088,1,5078.81,0
I000873,O000187,P0024,2,29893.01,0
I000874,O000174,P0197,2,6268.93,25
I000875,O000316,P0064,2,62585.0,10
I000876,O000389,P0014,2,31565.59,15
I000877,O000856,P0058,2,71151.41,25
I000878,O000271,P0113,3,70224.72,25
I000879,O000461,P0134,2,71669.03,15
I000880,O000551,P0040,4,53299.49,30
I000881,O000213,P0074,5,27891.01,10
I000882,O000526,P0024,3,24751.42,0
I000883,O000675,P0133,4,68913.98,10
I000884,O000387,P0145,1,37495.15,10
I000885,O000163,P0003,3,56442.19,5
I000886,O000314,P0092,5,33173.77,30
I000887,O000468,P0158,4,8793.08,5
I000888,O000741,P0065,3,48989.38,0
I000889,O000782,P0060,5,4180.02,10
I000890,O000411,P0148,2,4568.75,20
I000891,O000966,P0179,5,42155.9,10
I000892,O000994,P0014,2,29940.32,5
I000893,O000001,P0118,2,14538.37,0
I000894,O000242,P0048,4,12477.75,25
I000895,O000866,P0143,1,36840.3,15
I000896,O000704,P0141,2,82009.78,30
I000897,O000724,P0119,1,65379.5,5
I000898,O000792,P0103,3,66359.9,15
I000899,O000404,P0153,3,12435.49,20
I000900,O000228,P0007,2,1327.05,10
I000901,O999713,P0129,4,14274.77,5
I000902,O000193,P0128,3,37075.62,25
I000903,O000436,P0047,3,13756.01,0
I000904,O000982,P0067,2,1762.81,30
I000905,O000477,P0028,3,47496.86,30
I000906,O000823,P0104,2,41262.18,15
I000907,O000466,P0176,4,3381.76,15
I000908,O000760,P0067,5,1945.26,20
I000909,O000800,P0096,3,34960.16,0
I000910,O000435,P0046,4,60565.35,0
I000911,O000971,P0087,5,19275.71,20
I000912,O000894,P0187,1,50958.74,30
I000913,O000472,P0126,5,5299.26,10
I000914,O000304,P0173,1,44094.16,10
I000915,O000018,P0107,3,50585.09,10
I000916,O000038,P0188,4,11811.39,0
I000917,O000745,P0033,4,15414.15,15
I000918,O000633,P0177,5,441.92,10
I000919,O000040,P0096,1,35080.33,0
I000920,O000950,P0087,3,14564.03,25
I000921,O000739,P0066,1,64135.99,0
I000922,O000585,P0050,3,12451.54,30
I000923,O000711,P0063,3,40038.06,15
I000924,O000765,P0071,2,70304.75,20
I000925,O000932,P0103,3,56744.1,0
I000926,O000673,P0107,3,55279.17,25
I000927,O000100,P0082,1,68466.18,20
I000928,O000746,P0074,4,26543.68,10
I000929,O000399,P0139,-5,37986.23,10
I000930,O000156,P0114,4,39124.03,25
I000931,O000262,P0100,5,44021.85,20
I000932,O000086,P0089,5,1318.95,10
I000933,O000691,P0116,2,33337.74,10
I000934,O000442,P0145,1,41684.27,25
I000935,O000241,P0126,5,6372.21,30
I000936,O000100,P0032,2,54884.25,5
I000937,O000786,P0041,4,30093.34,5
I000938,O000923,P0108,3,3772.33,25
I000939,O000984,P0176,3,4421.62,5
I000940,O000507,P0104,3,38771.62,30
I000941,O000410,P0046,5,86743.45,25
I000942,O000700,P0045,4,40782.15,15
I000943,O000194,P0106,5,27221.03,20
I000944,O000614,P0021,4,30075.39,5
I000945,O000583,P0043,1,14912.28,20
I000946,O000399,P0168,2,12884.3,10
I000947,O000896,P0186,4,76630.68,10
I000948,O000301,P0034,1,22332.34,5
I000949,O000618,P0176,2,5379.46,20
I000950,O000114,P0165,3,96174.63,5
I000951,O000740,P0119,1,78455.23,15
I000952,O000482,P0134,1,75440.17,25
I000953,O000124,P0138,5,59782.77,0
I000954,O000493,P0113,1,72106.29,30
I000955,O000788,P0186,4,63660.73,25
I000956,O000439,P0113,1,66944.52,30
I000957,O000772,P0149,2,6502.79,5
I000958,O000815,P0063,3,50001.45,0
I000959,O000921,P0118,2,14870.58,25
I000960,O000339,P0114,3,37285.13,30
I000961,O000152,P0036,1,22660.99,10
I000962,O000299,P0183,2,71404.32,25
I000963,O000690,P0113,2,68077.69,15
I000964,O000653,P0066,2,54679.58,0
I000965,O000373,P0067,5,1711.21,5
I000966,O000660,P0089,5,1379.71,30
I000967,O000664,P0125,5,79327.86,15
I000968,O000685,P0004,3,53859.44,5
I000969,O000624,P0072,1,27147.31,15
I000970,O000935,P0146,1,63163.96,30
I000971,O000920,P0135,2,39401.57,25
I000972,O000975,P0026,1,17926.29,30
I000973,O000551,P0190,1,47199.1,5
I000974,O000817,P0066,2,73555.03,5
I000975,O000624,P0011,3,65173.58,30
I000976,O000928,P0017,5,28495.74,5
I000977,O000780,P0150,4,58285.51,0
I000978,O000809,P0082,2,77251.53,15
I000979,O000103,P0051,2,4180.21,0
I000980,O000441,P0149,1,5857.81,25
I000981,O000604,P0050,5,15218.14,10
I000982,O000417,P0194,4,16142.53,15
I000983,O000291,P0132,3,12671.58,10
I000984,O000695,P0071,3,52174.6,30
I000985,O999621,P0047,4,9948.63,30
I000986,O000690,P0111,4,74266.68,30
I000987,O000199,P0047,2,11862.66,10
I000988,O000544,P0197,3,5469.28,25
I000989,O000332,P0040,4,54255.48,20
I000990,O000161,P0170,5,30157.97,30
I000991,O000799,P0107,2,47597.04,30
I000992,O000380,P0078,3,44873.05,10
I000993,O000316,P0116,4,30116.21,15
I000994,O000992,P0015,2,54972.85,0
I000995,O000208,P0181,3,59080.77,10
I000996,O000810,P0110,5,24783.76,5
I000997,O000516,P0159,3,43927.21,10
I000998,O000492,P0186,5,78205.06,0
I000999,O000676,P0200,4,13298.15,20
I001000,O000061,P0097,3,73346.52,10
I001001,O000484,P0029,1,38314.44,15
I001002,O000895,P0039,3,71095.48,15
I001003,O000336,P0063,3,54092.87,25
I001004,O000144,P0006,1,1480.59,25
I001005,O000981,P0081,4,28539.09,10
I001006,O000234,P0120,3,70200.86,10
I001007,O000619,P0066,1,71062.48,15
I001008,O000826,P0102,1,20799.29,20
I001009,O000017,P0096,1,33564.32,10
I001010,O000504,P0138,3,65668.35,20
I001011,O000998,P0024,1,32310.26,30
I001012,O000588,P0023,5,34385.74,0
I001013,O000701,P0197,3,7640.83,25
I001014,O000667,P0039,2,63439.64,20
I001015,O000710,P0200,4,10167.55,10
I001016,O000639,P0002,-1,17865.33,5
I001017,O000877,P0067,3,1739.6,5
I001018,O000842,P0198,3,14725.39,20
I001019,O000194,P0040,2,36923.56,20
I001020,O000968,P0155,2,16119.95,10
I001021,O000951,P0081,2,27681.6,10
I001022,O000959,P0060,-3,5160.5,15
I001023,O000855,P0032,1,59474.78,25
I001024,O000390,P0054,4,37879.21,15
I001025,O000835,P0152,2,50150.13,20
I001026,O000167,P0032,1,59387.3,10
I001027,O000325,P0192,2,37404.34,10
I001028,O000262,P0123,-4,2123.03,15
I001029,O000985,P0103,3,53852.1,0
I001030,O000969,P0112,3,6084.05,25
I001031,O000830,P0165,-4,98384.72,25
I001032,O000919,P0166,2,30913.33,0
I001033,O000532,P0033,4,13559.66,30
I001034,O000888,P0054,3,42526.17,5
I001035,O000177,P0108,5,3970.11,30
I001036,O000186,P0172,1,17862.32,5
I001037,O000414,P0079,3,5240.08,0
I001038,O000030,P0085,1,29578.68,15
I001039,O000553,P0012,5,7329.89,0
I001040,O000358,P0004,1,49437.4,15
I001041,O000426,P0119,5,84743.53,30
I001042,O000001,P0164,4,4508.58,10
I001043,O000553,P0169,5,49273.28,15
I001044,O000852,P0192,2,32768.1,30
I001045,O000231,P0037,1,23488.3,20
I001046,O000256,P0027,2,583.1,25
I001047,O000685,P0119,5,85702.35,30
I001048,O000336,P0034,2,27723.56,0
I001049,O000928,P0192,1,40327.66,0
I001050,O000650,P0037,2,24018.51,20
I001051,O000496,P0124,2,12188.44,20
I001052,O000463,P0104,4,40689.33,0
I001053,O000287,P0191,5,50956.84,5
I001054,O000350,P0066,4,64894.99,0
I001055,O000877,P0172,5,26641.52,15
I001056,O000027,P0165,2,98818.04,30
I001057,O000124,P0029,3,31113.46,15
I001058,O000567,P0112,1,6831.6,5
I001059,O000840,P0102,5,31193.38,5
I001060,O000018,P0199,3,65432.77,20
I001061,O000538,P0136,5,20684.72,20
I001062,O000384,P0043,2,23101.56,5
I001063,O000734,P0193,5,43537.68,0
I001064,O000304,P0103,5,71220.7,15
I001065,O000140,P0083,-3,58809.5,20
I001066,O000320,P0172,5,18292.36,30
I001067,O000144,P0106,2,29766.52,5
I001068,O000806,P0101,4,51057.47,30
I001069,O000073,P0090,3,22261.26,25
I001070,O000600,P0190,2,38320.4,10
I001071,O000336,P0195,1,33765.47,30
I001072,O000613,P0161,4,9715.4,25
I001073,O000466,P0157,3,29510.55,0
I001074,O000859,P0098,1,55205.3,5
I001075,O000709,P0182,4,20681.49,0
I001076,O000750,P0023,5,35410.77,30
I001077,O000507,P0171,4,49118.06,30
I001078,O000287,P0198,3,14229.17,10
I001079,O000683,P0108,3,2835.31,30
I001080,O000249,P0125,2,86590.13,0
I001081,O000847,P0200,5,11045.32,20
I001082,O000892,P0133,4,53095.0,30
I001083,O000977,P0165,1,90391.57,10
I001084,O000689,P0149,5,5710.37,25
I001085,O000356,P0011,4,79956.32,20
I001086,O000963,P0010,4,44413.75,20
I001087,O000025,P0047,3,14345.02,30
I001088,O000747,P0008,3,46020.8,10
I001089,O000284,P0064,1,61494.26,25
I001090,O000788,P0068,2,18304.82,25
I001091,O000759,P0083,3,56147.57,15
I001092,O000342,P0023,5,47509.48,5
I001093,O000849,P0082,1,72120.77,15
I001094,O000191,P0164,2,5664.78,10
I001095,O000826,P0087,3,23527.22,10
I001096,O000115,P0005,3,47624.82,20
I001097,O000775,P0076,2,68378.06,5
I001098,O000093,P0024,4,23133.79,10
I001099,O000363,P0137,4,47675.62,30
I001100,O000629,P0076,1,53715.72,30
I001101,O000252,P0011,-3,66502.28,25
I001102,O000252,P0057,4,34699.62,0
I001103,O000250,P0076,5,60384.16,20
I001104,O000582,P0142,2,67741.54,25
I001105,O000910,P0148,4,4162.1,10
I001106,O000442,P0068,2,14382.76,25
I001107,O000330,P0035,2,25762.67,0
I001108,O000726,P0130,3,78744.28,5
I001109,O000357,P0185,5,31720.7,10
I001110,O000857,P0148,5,3943.91,0
I001111,O000023,P0044,5,71521.93,15
I001112,O000152,P0181,3,69972.9,20
I001113,O000971,P0065,1,51299.68,25
I001114,O000966,P0196,4,64494.05,20
I001115,O000691,P0179,2,61452.64,15
I001116,O000785,P0037,5,19857.26,20
I001117,O000730,P0014,5,37868.1,20
I001118,O000543,P0017,2,29181.0,20
I001119,O000778,P0199,-2,69705.78,25
I001120,O000340,P0031,4,15585.14,15
I001121,O000391,P0105,2,28654.62,10
I001122,O000182,P0091,3,12731.22,15
I001123,O000233,P0052,1,3560.75,20
I001124,O000021,P0066,1,51720.06,10
I001125,O999641,P0025,-1,60885.61,0
I001126,O000577,P0146,1,45465.8,20
I001127,O000187,P0128,3,44000.53,5
I001128,O000384,P0154,4,14339.22,5
I001129,O000153,P0130,4,52087.0,20
I001130,O000827,P0031,3,13892.38,20
I001131,O000172,P0133,4,54662.12,20
I001132,O000961,P0087,5,21850.71,0
I001133,O000568,P0172,2,20307.87,30
I001134,O000193,P0126,1,7308.14,15
I001135,O000725,P0169,5,62343.04,25
I001136,O000329,P0168,5,15757.96,15
I001137,O000560,P0194,3,17195.35,5
I001138,O000967,P0075,4,42974.53,0
I001139,O000107,P0126,4,5461.27,30
I001140,O000295,P0198,1,10249.27,0
I001141,O000914,P0079,5,7339.75,25
I001142,O000548,P0013,3,23959.45,20
I001143,O000844,P0014,4,30938.03,5
I001144,O000380,P0131,1,19453.6,5
I001145,O000730,P0057,2,41881.87,20
I001146,O000047,P0004,2,51015.7,10
I001147,O000927,P0002,3,24381.58,30
I001148,O000381,P0059,4,60288.73,5
I001149,O000685,P0160,4,51141.55,25
I001150,O000210,P0080,3,50223.19,30
I001151,O000387,P0106,2,25653.48,20
I001152,O000642,P0003,1,45781.93,25
I001153,O000229,P0177,1,689.05,15
I001154,O000188,P0018,2,26386.3,25
I001155,O000953,P0184,3,19581.17,20
I001156,O000112,P0067,4,1925.72,0
I001157,O000867,P0143,2,30669.0,15
I001158,O000115,P0028,4,67105.82,30
I001159,O000248,P0018,3,24677.68,20
I001160,O000043,P0197,5,5401.09,5
I001161,O000326,P0186,1,58273.95,10
I001162,O000359,P0045,1,35147.74,10
I001163,O000066,P0130,2,75186.25,0
I001164,O000072,P0113,5,78124.89,5
I001165,O000988,P0141,1,72232.89,20
I001166,O000634,P0005,3,35573.92,0
I001167,O999103,P0176,5,4106.22,20
I001168,O000878,P0031,1,10016.14,25
I001169,O000960,P0122,4,10421.1,15
I001170,O000244,P0192,5,40337.43,25
I001171,O000491,P0117,2,67065.09,5
I001172,O000294,P0037,2,24887.24,10
I001173,O000377,P0042,4,54735.57,15
I001174,O000728,P0106,2,20967.3,25
I001175,O000214,P0091,4,14817.23,15
I001176,O000976,P0114,3,38548.1,5
I001177,O000543,P0186,2,65459.16,30
I001178,O000676,P0187,3,67782.15,30
I001179,O000384,P0105,2,33545.22,20
I001180,O000464,P0167,5,46318.05,10
I001181,O000912,P0142,4,62887.35,15
I001182,O000711,P0007,5,1259.03,25
I001183,O000577,P0175,4,22453.7,5
I001184,O000325,P0106,2,25633.72,20
I001185,O000628,P0196,1,75556.88,0
I001186,O000009,P0006,1,1070.39,10
I001187,O000762,P0052,2,2476.32,20
I001188,O000598,P0081,4,36673.88,10
I001189,O000104,P0078,2,31826.4,15
I001190,O000546,P0031,4,13060.56,15
I001191,O000288,P0180,2,79059.4,5
I001192,O000100,P0114,2,35120.13,15
I001193,O000786,P0044,3,62239.27,5
I001194,O000916,P0115,4,53757.98,10
I001195,O000908,P0022,2,69733.3,15
I001196,O000114,P0039,2,62780.66,25
I001197,O000364,P0022,-4,92625.53,15
I001198,O000374,P0044,2,74095.06,0
I001199,O000327,P0126,1,6654.64,10
I001200,O000444,P0115,3,58777.54,15
I001201,O000083,P0169,1,76491.84,20
I001202,O000753,P0003,3,56478.71,15
I001203,O000037,P0100,3,37913.41,30
I001204,O000875,P0132,4,11486.47,10
I001205,O000268,P0185,4,29132.62,15
I001206,O000087,P0172,3,27970.88,0
I001207,O000826,P0033,2,16271.34,5
I001208,O000821,P0147,1,8192.36,0
I001209,O000827,P0189,5,21849.25,30
I001210,O000647,P0118,1,12560.01,5
I001211,O000941,P0052,1,3507.68,0
I001212,O000444,P0001,2,56969.36,15
I001213,O000641,P0083,4,74152.44,15
I001214,O000724,P0155,3,13737.1,30
I001215,O000454,P0016,1,44797.87,10
I001216,O000900,P0037,2,29030.82,0
I001217,O000192,P0049,2,64943.55,20
I001218,O000616,P0076,3,54529.33,10
I001219,O000247,P0189,3,17427.58,0
I001220,O000506,P0017,1,38673.91,0
I001221,O000783,P0173,-4,58948.88,0
I001222,O000603,P0082,3,83760.13,0
I001223,O000269,P0146,3,60375.58,15
I001224,O000512,P0095,4,65755.27,5
I001225,O000602,P0059,3,87402.28,10
I001226,O000475,P0104,4,32658.45,30
I001227,O000430,P0099,2,3440.7,30
I001228,O000153,P0162,1,1937.29,5
I001229,O000608,P0039,2,65214.82,5
I001230,O000346,P0070,4,43144.0,30
I001231,O000285,P0141,4,75606.89,15
I001232,O000500,P0041,1,26095.9,10
I001233,O000489,P0181,2,77051.62,30
I001234,O000427,P0056,3,7743.72,10
I001235,O000634,P0176,1,4415.37,10
I001236,O000383,P0186,2,78182.83,0
I001237,O000458,P0005,2,39528.84,5
I001238,O000650,P0081,4,34200.65,20
I001239,O000716,P0085,2,41041.72,20
I001240,O000726,P0059,2,64233.98,20
I001241,O000912,P0121,5,53689.45,5
I001242,O000330,P0160,4,55543.97,25
I001243,O000069,P0069,2,60017.41,5
I001244,O000869,P0094,4,1553.71,10
I001245,O000845,P0092,5,38645.68,10
I001246,O000322,P0125,5,92391.78,5
I001247,O000620,P0153,1,9407.77,30
I001248,O000290,P0130,4,78483.39,0
I001249,O000268,P0077,-3,68994.91,30
I001250,O000081,P0108,2,3332.71,5
I001251,O000455,P0153,1,10856.46,5
I001252,O000622,P0181,2,57482.83,0
I001253,O000054,P0032,5,43513.99,30
I001254,O000385,P0185,4,34877.64,10
I001255,O000857,P0157,3,27185.4,0
I001256,O000058,P0131,2,29532.96,5
I001257,O000105,P0039,2,64146.76,10
I001258,O000084,P0087,1,19564.76,20
I001259,O000658,P0107,2,38364.58,5
I001260,O000163,P0115,3,40485.66,25
I001261,O000025,P0143,2,30798.42,30
I001262,O000973,P0060,2,3956.59,30
I001263,O000687,P0163,5,32796.57,25
I001264,O000714,P0183,1,82677.42,5
I001265,O000597,P0059,3,76444.15,10
I001266,O000921,P0131,4,24778.39,25
I001267,O000638,P0191,5,52375.93,30
I001268,O000773,P0052,3,3791.8,15
I001269,O000667,P0031,1,15704.17,25
I001270,O000789,P0132,2,11769.08,0
I001271,O000956,P0191,2,62007.93,10
I001272,O000691,P0177,5,533.79,0
I001273,O000642,P0166,3,28083.51,0
I001274,O000850,P0056,3,10305.39,15
I001275,O000336,P0185,4,30640.51,15
I001276,O000575,P0123,2,1815.01,0
I001277,O000635,P0008,1,51231.01,10
I001278,O000391,P0114,2,33255.13,25
I001279,O000995,P0049,3,58319.02,0
I001280,O000789,P0077,1,56524.04,30
I001281,O000124,P0053,1,84102.15,5
I001282,O000116,P0004,2,75322.38,25
I001283,O000280,P0143,5,44563.43,5
I001284,O000067,P0056,-4,8412.73,30
I001285,O000423,P0120,1,43858.06,0
I001286,O000898,P0198,3,11320.09,10
I001287,O000688,P0007,2,1383.04,0
I001288,O000046,P0167,4,60042.15,30
I001289,O000733,P0060,1,3447.55,10
I001290,O000841,P0117,2,67695.78,25
I001291,O000554,P0142,3,67719.28,10
I001292,O000356,P0120,2,63958.06,15
I001293,O000556,P0173,4,46050.27,5
I001294,O000947,P0086,4,68133.59,25
I001295,O000912,P0043,5,24313.7,5
I001296,O000350,P0154,2,12495.47,30
I001297,O000845,P0053,1,82327.46,20
I001298,O000043,P0140,-5,26189.12,25
I001299,O000758,P0043,3,17877.35,30
I001300,O000562,P0096,5,26771.34,20
I001301,O000768,P0090,1,25099.9,5
I001302,O000917,P0178,1,47261.4,30
I001303,O000508,P0028,1,53581.52,30
I001304,O000311,P0104,5,48757.5,5
I001305,O000017,P0007,1,1652.6,25
I001306,O000069,P0019,1,61826.13,15
I001307,O000715,P0003,3,40128.75,15
I001308,O000604,P0159,5,54913.93,0
I001309,O000328,P0128,3,47587.87,15
I001310,O000552,P0193,4,54229.93,10
I001311,O000503,P0176,4,4323.59,0
I001312,O000259,P0122,1,11477.87,25
I001313,O000466,P0025,3,80243.84,0
I001314,O000318,P0083,4,64158.03,0
I001315,O000132,P0176,1,4230.01,20
I001316,O000475,P0047,5,14370.57,25
I001317,O000050,P0186,1,63013.2,15
I001318,O000875,P0076,3,60003.65,25
I001319,O000992,P0040,2,40340.45,15
I001320,O000763,P0199,2,44308.23,5
I001321,O000349,P0058,5,68527.23,15
I001322,O000971,P0180,1,59626.92,20
I001323,O000025,P0145,3,45097.88,25
I001324,O000920,P0135,5,50732.75,10
I001325,O000571,P0112,1,4872.23,25
I001326,O000487,P0092,2,51786.03,0
I001327,O000166,P0007,2,1381.7,20
