Txn_ID,Order_Date,Cust_ID,Prod_ID,Store_Code,Quantity,Discount,Payment_Mode,Created_On,Updated_On
TB101086,2023-07-04,CB1120,PB1064,SB112,4,10.0,UPI,2023-07-06,2023-07-26
TB101087,2024-07-28,CB1108,PB1001,SB107,10,,Net Banking,2024-07-29,2024-08-26
TB101088,2023-08-16,CB1088,PB1071,SB107,8,20.0,Card,2023-08-17,2023-09-04
TB101089,2023-05-14,CB1066,PB1034,SB108,2,,Cash,2023-05-16,2023-05-20
TB101090,2024-01-28,CB1315,PB1033,SB118,9,,net banking,2024-01-30,2024-01-30
TB101091,2023-01-05,CB1166,PB1056,SB114,1,,Cash,2023-01-06,2023-01-26
TB101092,2023-09-07,CB1186,PB1067,SB102,8,15.0,CARD,2023-09-09,2023-09-25
TB101093,2023-04-07,CB1230,PB1041,SB101,9,15.0,Net Banking,2023-04-08,2023-05-07
TB101094,2024-02-03,CB1116,PB1089,SB114,1,20.0,upi,2024-02-04,2024-02-06
TB101095,2024-05-26,CB1033,PB1081,SB104,5,10.0,UPI,2024-05-26,2024-05-31
TB101096,2025-09-09,CB1321,PB1120,SB111,10,0.0,Cash,2025-09-10,2025-10-05
TB101097,2024-05-21,CB1028,PB1106,SB111,6,5.0,CARD,2024-05-21,2024-06-05
TB101098,2023-05-30,CB1321,PB1058,SB104,2,15.0,upi,2023-06-01,2023-06-20
TB101099,2023-05-05,CB1066,PB1008,SB115,2,10.0,UPI,2023-05-05,2023-05-17
TB101100,2024-09-09,CB1053,PB1087,SB102,2,15.0,UPI,2024-09-11,2024-10-01
TB101101,2024-08-26,CB1211,PB1030,SB101,10,0.0,net banking,2024-08-27,2024-09-08
TB101102,2025-02-25,CB1318,PB1013,SB111,10,15.0,UPI,2025-02-26,2025-03-23
TB101103,2025-07-18,CB1056,PB1014,SB101,4,20.0,upi,2025-07-20,2025-07-30
TB101104,2024-02-01,CB1132,PB1046,SB114,9,,net banking,2024-02-03,2024-02-07
TB101105,2025-06-29,CB1031,PB1017,SB110,1,5.0,Net Banking,2025-06-29,2025-07-06
TB101106,2025-11-16,CB1299,PB1114,SB118,5,10.0,Card,2025-11-18,2025-12-12
TB101107,2023-10-29,CB1150,PB1048,SB101,6,20.0,Card,2023-10-30,2023-11-08
TB101108,2023-04-28,CB1217,PB1045,SB107,1,20.0,CARD,2023-04-28,2023-05-14
TB101109,2024-02-17,CB1240,PB1077,SB111,8,5.0,cash,2024-02-17,2024-02-27
TB101110,2024-09-05,CB1233,PB1113,SB102,2,5.0,net banking,2024-09-06,2024-09-16
TB101111,2024-03-25,CB1239,PB1080,SB107,4,5.0,CARD,2024-03-25,2024-04-14
TB101112,2025-09-11,CB1106,PB1052,SB106,7,10.0,UPI,2025-09-13,2025-10-07
TB101113,2025-01-13,CB1285,PB1015,SB105,1,10.0,Cash,2025-01-13,2025-01-15
TB101114,2025-06-20,CB1023,PB1004,SB107,6,20.0,CARD,2025-06-20,2025-07-10
TB101115,2024-08-04,CB1174,PB1109,SB118,3,10.0,CARD,2024-08-04,2024-08-11
TB101116,2024-01-01,CB1052,PB1003,SB105,5,5.0,Net Banking,2024-01-01,2024-01-01
TB101117,2023-08-16,CB1234,PB1031,SB112,5,5.0,cash,2023-08-17,2023-09-15
TB101118,2023-12-17,CB1034,PB1016,SB105,7,20.0,Card,2023-12-19,2024-01-13
TB101119,2024-01-24,CB1163,PB1077,SB114,6,15.0,CARD,2024-01-24,2024-02-10
TB101120,2023-04-05,CB1151,PB1102,SB105,9,5.0,cash,2023-04-07,2023-04-25
TB101121,2024-05-21,CB1261,PB1075,SB116,3,10.0,CARD,2024-05-21,2024-06-10
TB101122,2023-06-16,CB1034,PB1022,SB117,10,,Net Banking,2023-06-17,2023-07-12
TB101123,2025-11-08,CB1092,PB1042,SB112,8,20.0,net banking,2025-11-09,2025-11-24
TB101124,2025-10-10,CB1327,PB1118,SB102,7,20.0,CARD,2025-10-11,2025-10-19
TB101125,2024-03-25,CB1112,PB1040,SB114,7,5.0,Net Banking,2024-03-25,2024-04-08
TB101126,2026-03-16,CB1282,PB1011,SB105,5,10.0,upi,2026-03-16,2026-04-14
TB101127,2024-08-27,CB1299,PB1006,SB115,4,10.0,cash,2024-08-28,2024-09-13
TB101128,2025-05-22,CB1189,PB1103,SB116,7,15.0,cash,2025-05-23,2025-06-06
TB101129,2024-07-13,CB1120,PB1034,SB103,8,5.0,cash,2024-07-14,2024-07-14
TB101130,2023-06-18,CB1280,PB1083,SB103,9,20.0,Cash,2023-06-19,2023-07-15
TB101131,2024-04-11,CB1020,PB1070,SB107,6,0.0,cash,2024-04-11,2024-04-14
TB101132,2024-02-07,CB1350,PB1109,SB109,5,10.0,CARD,2024-02-09,2024-02-19
TB101133,2023-10-10,CB1005,PB1099,SB110,5,20.0,Cash,2023-10-12,2023-11-04
TB101134,2024-12-10,CB1336,PB1002,SB116,10,15.0,Card,2024-12-11,2025-01-10
TB101135,2025-03-25,CB1243,PB1030,SB117,4,,net banking,2025-03-25,2025-04-01
TB101136,2025-08-02,CB1097,PB1055,SB114,6,0.0,CARD,2025-08-03,2025-08-28
TB101137,2025-06-17,CB1192,PB1018,SB105,1,20.0,Cash,2025-06-18,2025-07-15
TB101138,2023-01-20,CB1174,PB1029,SB114,6,,Net Banking,2023-01-21,2023-02-15
TB101139,2025-04-06,CB1301,PB1003,SB102,6,10.0,Card,2025-04-08,2025-04-25
TB101140,2023-11-11,CB1312,PB1074,SB113,10,,Net Banking,2023-11-12,2023-11-30
TB101141,2024-02-23,CB1097,PB1061,SB104,7,20.0,cash,2024-02-24,2024-02-26
TB101142,2026-03-12,CB1088,PB1014,SB118,2,10.0,Card,2026-03-13,2026-04-02
TB101143,2023-03-07,CB1096,PB1026,SB103,1,15.0,Net Banking,2023-03-09,2023-03-28
TB101144,2024-08-04,CB1036,PB1059,SB102,9,10.0,cash,2024-08-04,2024-08-11
TB101145,2025-11-27,CB1201,PB1021,SB104,7,10.0,Card,2025-11-27,2025-12-02
TB101146,2026-01-03,CB1200,PB1116,SB107,2,,Card,2026-01-04,2026-01-19
TB101147,2024-02-26,CB1082,PB1078,SB110,8,,CARD,2024-02-27,2024-03-11
TB101148,2025-10-26,CB1104,PB1001,SB105,5,15.0,net banking,2025-10-28,2025-11-18
TB101149,2023-05-12,CB1169,PB1117,SB116,9,5.0,net banking,2023-05-13,2023-06-01
TB101150,2025-08-05,CB1148,PB1083,SB115,2,,cash,2025-08-07,2025-08-08
TB101151,2024-09-01,CB1128,PB1023,SB114,7,5.0,net banking,2024-09-02,2024-09-21
TB101152,2025-02-26,CB1049,PB1051,SB102,10,,CARD,2025-02-28,2025-03-05
TB101153,2023-11-20,CB1150,PB1086,SB103,9,,CARD,2023-11-21,2023-12-19
TB101154,2025-10-07,CB1189,PB1010,SB104,2,20.0,cash,2025-10-08,2025-11-01
TB101155,2025-04-19,CB1260,PB1006,SB115,4,10.0,UPI,2025-04-20,2025-04-25
TB101156,2023-05-30,CB1196,PB1044,SB113,8,,CARD,2023-06-01,2023-06-23
TB101157,2025-03-23,CB1070,PB1042,SB115,2,10.0,net banking,2025-03-23,2025-03-23
TB101158,2025-08-02,CB1225,PB1018,SB116,4,20.0,Cash,2025-08-02,2025-08-04
TB101159,2023-11-27,CB1052,PB1023,SB110,10,0.0,upi,2023-11-27,2023-12-23
TB101160,2025-12-30,CB1344,PB1098,SB101,2,5.0,Cash,2026-01-01,2026-01-13
TB101161,2023-11-11,CB1018,PB1115,SB118,4,5.0,CARD,2023-11-12,2023-11-23
TB101162,2025-06-24,CB1329,PB1085,SB104,9,,Net Banking,2025-06-26,2025-06-27
TB101163,2024-09-23,CB1025,PB1099,SB113,1,20.0,CARD,2024-09-24,2024-09-25
TB101164,2024-05-26,CB1047,PB1003,SB114,4,5.0,UPI,2024-05-27,2024-06-25
TB101165,2023-01-30,CB1113,PB1113,SB104,2,5.0,Card,2023-01-31,2023-02-26
TB101166,2023-12-09,CB1168,PB1042,SB118,2,20.0,CARD,2023-12-09,2023-12-22
TB101167,2024-02-29,CB1119,PB1028,SB104,2,15.0,cash,2024-03-02,2024-03-14
TB101168,2024-10-24,CB1007,PB1050,SB107,6,15.0,net banking,2024-10-24,2024-10-24
TB101169,2024-03-26,CB1189,PB1006,SB103,10,10.0,CARD,2024-03-26,2024-04-16
TB101170,2025-04-21,CB1053,PB1092,SB118,8,20.0,Card,2025-04-22,2025-05-16
TB101171,2024-05-30,CB1348,PB1119,SB105,7,10.0,cash,2024-05-30,2024-06-18
TB101172,2023-12-26,CB1342,PB1062,SB103,6,,cash,2023-12-28,2024-01-21
TB101173,2023-02-06,CB1196,PB1066,SB108,8,20.0,UPI,2023-02-08,2023-03-09
TB101174,2024-04-21,CB1122,PB1095,SB114,5,0.0,CARD,2024-04-21,2024-05-10
TB101175,2023-06-12,CB1152,PB1026,SB105,8,10.0,Net Banking,2023-06-12,2023-06-16
TB101176,2024-02-23,CB1228,PB1095,SB111,10,5.0,Card,2024-02-25,2024-02-26
TB101177,2024-07-23,CB1213,PB1083,SB110,9,0.0,UPI,2024-07-24,2024-08-13
TB101178,2024-04-14,CB1106,PB1070,SB102,4,10.0,CARD,2024-04-16,2024-04-26
TB101179,2024-03-31,CB1165,PB1024,SB115,9,15.0,UPI,2024-04-02,2024-04-29
TB101180,2023-05-13,CB1325,PB1019,SB107,1,5.0,Card,2023-05-14,2023-05-16
TB101181,2023-07-07,CB1121,PB1065,SB103,4,20.0,Net Banking,2023-07-07,2023-07-25
TB101182,2025-08-14,CB1126,PB1055,SB106,4,,CARD,2025-08-15,2025-08-20
TB101183,2024-09-12,CB1140,PB1111,SB116,4,15.0,upi,2024-09-13,2024-10-01
TB101184,2025-01-06,CB1226,PB1055,SB117,8,5.0,Net Banking,2025-01-07,2025-01-19
TB101185,2023-11-16,CB1043,PB1098,SB110,7,15.0,Card,2023-11-17,2023-11-17
TB101186,2026-02-06,CB1238,PB1040,SB115,7,10.0,Cash,2026-02-08,2026-02-13
TB101187,2025-02-07,CB1171,PB1018,SB116,2,15.0,CARD,2025-02-09,2025-02-28
TB101188,2023-11-13,CB1192,PB1063,SB113,9,0.0,Net Banking,2023-11-13,2023-11-13
TB101189,2025-03-19,CB1158,PB1083,SB103,8,15.0,Net Banking,2025-03-21,2025-04-01
TB101190,2023-03-21,CB1100,PB1098,SB114,3,20.0,Cash,2023-03-21,2023-04-02
TB101191,2024-12-14,CB1030,PB1084,SB113,6,15.0,Net Banking,2024-12-16,2025-01-07
TB101192,2024-05-20,CB1324,PB1091,SB101,6,0.0,Card,2024-05-20,2024-06-04
TB101193,2024-06-19,CB1131,PB1032,SB106,3,,UPI,2024-06-21,2024-07-05
TB101194,2023-08-28,CB1204,PB1091,SB103,7,,CARD,2023-08-28,2023-09-17
TB101195,2025-05-16,CB1155,PB1065,SB118,5,15.0,Net Banking,2025-05-16,2025-06-11
TB101196,2024-09-22,CB1056,PB1082,SB112,2,,Card,2024-09-24,2024-10-07
TB101197,2024-07-04,CB1158,PB1001,SB106,7,,net banking,2024-07-06,2024-07-12
TB101198,2023-01-04,CB1269,PB1054,SB110,7,,Net Banking,2023-01-04,2023-01-06
TB101199,2023-12-16,CB1102,PB1063,SB106,3,5.0,upi,2023-12-16,2023-12-27
TB101200,2025-07-11,CB1103,PB1008,SB106,3,5.0,CARD,2025-07-13,2025-08-08
TB101201,2024-06-15,CB1056,PB1112,SB106,10,,upi,2024-06-16,2024-06-30
TB101202,2024-08-23,CB1033,PB1044,SB101,5,0.0,CARD,2024-08-23,2024-09-04
TB101203,2025-09-05,CB1032,PB1035,SB101,1,0.0,UPI,2025-09-06,2025-09-27
TB101204,2023-07-18,CB1309,PB1067,SB109,7,0.0,net banking,2023-07-18,2023-08-03
TB101205,2025-08-27,CB1190,PB1088,SB111,6,15.0,cash,2025-08-28,2025-09-16
TB101206,2024-05-05,CB1313,PB1008,SB112,7,15.0,cash,2024-05-06,2024-05-27
TB101207,2023-07-25,CB1072,PB1004,SB104,7,,Cash,2023-07-25,2023-08-08
TB101208,2024-05-24,CB1264,PB1053,SB107,8,20.0,UPI,2024-05-25,2024-06-08
TB101209,2024-10-21,CB1167,PB1087,SB115,1,10.0,CARD,2024-10-21,2024-11-10
TB101210,2025-09-19,CB1179,PB1055,SB116,2,20.0,upi,2025-09-20,2025-10-13
TB101211,2025-02-27,CB1267,PB1113,SB117,3,5.0,UPI,2025-02-28,2025-03-19
TB101212,2023-09-19,CB1345,PB1071,SB115,5,0.0,Card,2023-09-20,2023-10-15
TB101213,2025-07-02,CB1124,PB1032,SB107,9,,Card,2025-07-02,2025-07-17
TB101214,2023-07-03,CB1083,PB1119,SB111,1,,Net Banking,2023-07-03,2023-07-16
TB101215,2024-07-28,CB1344,PB1016,SB105,8,10.0,net banking,2024-07-28,2024-08-20
TB101216,2023-07-05,CB1308,PB1009,SB111,10,5.0,Net Banking,2023-07-07,2023-07-17
TB101217,2025-02-20,CB1120,PB1029,SB109,7,20.0,upi,2025-02-22,2025-03-14
TB101218,2024-08-18,CB1304,PB1120,SB107,6,0.0,upi,2024-08-18,2024-08-21
TB101219,2026-03-19,CB1296,PB1095,SB101,7,10.0,Cash,2026-03-20,2026-03-24
TB101220,2023-05-07,CB1217,PB1041,SB112,7,5.0,Card,2023-05-09,2023-05-26
TB101221,2025-11-30,CB1055,PB1051,SB101,4,20.0,net banking,2025-12-02,2025-12-21
TB101222,2024-10-09,CB1256,PB1088,SB115,4,10.0,Card,2024-10-09,2024-11-04
TB101223,2024-08-03,CB1307,PB1041,SB110,1,,upi,2024-08-03,2024-08-26
TB101224,2024-07-14,CB1254,PB1038,SB113,4,15.0,UPI,2024-07-16,2024-08-03
TB101225,2024-11-13,CB1116,PB1090,SB102,4,,Card,2024-11-13,2024-12-09
TB101226,2025-09-25,CB1012,PB1071,SB113,3,10.0,cash,2025-09-27,2025-10-09
TB101227,2025-05-15,CB1201,PB1010,SB117,7,10.0,Cash,2025-05-17,2025-06-01
TB101228,2024-08-01,CB1202,PB1013,SB105,9,5.0,cash,2024-08-03,2024-09-01
TB101229,2023-04-21,CB1296,PB1018,SB115,3,15.0,net banking,2023-04-23,2023-05-02
TB101230,2024-08-19,CB1334,PB1002,SB112,4,5.0,upi,2024-08-19,2024-08-25
TB101231,2023-10-30,CB1029,PB1013,SB112,3,15.0,net banking,2023-10-31,2023-11-30
TB101232,2024-01-03,CB1304,PB1056,SB105,6,20.0,Net Banking,2024-01-03,2024-01-06
TB101233,2024-05-16,CB1251,PB1039,SB106,7,5.0,Net Banking,2024-05-16,2024-05-19
TB101234,2023-07-03,CB1141,PB1081,SB115,7,,cash,2023-07-04,2023-07-31
TB101235,2023-01-24,CB1251,PB1083,SB117,2,0.0,CARD,2023-01-24,2023-01-27
TB101236,2023-02-17,CB1141,PB1089,SB104,8,20.0,Card,2023-02-19,2023-03-09
TB101237,2025-02-25,CB1153,PB1074,SB105,7,,upi,2025-02-26,2025-03-18
TB101238,2024-10-28,CB1208,PB1105,SB101,3,20.0,Net Banking,2024-10-28,2024-11-19
TB101239,2026-02-12,CB1033,PB1067,SB118,8,20.0,upi,2026-02-14,2026-03-11
TB101240,2024-02-29,CB1307,PB1089,SB106,3,0.0,UPI,2024-03-02,2024-03-30
TB101241,2026-02-10,CB1021,PB1017,SB107,2,10.0,Card,2026-02-11,2026-03-08
TB101242,2023-06-29,CB1064,PB1065,SB110,2,0.0,cash,2023-07-01,2023-07-09
TB101243,2026-01-19,CB1128,PB1039,SB102,1,,Cash,2026-01-19,2026-02-01
TB101244,2025-12-29,CB1161,PB1067,SB112,8,20.0,CARD,2025-12-30,2026-01-03
TB101245,2023-07-22,CB1019,PB1025,SB105,4,0.0,Cash,2023-07-24,2023-08-19
TB101246,2024-03-16,CB1303,PB1046,SB109,4,20.0,Card,2024-03-16,2024-04-04
TB101247,2025-05-14,CB1196,PB1084,SB106,5,10.0,Net Banking,2025-05-14,2025-05-31
TB101248,2025-07-23,CB1074,PB1069,SB107,7,10.0,upi,2025-07-23,2025-08-22
TB101249,2024-07-05,CB1191,PB1073,SB117,4,,Card,2024-07-07,2024-07-29
TB101250,2025-05-09,CB1014,PB1078,SB108,7,15.0,upi,2025-05-09,2025-05-19
TB101251,2024-07-07,CB1209,PB1009,SB111,9,0.0,upi,2024-07-07,2024-07-24
TB101252,2025-01-13,CB1116,PB1036,SB101,3,10.0,upi,2025-01-14,2025-02-07
TB101253,2025-02-11,CB1090,PB1068,SB110,2,0.0,net banking,2025-02-11,2025-02-23
TB101254,2023-07-15,CB1145,PB1071,SB109,10,,upi,2023-07-17,2023-07-28
TB101255,2023-04-09,CB1177,PB1104,SB118,3,15.0,Net Banking,2023-04-09,2023-04-19
TB101256,2025-09-03,CB1263,PB1092,SB105,1,10.0,Card,2025-09-05,2025-09-09
TB101257,2023-10-20,CB1028,PB1118,SB112,5,,CARD,2023-10-21,2023-11-08
TB101258,2025-05-06,CB1182,PB1103,SB115,8,5.0,Cash,2025-05-08,2025-05-22
TB101259,2024-07-18,CB1157,PB1082,SB103,4,,Cash,2024-07-19,2024-08-04
TB101260,2025-04-12,CB1040,PB1094,SB108,2,0.0,upi,2025-04-13,2025-05-10
TB101261,2023-12-05,CB1284,PB1119,SB116,5,0.0,UPI,2023-12-07,2023-12-08
TB101262,2025-05-18,CB1246,PB1064,SB117,3,,upi,2025-05-20,2025-06-05
TB101263,2025-04-10,CB1218,PB1090,SB118,1,5.0,cash,2025-04-10,2025-04-29
TB101264,2024-05-15,CB1022,PB1078,SB115,10,20.0,Card,2024-05-17,2024-06-07
TB101265,2025-12-08,CB1069,PB1066,SB112,6,0.0,UPI,2025-12-08,2025-12-13
TB101266,2025-05-15,CB1058,PB1044,SB108,6,5.0,upi,2025-05-16,2025-05-28
TB101267,2024-08-17,CB1110,PB1001,SB113,5,10.0,CARD,2024-08-18,2024-09-02
TB101268,2024-09-16,CB1317,PB1109,SB116,8,0.0,UPI,2024-09-18,2024-10-04
TB101269,2024-12-29,CB1153,PB1046,SB104,6,15.0,UPI,2024-12-29,2025-01-17
TB101270,2024-12-17,CB1005,PB1013,SB114,6,15.0,net banking,2024-12-19,2024-12-24
TB101271,2024-02-09,CB1211,PB1016,SB116,3,20.0,UPI,2024-02-09,2024-02-25
TB101272,2023-11-15,CB1203,PB1048,SB110,8,5.0,cash,2023-11-17,2023-11-25
TB101273,2025-05-27,CB1225,PB1085,SB115,2,10.0,Card,2025-05-27,2025-06-13
TB101274,2023-10-14,CB1184,PB1114,SB107,1,15.0,upi,2023-10-15,2023-11-07
TB101275,2024-01-24,CB1216,PB1096,SB111,7,5.0,UPI,2024-01-25,2024-01-26
TB101276,2023-11-25,CB1061,PB1054,SB116,5,15.0,net banking,2023-11-27,2023-12-03
TB101277,2023-09-18,CB1200,PB1017,SB104,9,15.0,upi,2023-09-19,2023-10-13
TB101278,2023-02-13,CB1007,PB1099,SB108,9,10.0,UPI,2023-02-13,2023-02-17
TB101279,2024-12-01,CB1223,PB1062,SB110,1,,Cash,2024-12-02,2024-12-21
TB101280,2025-09-22,CB1317,PB1020,SB117,4,15.0,Card,2025-09-22,2025-10-16
TB101281,2024-05-25,CB1127,PB1086,SB114,5,0.0,CARD,2024-05-26,2024-06-19
TB101282,2025-08-28,CB1313,PB1024,SB107,9,0.0,Card,2025-08-30,2025-09-24
TB101283,2024-04-14,CB1141,PB1025,SB105,1,15.0,Net Banking,2024-04-14,2024-04-18
TB101284,2023-02-06,CB1195,PB1053,SB117,1,0.0,Cash,2023-02-08,2023-02-14
TB101285,2024-04-18,CB1032,PB1066,SB114,8,15.0,UPI,2024-04-18,2024-04-28
TB101286,2024-09-15,CB1180,PB1092,SB114,5,10.0,CARD,2024-09-15,2024-09-23
TB101287,2024-10-17,CB1027,PB1085,SB111,1,0.0,CARD,2024-10-17,2024-10-22
TB101288,2024-08-07,CB1221,PB1024,SB109,2,20.0,net banking,2024-08-08,2024-08-16
TB101289,2025-01-14,CB1343,PB1002,SB118,2,0.0,Card,2025-01-15,2025-01-24
TB101290,2024-11-09,CB1271,PB1078,SB112,10,10.0,CARD,2024-11-10,2024-12-03
TB101291,2024-07-19,CB1055,PB1017,SB104,2,15.0,UPI,2024-07-19,2024-08-06
TB101292,2024-01-26,CB1039,PB1070,SB111,2,15.0,Cash,2024-01-26,2024-02-17
TB101293,2025-08-29,CB1023,PB1017,SB107,3,,Net Banking,2025-08-29,2025-09-15
TB101294,2026-02-01,CB1188,PB1058,SB104,6,20.0,Net Banking,2026-02-03,2026-02-11
TB101295,2023-05-19,CB1012,PB1022,SB109,9,20.0,Card,2023-05-20,2023-06-02
TB101296,2024-08-16,CB1098,PB1095,SB113,1,20.0,net banking,2024-08-16,2024-09-15
TB101297,2025-12-26,CB1261,PB1050,SB118,8,5.0,Net Banking,2025-12-28,2025-12-30
TB101298,2025-03-31,CB1002,PB1021,SB107,3,5.0,UPI,2025-04-02,2025-04-10
TB101299,2025-11-16,CB1133,PB1039,SB108,9,,Cash,2025-11-17,2025-12-03
TB101300,2024-07-03,CB1024,PB1069,SB108,4,5.0,Cash,2024-07-05,2024-07-08
TB101301,2023-03-22,CB1139,PB1112,SB102,3,10.0,CARD,2023-03-24,2023-03-28
TB101302,2024-03-06,CB1324,PB1078,SB112,6,0.0,cash,2024-03-08,2024-03-11
TB101303,2023-06-20,CB1069,PB1053,SB110,5,20.0,cash,2023-06-22,2023-07-20
TB101304,2023-04-28,CB1113,PB1094,SB109,6,0.0,Card,2023-04-30,2023-05-26
TB101305,2024-06-08,CB1055,PB1093,SB113,10,,Cash,2024-06-08,2024-06-25
TB101306,2026-02-02,CB1167,PB1035,SB107,4,15.0,Net Banking,2026-02-02,2026-02-28
TB101307,2023-11-15,CB1189,PB1019,SB116,7,,upi,2023-11-16,2023-11-23
TB101308,2025-10-12,CB1097,PB1073,SB116,3,5.0,Card,2025-10-12,2025-10-26
TB101309,2024-07-31,CB1202,PB1088,SB107,3,5.0,upi,2024-07-31,2024-08-09
TB101310,2023-10-21,CB1331,PB1052,SB104,8,5.0,Card,2023-10-21,2023-11-03
TB101311,2023-01-25,CB1011,PB1015,SB101,7,15.0,UPI,2023-01-27,2023-01-30
TB101312,2023-09-28,CB1074,PB1081,SB101,5,0.0,UPI,2023-09-28,2023-10-22
TB101313,2023-08-06,CB1104,PB1018,SB116,2,10.0,net banking,2023-08-08,2023-08-31
TB101314,2023-12-01,CB1125,PB1008,SB118,3,15.0,Cash,2023-12-02,2023-12-12
TB101315,2026-01-18,CB1279,PB1038,SB104,2,0.0,Net Banking,2026-01-18,2026-01-18
TB101316,2023-10-18,CB1117,PB1055,SB113,1,5.0,Card,2023-10-18,2023-11-16
TB101317,2024-12-24,CB1058,PB1063,SB106,7,5.0,upi,2024-12-26,2025-01-04
TB101318,2024-04-04,CB1040,PB1079,SB111,6,10.0,upi,2024-04-04,2024-05-04
TB101319,2025-01-08,CB1078,PB1023,SB114,10,0.0,cash,2025-01-08,2025-02-05
TB101320,2024-01-07,CB1320,PB1105,SB110,5,5.0,cash,2024-01-09,2024-01-22
TB101321,2023-08-01,CB1136,PB1104,SB103,6,15.0,UPI,2023-08-02,2023-08-31
TB101322,2023-11-01,CB1200,PB1058,SB116,3,10.0,upi,2023-11-03,2023-11-07
TB101323,2023-08-20,CB1075,PB1012,SB111,5,,Card,2023-08-22,2023-09-04
TB101324,2024-01-08,CB1218,PB1062,SB114,8,10.0,cash,2024-01-09,2024-01-20
TB101325,2023-10-11,CB1215,PB1071,SB116,7,5.0,net banking,2023-10-13,2023-11-11
TB101326,2025-12-26,CB1043,PB1075,SB114,7,5.0,CARD,2025-12-28,2026-01-23
TB101327,2023-06-28,CB1009,PB1047,SB118,4,0.0,net banking,2023-06-28,2023-07-09
TB101328,2023-10-01,CB1072,PB1038,SB115,6,10.0,Card,2023-10-01,2023-10-02
TB101329,2026-02-03,CB1029,PB1096,SB105,4,5.0,upi,2026-02-04,2026-02-11
TB101330,2023-10-21,CB1191,PB1007,SB104,7,0.0,upi,2023-10-22,2023-11-14
TB101331,2025-09-03,CB1076,PB1047,SB105,1,5.0,upi,2025-09-05,2025-10-02
TB101332,2024-05-16,CB1077,PB1098,SB106,7,20.0,net banking,2024-05-16,2024-05-16
TB101333,2023-10-14,CB1241,PB1053,SB111,5,,net banking,2023-10-16,2023-11-01
TB101334,2023-01-28,CB1329,PB1005,SB106,1,5.0,Card,2023-01-29,2023-02-01
TB101335,2023-01-23,CB1284,PB1092,SB109,8,15.0,Cash,2023-01-24,2023-02-19
TB101336,2024-04-10,CB1048,PB1067,SB113,5,5.0,Card,2024-04-11,2024-05-10
TB101337,2024-03-09,CB1201,PB1024,SB118,4,0.0,upi,2024-03-10,2024-03-29
TB101338,2025-08-17,CB1195,PB1022,SB102,7,,cash,2025-08-18,2025-08-28
TB101339,2025-05-18,CB1040,PB1047,SB111,2,0.0,UPI,2025-05-18,2025-05-26
TB101340,2024-05-05,CB1034,PB1028,SB101,2,20.0,Cash,2024-05-06,2024-05-11
TB101341,2024-01-20,CB1124,PB1035,SB103,1,,UPI,2024-01-22,2024-01-28
TB101342,2026-02-28,CB1048,PB1040,SB101,6,0.0,cash,2026-03-01,2026-03-02
TB101343,2024-08-01,CB1201,PB1093,SB112,6,5.0,Card,2024-08-02,2024-08-18
TB101344,2023-07-19,CB1052,PB1065,SB105,9,,UPI,2023-07-20,2023-08-02
TB101345,2025-02-21,CB1083,PB1020,SB115,5,0.0,upi,2025-02-22,2025-03-12
TB101346,2023-07-11,CB1083,PB1065,SB117,3,5.0,cash,2023-07-13,2023-07-20
TB101347,2025-07-05,CB1320,PB1110,SB114,6,10.0,UPI,2025-07-05,2025-07-15
TB101348,2025-03-04,CB1039,PB1020,SB116,10,20.0,upi,2025-03-04,2025-03-10
TB101349,2023-01-31,CB1045,PB1064,SB104,9,10.0,net banking,2023-01-31,2023-02-24
TB101350,2024-10-04,CB1035,PB1036,SB112,3,10.0,cash,2024-10-04,2024-11-02
TB101351,2023-07-02,CB1133,PB1061,SB109,8,,net banking,2023-07-02,2023-07-07
TB101352,2023-10-15,CB1187,PB1110,SB110,1,15.0,Net Banking,2023-10-15,2023-11-02
TB101353,2025-04-17,CB1226,PB1047,SB117,3,,cash,2025-04-19,2025-05-18
TB101354,2025-02-04,CB1231,PB1034,SB102,9,15.0,UPI,2025-02-04,2025-02-25
TB101355,2024-05-16,CB1080,PB1110,SB104,1,20.0,Cash,2024-05-18,2024-06-13
TB101356,2025-02-08,CB1115,PB1050,SB115,2,15.0,upi,2025-02-08,2025-02-26
TB101357,2024-12-15,CB1239,PB1014,SB103,9,,Card,2024-12-16,2024-12-30
TB101358,2023-08-10,CB1206,PB1043,SB103,4,15.0,cash,2023-08-11,2023-09-04
TB101359,2024-12-02,CB1059,PB1036,SB115,8,5.0,UPI,2024-12-04,2024-12-19
TB101360,2026-01-21,CB1328,PB1028,SB111,3,15.0,UPI,2026-01-21,2026-02-20
TB101361,2025-02-17,CB1243,PB1028,SB102,7,10.0,CARD,2025-02-17,2025-03-18
TB101362,2023-02-16,CB1326,PB1023,SB103,5,10.0,Card,2023-02-18,2023-03-03
TB101363,2023-05-22,CB1232,PB1112,SB114,5,0.0,CARD,2023-05-23,2023-06-04
TB101364,2024-06-15,CB1220,PB1044,SB110,2,0.0,Card,2024-06-15,2024-07-11
TB101365,2024-02-11,CB1244,PB1069,SB106,8,15.0,Net Banking,2024-02-12,2024-03-13
TB101366,2024-12-27,CB1288,PB1101,SB107,1,15.0,upi,2024-12-29,2025-01-16
TB101367,2026-03-30,CB1008,PB1020,SB115,6,10.0,Card,2026-04-01,2026-04-05
