Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Discount,Payment_Mode,Unit_Price,Sales_Amount
508825,2026-01-28T08:46:00.000Z,1133,P1040,S014,2,0.1,Wallet,618.0,1234.76
508833,2024-10-24T03:54:00.000Z,1149,P1048,S009,3,0.1,Net Banking,581.0,1741.26
508835,2025-09-03T02:28:00.000Z,1401,P1093,S007,5,0.2,Net Banking,135.0,673.65
508850,2023-04-30T16:42:00.000Z,1378,P1007,S015,4,0.1,Debit Card,495.0,1978.02
508915,2026-02-28T15:37:00.000Z,1298,P1060,S010,6,0.2,Cash,839.0,5023.93
508918,2024-10-15T16:07:00.000Z,1040,P1095,S010,5,0.15,Debit Card,604.0,3015.47
508934,2024-09-12T03:23:00.000Z,1210,P1063,S017,7,0.0,Net Banking,296.0,2072.0
508969,2024-10-18T20:48:00.000Z,1256,P1071,S010,1,0.05,Net Banking,552.0,551.72
508972,2024-03-12T20:32:00.000Z,1170,P1017,S005,7,0.15,Wallet,798.0,5577.62
508975,2025-08-28T07:47:00.000Z,1422,P1138,S011,4,0.15,Cash,563.0,2248.62
508987,2024-12-06T01:42:00.000Z,1158,P1044,S022,2,0.15,Debit Card,603.0,1204.19
508988,2024-10-11T16:44:00.000Z,1383,P1136,S004,1,0.15,Wallet,417.0,416.37
508990,2024-07-12T11:20:00.000Z,1430,P1142,S006,5,0.15,Cash,735.0,3669.49
509009,2023-06-17T15:44:00.000Z,1130,P1025,S014,7,0.15,Debit Card,511.0,3571.63
509015,2023-06-24T04:34:00.000Z,1103,P1016,S020,5,0.05,Net Banking,623.0,3113.44
509019,2025-02-23T04:55:00.000Z,1274,P1117,S017,3,0.0,Credit Card,262.0,786.0
509053,2025-05-28T01:59:00.000Z,1446,P1061,S009,8,0.2,Cash,310.0,2475.04
509083,2025-09-19T03:45:00.000Z,1117,P1003,S001,7,0.05,Debit Card,641.0,4484.76
509118,2024-06-22T05:33:00.000Z,1262,P1042,S011,7,0.15,Wallet,215.0,1502.74
509122,2025-06-01T11:38:00.000Z,1118,P1017,S009,4,0.0,Net Banking,798.0,3192.0
509143,2024-04-11T19:41:00.000Z,1067,P1007,S016,7,0.1,Wallet,495.0,3461.54
509184,2023-01-11T11:02:00.000Z,1108,P1073,S012,1,0.05,Cash,811.0,810.59
509197,2024-06-30T07:16:00.000Z,1142,P1129,S005,6,0.0,Net Banking,670.0,4020.0
509205,2026-02-12T02:35:00.000Z,1282,P1091,S015,2,0.15,Credit Card,269.0,537.19
509214,2024-11-10T19:06:00.000Z,1154,P1082,S006,8,0.0,Cash,450.0,3600.0
509219,2024-12-01T06:16:00.000Z,1233,P1122,S005,1,0.2,Net Banking,715.0,713.57
509221,2026-02-25T06:54:00.000Z,1162,P1005,S004,5,0.2,Upi,457.0,2280.43
509244,2024-10-11T20:34:00.000Z,1351,P1050,S025,2,0.2,Wallet,303.0,604.79
509256,2024-03-27T00:06:00.000Z,1135,P1148,S022,1,0.15,Debit Card,519.0,518.22
509261,2023-06-03T14:53:00.000Z,1277,P1130,S014,3,0.05,Upi,141.0,422.79
509262,2025-04-14T17:26:00.000Z,1210,P1071,S008,5,0.0,Debit Card,552.0,2760.0
509290,2023-02-03T20:58:00.000Z,1494,P1111,S024,3,0.15,Net Banking,514.0,1539.69
509291,2023-12-05T21:39:00.000Z,1443,P1085,S007,4,0.15,Debit Card,54.0,215.68
509312,2024-08-19T12:25:00.000Z,1249,P1047,S020,5,0.2,Debit Card,388.0,1936.12
509319,2026-03-24T00:20:00.000Z,1297,P1149,S019,2,0.1,Wallet,699.0,1396.6
509350,2025-02-21T04:55:00.000Z,1057,P1128,S018,5,0.05,Cash,803.0,4012.99
509351,2023-01-08T06:09:00.000Z,1387,P1055,S022,1,0.05,Net Banking,840.0,839.58
509424,2025-01-28T14:20:00.000Z,1315,P1140,S003,2,0.0,Net Banking,349.0,698.0
509434,2024-04-04T10:03:00.000Z,1228,P1099,S013,1,0.0,Credit Card,486.0,486.0
509441,2025-06-16T14:49:00.000Z,1043,P1082,S018,5,0.05,Cash,450.0,2248.88
509462,2024-12-18T11:09:00.000Z,1051,P1001,S017,8,0.0,Debit Card,306.0,2448.0
509467,2025-08-03T05:38:00.000Z,1234,P1138,S006,7,0.15,Upi,563.0,3935.09
509468,2026-03-19T16:08:00.000Z,1320,P1007,S009,1,0.15,Credit Card,495.0,494.26
509471,2024-05-10T07:38:00.000Z,1210,P1132,S010,7,0.15,Cash,274.0,1915.12
509473,2023-06-26T05:10:00.000Z,1008,P1066,S007,7,0.0,Debit Card,466.0,3262.0
509482,2025-11-13T19:45:00.000Z,1431,P1114,S012,1,0.0,Cash,627.0,627.0
509490,2025-09-12T00:11:00.000Z,1271,P1032,S005,8,0.0,Cash,458.0,3664.0
509504,2026-03-13T20:15:00.000Z,1139,P1014,S008,6,0.15,Upi,92.0,551.17
509512,2023-05-01T02:28:00.000Z,1324,P1040,S023,2,0.0,Net Banking,618.0,1236.0
509530,2023-03-16T05:20:00.000Z,1152,P1115,S012,5,0.15,Cash,126.0,629.06
509541,2026-01-30T19:21:00.000Z,1295,P1018,S011,8,0.05,Cash,90.0,719.64
509554,2023-02-05T04:44:00.000Z,1307,P1036,S011,1,0.1,Net Banking,692.0,691.31
509560,2023-02-20T00:17:00.000Z,1154,P1074,S009,7,0.05,Credit Card,434.0,3036.48
509580,2025-11-19T04:10:00.000Z,1008,P1061,S010,3,0.15,Debit Card,310.0,928.61
509583,2024-10-08T23:59:00.000Z,1470,P1035,S002,5,0.05,Upi,280.0,1399.3
509603,2023-08-18T21:46:00.000Z,1330,P1055,S009,6,0.15,Cash,840.0,5032.44
509699,2024-03-14T12:04:00.000Z,1077,P1130,S017,8,0.1,Credit Card,141.0,1126.87
509706,2023-01-22T02:00:00.000Z,1376,P1137,S015,3,0.15,Net Banking,418.0,1252.12
509712,2023-07-15T13:50:00.000Z,1233,P1062,S025,2,0.2,Net Banking,574.0,1145.7
509719,2023-03-04T01:49:00.000Z,1341,P1069,S022,4,0.15,Debit Card,586.0,2340.48
509721,2024-03-10T13:00:00.000Z,1359,P1065,S007,5,0.15,Credit Card,750.0,3744.38
509724,2025-01-04T08:34:00.000Z,1262,P1036,S014,5,0.2,Wallet,692.0,3453.08
509730,2023-04-05T13:38:00.000Z,1355,P1014,S016,2,0.05,Upi,92.0,183.91
509734,2024-05-22T03:28:00.000Z,1193,P1018,S007,3,0.2,Upi,90.0,269.46
509745,2024-09-25T13:35:00.000Z,1004,P1071,S024,2,0.0,Debit Card,552.0,1104.0
509761,2025-10-05T06:08:00.000Z,1203,P1051,S002,6,0.15,Credit Card,525.0,3145.28
509781,2023-10-06T06:13:00.000Z,1252,P1025,S007,1,0.05,Wallet,511.0,510.74
509795,2024-01-09T19:08:00.000Z,1018,P1062,S009,2,0.05,Debit Card,574.0,1147.43
509807,2023-03-22T02:47:00.000Z,1215,P1057,S008,2,0.2,Wallet,191.0,381.24
509812,2023-10-11T02:57:00.000Z,1222,P1111,S025,2,0.1,Net Banking,514.0,1026.97
509817,2024-09-04T20:46:00.000Z,1295,P1070,S003,6,0.15,Upi,477.0,2857.71
509834,2024-11-22T08:50:00.000Z,1024,P1092,S015,3,0.1,Credit Card,287.0,860.14
509855,2024-04-27T13:27:00.000Z,1168,P1138,S002,3,0.15,Credit Card,563.0,1686.47
509856,2024-03-26T15:29:00.000Z,1398,P1116,S025,4,0.0,Wallet,27.0,108.0
509884,2026-03-15T12:56:00.000Z,1341,P1126,S015,6,0.05,Upi,143.0,857.57
509890,2025-01-23T16:13:00.000Z,1465,P1136,S005,2,0.0,Cash,417.0,834.0
509898,2025-08-17T15:52:00.000Z,1282,P1014,S019,4,0.15,Cash,92.0,367.45
509908,2024-07-27T14:38:00.000Z,1393,P1012,S012,2,0.1,Net Banking,498.0,995.0
509913,2025-08-11T08:40:00.000Z,1201,P1106,S016,8,0.0,Wallet,261.0,2088.0
509918,2026-02-25T08:50:00.000Z,1056,P1043,S010,1,0.2,Wallet,608.0,606.78
509931,2024-08-09T16:56:00.000Z,1260,P1092,S022,3,0.05,Net Banking,287.0,860.57
509946,2025-12-15T05:29:00.000Z,1478,P1027,S016,7,0.0,Credit Card,407.0,2849.0
509956,2025-10-04T18:33:00.000Z,1270,P1108,S005,1,0.1,Wallet,223.0,222.78
509992,2024-02-28T16:39:00.000Z,1138,P1149,S024,1,0.0,Net Banking,699.0,699.0
500044,2023-08-10T12:55:00.000Z,1241,P1057,S007,8,0.1,Debit Card,191.0,1526.47
500079,2025-12-23T11:27:00.000Z,1181,P1117,S009,5,0.1,Credit Card,262.0,1308.69
500118,2025-06-21T01:37:00.000Z,1068,P1024,S010,6,0.15,Credit Card,774.0,4637.03
500136,2025-12-22T09:29:00.000Z,1221,P1026,S023,2,0.2,Wallet,577.0,1151.69
500138,2025-05-24T10:42:00.000Z,1489,P1040,S022,8,0.0,Upi,618.0,4944.0
500169,2023-09-26T19:24:00.000Z,1093,P1043,S024,8,0.0,Cash,608.0,4864.0
500170,2025-01-16T21:46:00.000Z,1313,P1073,S025,8,0.05,Net Banking,811.0,6484.76
500181,2024-12-23T07:36:00.000Z,1341,P1022,S017,6,0.0,Net Banking,407.0,2442.0
500185,2024-01-09T04:04:00.000Z,1151,P1052,S002,4,0.0,Debit Card,28.0,112.0
500186,2024-09-27T16:25:00.000Z,1130,P1010,S025,4,0.1,Debit Card,489.0,1954.04
500194,2025-07-10T11:23:00.000Z,1040,P1147,S005,6,0.15,Debit Card,679.0,4067.89
500222,2025-09-10T05:33:00.000Z,1318,P1098,S005,4,0.0,Net Banking,471.0,1884.0
500233,2023-05-02T02:41:00.000Z,1274,P1010,S006,7,0.05,Upi,489.0,3421.29
500236,2023-08-19T10:10:00.000Z,1132,P1048,S001,6,0.1,Net Banking,581.0,3482.51
500246,2025-11-17T13:29:00.000Z,1287,P1119,S022,5,0.0,Cash,170.0,850.0
500278,2024-05-07T18:53:00.000Z,1460,P1139,S011,7,0.05,Wallet,296.0,2070.96
500300,2025-05-01T02:07:00.000Z,1160,P1088,S015,4,0.2,Cash,241.0,962.07
500304,2025-06-04T12:01:00.000Z,1102,P1116,S019,7,0.15,Upi,27.0,188.72
500316,2024-05-21T09:55:00.000Z,1135,P1090,S003,8,0.0,Credit Card,692.0,5536.0
500329,2024-04-08T16:43:00.000Z,1005,P1088,S004,7,0.05,Cash,241.0,1686.16
500339,2025-10-23T13:27:00.000Z,1043,P1138,S018,3,0.0,Upi,563.0,1689.0
500344,2024-07-04T23:56:00.000Z,1461,P1008,S011,7,0.1,Net Banking,668.0,4671.32
500399,2023-11-03T04:36:00.000Z,1389,P1026,S004,2,0.1,Net Banking,577.0,1152.85
500442,2025-07-23T08:53:00.000Z,1436,P1123,S014,3,0.0,Credit Card,528.0,1584.0
500455,2024-02-06T06:07:00.000Z,1235,P1049,S023,6,0.0,Cash,704.0,4224.0
500460,2025-11-15T09:53:00.000Z,1441,P1081,S023,4,0.05,Credit Card,748.0,2990.5
500467,2023-01-27T23:16:00.000Z,1445,P1114,S008,6,0.2,Net Banking,627.0,3754.48
500478,2026-01-06T22:56:00.000Z,1419,P1019,S024,3,0.0,Cash,39.0,117.0
500496,2023-12-06T16:08:00.000Z,1092,P1145,S019,3,0.15,Debit Card,678.0,2030.95
500513,2024-06-05T15:49:00.000Z,1440,P1022,S010,7,0.1,Credit Card,407.0,2846.15
500551,2023-06-13T06:10:00.000Z,1049,P1017,S016,1,0.0,Cash,798.0,798.0
500566,2024-05-27T12:53:00.000Z,1499,P1064,S013,8,0.05,Wallet,645.0,5157.42
500569,2024-09-03T06:23:00.000Z,1342,P1056,S004,4,0.15,Debit Card,823.0,3287.06
500583,2025-12-19T01:46:00.000Z,1156,P1020,S007,2,0.0,Wallet,325.0,650.0
500592,2023-07-08T18:25:00.000Z,1112,P1020,S024,6,0.15,Credit Card,325.0,1947.08
500593,2025-09-26T22:44:00.000Z,1465,P1025,S020,5,0.0,Wallet,511.0,2555.0
500604,2024-12-04T22:51:00.000Z,1231,P1121,S001,6,0.05,Wallet,467.0,2800.6
500687,2024-08-20T23:39:00.000Z,1249,P1022,S005,2,0.1,Debit Card,407.0,813.19
500719,2025-09-24T02:00:00.000Z,1475,P1023,S023,5,0.15,Wallet,139.0,693.96
500730,2025-07-26T23:12:00.000Z,1500,P1070,S007,6,0.05,Upi,477.0,2860.57
500733,2025-12-04T15:55:00.000Z,1243,P1119,S009,1,0.15,Wallet,170.0,169.75
500737,2024-05-04T20:05:00.000Z,1343,P1079,S006,8,0.2,Wallet,104.0,830.34
500757,2024-08-16T18:42:00.000Z,1290,P1114,S011,2,0.15,Upi,627.0,1252.12
500779,2023-10-19T22:14:00.000Z,1108,P1034,S003,7,0.0,Upi,219.0,1533.0
500808,2023-06-04T17:13:00.000Z,1025,P1077,S019,7,0.05,Net Banking,597.0,4176.91
500809,2023-07-08T22:54:00.000Z,1304,P1087,S009,2,0.2,Net Banking,463.0,924.15
500818,2023-06-21T10:38:00.000Z,1033,P1105,S012,2,0.15,Wallet,588.0,1174.24
500858,2025-11-17T10:29:00.000Z,1332,P1040,S016,2,0.1,Cash,618.0,1234.76
500888,2023-10-26T00:45:00.000Z,1036,P1022,S011,6,0.15,Credit Card,407.0,2438.34
500909,2025-03-20T10:34:00.000Z,1456,P1114,S024,5,0.0,Credit Card,627.0,3135.0
500913,2025-06-28T02:51:00.000Z,1165,P1103,S019,1,0.15,Upi,42.0,41.94
500930,2025-08-05T11:59:00.000Z,1005,P1057,S024,1,0.1,Wallet,191.0,190.81
500957,2023-02-14T05:53:00.000Z,1052,P1006,S022,3,0.15,Wallet,414.0,1240.14
500964,2024-07-03T18:25:00.000Z,1405,P1150,S021,1,0.05,Credit Card,667.0,666.67
501000,2024-01-24T19:13:00.000Z,1481,P1110,S004,4,0.05,Upi,37.0,147.93
501013,2025-05-22T23:29:00.000Z,1370,P1051,S008,7,0.05,Net Banking,525.0,3673.16
501017,2023-12-26T08:24:00.000Z,1233,P1073,S013,8,0.0,Debit Card,811.0,6488.0
501021,2024-06-06T23:22:00.000Z,1251,P1095,S023,1,0.15,Cash,604.0,603.09
501022,2024-05-20T07:30:00.000Z,1417,P1093,S021,1,0.05,Debit Card,135.0,134.93
501038,2024-10-28T21:28:00.000Z,1249,P1103,S024,2,0.1,Cash,42.0,83.92
501057,2023-12-11T01:06:00.000Z,1092,P1014,S004,6,0.2,Cash,92.0,550.9
501070,2024-09-05T06:08:00.000Z,1111,P1092,S009,3,0.2,Cash,287.0,859.28
501099,2024-04-29T01:43:00.000Z,1500,P1003,S014,8,0.1,Debit Card,641.0,5122.87
501130,2024-05-14T01:34:00.000Z,1322,P1140,S004,1,0.0,Upi,349.0,349.0
501139,2024-11-13T04:51:00.000Z,1126,P1099,S014,8,0.2,Net Banking,486.0,3880.22
501232,2025-12-25T03:17:00.000Z,1318,P1104,S013,7,0.0,Credit Card,620.0,4340.0
501262,2024-01-12T07:53:00.000Z,1421,P1113,S022,2,0.15,Credit Card,146.0,291.56
501275,2025-10-02T14:43:00.000Z,1104,P1042,S014,4,0.0,Net Banking,215.0,860.0
501276,2023-02-19T20:42:00.000Z,1018,P1036,S001,6,0.15,Net Banking,692.0,4145.77
501284,2026-01-25T23:21:00.000Z,1450,P1016,S008,8,0.0,Net Banking,623.0,4984.0
501325,2023-09-19T12:44:00.000Z,1365,P1076,S004,6,0.1,Net Banking,595.0,3566.43
501336,2023-06-27T04:17:00.000Z,1496,P1091,S003,4,0.0,Debit Card,269.0,1076.0
501373,2024-12-07T20:00:00.000Z,1146,P1110,S019,5,0.1,Net Banking,37.0,184.82
501383,2026-02-20T06:24:00.000Z,1478,P1003,S007,8,0.1,Net Banking,641.0,5122.87
501384,2024-02-04T00:37:00.000Z,1049,P1095,S009,1,0.2,Debit Card,604.0,602.79
501400,2026-03-10T06:44:00.000Z,1331,P1074,S007,6,0.2,Net Banking,434.0,2598.79
501412,2023-11-23T11:06:00.000Z,1352,P1101,S023,4,0.15,Wallet,220.0,878.68
501427,2023-03-16T17:47:00.000Z,1090,P1022,S018,2,0.05,Wallet,407.0,813.59
501443,2024-01-01T05:49:00.000Z,1210,P1091,S025,4,0.15,Net Banking,269.0,1074.39
501449,2025-03-08T17:32:00.000Z,1468,P1042,S015,6,0.05,Credit Card,215.0,1289.36
501466,2024-09-25T06:14:00.000Z,1312,P1031,S021,4,0.1,Cash,828.0,3308.69
501469,2026-01-06T02:51:00.000Z,1291,P1134,S008,4,0.1,Wallet,768.0,3068.93
501475,2024-02-03T18:51:00.000Z,1387,P1117,S001,5,0.15,Net Banking,262.0,1308.04
501483,2025-08-24T09:23:00.000Z,1171,P1091,S024,6,0.15,Debit Card,269.0,1611.58
501484,2025-05-21T18:25:00.000Z,1391,P1104,S002,7,0.1,Wallet,620.0,4335.66
501489,2025-02-07T01:06:00.000Z,1176,P1071,S018,6,0.15,Debit Card,552.0,3307.03
501494,2023-02-17T04:07:00.000Z,1219,P1102,S016,1,0.2,Upi,271.0,270.46
501501,2024-12-27T22:55:00.000Z,1097,P1038,S007,5,0.05,Upi,27.0,134.93
501516,2025-09-01T14:26:00.000Z,1069,P1001,S010,8,0.15,Debit Card,306.0,2444.33
501518,2023-09-15T07:32:00.000Z,1483,P1037,S008,2,0.0,Wallet,522.0,1044.0
501534,2025-09-11T05:48:00.000Z,1403,P1041,S021,7,0.15,Net Banking,513.0,3585.61
501535,2024-02-01T07:53:00.000Z,1116,P1071,S005,7,0.0,Wallet,552.0,3864.0
501548,2025-07-24T08:22:00.000Z,1181,P1064,S009,8,0.0,Debit Card,645.0,5160.0
501563,2023-04-19T14:39:00.000Z,1303,P1112,S003,3,0.0,Net Banking,727.0,2181.0
501577,2023-03-21T17:56:00.000Z,1479,P1080,S010,2,0.1,Wallet,578.0,1154.84
501579,2025-07-20T21:35:00.000Z,1230,P1030,S022,2,0.0,Credit Card,268.0,536.0
501582,2024-02-16T09:20:00.000Z,1391,P1051,S010,7,0.15,Cash,525.0,3669.49
501649,2025-10-15T12:10:00.000Z,1490,P1141,S009,4,0.05,Cash,265.0,1059.47
501672,2023-03-28T01:14:00.000Z,1079,P1036,S017,6,0.1,Cash,692.0,4147.85
501678,2023-08-19T01:24:00.000Z,1478,P1053,S007,5,0.05,Net Banking,747.0,3733.13
501679,2024-09-13T11:29:00.000Z,1321,P1059,S019,5,0.05,Net Banking,64.0,319.84
501691,2023-04-07T09:23:00.000Z,1189,P1117,S016,3,0.1,Wallet,262.0,785.21
501692,2025-01-30T23:35:00.000Z,1165,P1089,S014,3,0.2,Cash,456.0,1365.26
501702,2024-08-28T03:13:00.000Z,1398,P1019,S003,5,0.15,Upi,39.0,194.71
501715,2023-10-13T04:47:00.000Z,1013,P1113,S016,6,0.15,Upi,146.0,874.69
501735,2025-12-01T05:07:00.000Z,1127,P1053,S020,6,0.05,Wallet,747.0,4479.76
501738,2024-01-22T08:59:00.000Z,1479,P1141,S019,5,0.2,Net Banking,265.0,1322.35
501739,2025-05-11T06:17:00.000Z,1322,P1126,S020,2,0.15,Cash,143.0,285.57
501745,2026-03-15T23:39:00.000Z,1249,P1032,S004,4,0.15,Credit Card,458.0,1829.25
501756,2024-04-13T02:45:00.000Z,1316,P1142,S002,5,0.0,Net Banking,735.0,3675.0
501790,2023-12-04T10:10:00.000Z,1304,P1097,S003,2,0.0,Upi,470.0,940.0
501807,2025-10-23T06:13:00.000Z,1349,P1130,S009,7,0.2,Net Banking,141.0,985.03
501829,2024-09-23T23:19:00.000Z,1014,P1073,S011,3,0.0,Credit Card,811.0,2433.0
501832,2026-01-13T02:51:00.000Z,1296,P1140,S010,5,0.0,Cash,349.0,1745.0
501837,2025-11-09T07:26:00.000Z,1268,P1070,S019,4,0.15,Net Banking,477.0,1905.14
501846,2023-04-11T08:00:00.000Z,1082,P1016,S002,8,0.2,Debit Card,623.0,4974.03
501868,2023-11-19T06:04:00.000Z,1056,P1112,S008,3,0.1,Wallet,727.0,2178.82
501873,2023-10-04T01:33:00.000Z,1449,P1060,S005,4,0.0,Net Banking,839.0,3356.0
501875,2024-11-11T17:08:00.000Z,1219,P1126,S007,3,0.05,Wallet,143.0,428.79
501883,2025-08-18T01:32:00.000Z,1014,P1012,S020,1,0.0,Wallet,498.0,498.0
501915,2023-03-28T06:55:00.000Z,1454,P1053,S012,7,0.15,Net Banking,747.0,5221.16
501921,2024-03-10T07:41:00.000Z,1371,P1032,S002,2,0.1,Cash,458.0,915.08
501926,2023-10-28T10:36:00.000Z,1011,P1129,S010,4,0.05,Credit Card,670.0,2678.66
501927,2023-08-10T05:53:00.000Z,1400,P1037,S025,7,0.15,Net Banking,522.0,3648.52
501953,2025-10-20T21:32:00.000Z,1096,P1020,S001,3,0.0,Cash,325.0,975.0
501958,2023-09-01T14:30:00.000Z,1207,P1128,S008,7,0.2,Credit Card,803.0,5609.76
501960,2024-12-16T10:43:00.000Z,1202,P1094,S001,6,0.2,Cash,228.0,1365.26
501998,2023-01-14T04:23:00.000Z,1361,P1043,S012,5,0.05,Upi,608.0,3038.48
502000,2023-09-16T06:38:00.000Z,1431,P1002,S021,5,0.2,Upi,629.0,3138.71
502011,2024-09-22T08:26:00.000Z,1372,P1119,S024,8,0.05,Credit Card,170.0,1359.32
502021,2024-12-11T05:13:00.000Z,1476,P1024,S001,3,0.2,Credit Card,774.0,2317.36
502034,2025-05-18T11:35:00.000Z,1188,P1100,S010,3,0.05,Upi,524.0,1571.21
502044,2025-09-28T05:27:00.000Z,1279,P1004,S017,2,0.1,Cash,484.0,967.03
502051,2024-06-04T13:56:00.000Z,1422,P1039,S003,6,0.2,Upi,738.0,4419.14
502074,2025-05-24T01:31:00.000Z,1128,P1046,S016,5,0.0,Net Banking,661.0,3305.0
502081,2025-09-09T04:48:00.000Z,1309,P1148,S003,7,0.0,Net Banking,519.0,3633.0
502083,2023-12-01T06:45:00.000Z,1120,P1055,S016,7,0.0,Debit Card,840.0,5880.0
502089,2026-02-02T04:06:00.000Z,1227,P1070,S014,2,0.05,Debit Card,477.0,953.52
502103,2025-05-21T05:54:00.000Z,1090,P1039,S010,3,0.15,Cash,738.0,2210.68
502134,2024-04-26T17:18:00.000Z,1125,P1022,S019,1,0.15,Debit Card,407.0,406.39
502136,2023-01-08T06:46:00.000Z,1428,P1104,S006,1,0.1,Debit Card,620.0,619.38
502163,2024-11-01T22:18:00.000Z,1331,P1037,S019,8,0.15,Net Banking,522.0,4169.74
502171,2026-01-11T01:21:00.000Z,1229,P1114,S009,1,0.15,Debit Card,627.0,626.06
502174,2024-09-25T23:01:00.000Z,1053,P1060,S004,2,0.0,Cash,839.0,1678.0
502219,2025-09-24T00:32:00.000Z,1208,P1143,S012,7,0.15,Cash,275.0,1922.11
502222,2025-03-12T06:43:00.000Z,1395,P1049,S023,4,0.2,Cash,704.0,2810.37
502266,2026-02-24T10:09:00.000Z,1338,P1019,S008,7,0.05,Cash,39.0,272.86
502287,2025-02-17T07:20:00.000Z,1356,P1095,S019,8,0.0,Credit Card,604.0,4832.0
502298,2025-08-25T18:08:00.000Z,1126,P1003,S002,5,0.1,Net Banking,641.0,3201.8
502303,2025-03-05T07:05:00.000Z,1479,P1139,S018,6,0.0,Credit Card,296.0,1776.0
502310,2023-11-28T17:39:00.000Z,1201,P1087,S006,8,0.1,Wallet,463.0,3700.3
502313,2024-06-03T13:29:00.000Z,1376,P1032,S022,7,0.15,Debit Card,458.0,3201.19
502318,2023-11-30T05:42:00.000Z,1027,P1096,S002,8,0.15,Debit Card,455.0,3634.54
502320,2025-04-27T03:39:00.000Z,1442,P1047,S009,1,0.15,Debit Card,388.0,387.42
502332,2024-08-25T09:28:00.000Z,1258,P1133,S016,6,0.0,Debit Card,833.0,4998.0
502334,2024-12-16T02:39:00.000Z,1404,P1115,S016,5,0.2,Wallet,126.0,628.74
502368,2025-05-08T18:54:00.000Z,1127,P1139,S023,5,0.1,Wallet,296.0,1478.52
502373,2023-02-16T14:17:00.000Z,1074,P1106,S014,5,0.0,Cash,261.0,1305.0
502376,2025-11-08T06:51:00.000Z,1259,P1078,S004,7,0.15,Credit Card,290.0,2026.96
502378,2025-12-29T00:16:00.000Z,1006,P1043,S022,7,0.0,Debit Card,608.0,4256.0
502387,2025-08-24T05:26:00.000Z,1018,P1008,S004,4,0.15,Debit Card,668.0,2667.99
502429,2023-01-22T07:54:00.000Z,1437,P1147,S016,5,0.05,Wallet,679.0,3393.3
502430,2024-10-07T11:07:00.000Z,1219,P1011,S019,1,0.2,Debit Card,298.0,297.4
502466,2025-08-03T02:12:00.000Z,1232,P1044,S006,2,0.0,Credit Card,603.0,1206.0
502496,2024-07-13T12:27:00.000Z,1367,P1014,S004,1,0.2,Credit Card,92.0,91.82
502499,2023-03-10T16:22:00.000Z,1036,P1128,S009,6,0.05,Cash,803.0,4815.59
502513,2025-06-24T13:54:00.000Z,1262,P1070,S020,5,0.15,Cash,477.0,2381.42
502514,2023-06-14T21:10:00.000Z,1328,P1054,S012,1,0.0,Cash,403.0,403.0
502525,2023-10-19T03:45:00.000Z,1259,P1099,S002,1,0.05,Credit Card,486.0,485.76
502544,2024-03-09T22:47:00.000Z,1318,P1138,S008,3,0.1,Net Banking,563.0,1687.31
502599,2024-04-14T03:30:00.000Z,1370,P1103,S005,7,0.1,Cash,42.0,293.71
502612,2025-09-05T04:25:00.000Z,1379,P1131,S009,7,0.15,Credit Card,758.0,5298.04
502628,2023-07-10T13:19:00.000Z,1103,P1026,S013,6,0.1,Debit Card,577.0,3458.54
502634,2023-06-09T15:10:00.000Z,1177,P1110,S025,6,0.05,Net Banking,37.0,221.89
502652,2024-02-25T18:26:00.000Z,1349,P1044,S023,8,0.15,Upi,603.0,4816.76
502683,2025-03-30T13:09:00.000Z,1119,P1110,S002,7,0.15,Cash,37.0,258.61
502694,2023-08-31T00:13:00.000Z,1295,P1127,S011,3,0.2,Cash,80.0,239.52
502707,2025-06-02T00:28:00.000Z,1444,P1033,S025,4,0.1,Upi,437.0,1746.25
502716,2025-01-31T17:35:00.000Z,1486,P1072,S021,1,0.15,Net Banking,850.0,848.73
502734,2024-06-21T10:10:00.000Z,1393,P1118,S025,6,0.2,Cash,264.0,1580.83
502783,2025-01-27T12:19:00.000Z,1295,P1138,S009,7,0.0,Wallet,563.0,3941.0
502786,2023-04-14T17:03:00.000Z,1073,P1107,S003,7,0.15,Credit Card,246.0,1719.42
502799,2024-07-04T03:13:00.000Z,1313,P1070,S017,1,0.1,Debit Card,477.0,476.52
502806,2025-05-21T23:17:00.000Z,1370,P1041,S007,1,0.0,Net Banking,513.0,513.0
502809,2026-01-28T12:45:00.000Z,1144,P1043,S015,7,0.15,Debit Card,608.0,4249.62
502823,2026-01-10T16:41:00.000Z,1336,P1026,S017,3,0.0,Wallet,577.0,1731.0
502880,2024-09-20T06:14:00.000Z,1099,P1059,S021,3,0.1,Credit Card,64.0,191.81
502889,2025-01-29T05:18:00.000Z,1486,P1070,S025,7,0.15,Wallet,477.0,3333.99
502894,2025-05-28T07:42:00.000Z,1212,P1026,S013,3,0.1,Net Banking,577.0,1729.27
502895,2025-08-21T18:40:00.000Z,1312,P1140,S022,2,0.15,Upi,349.0,696.95
502904,2025-07-13T21:01:00.000Z,1456,P1141,S008,4,0.1,Credit Card,265.0,1058.94
502921,2023-08-16T21:24:00.000Z,1296,P1074,S006,4,0.05,Upi,434.0,1735.13
502924,2024-06-02T11:21:00.000Z,1090,P1128,S024,5,0.0,Upi,803.0,4015.0
503000,2025-05-23T06:00:00.000Z,1071,P1039,S001,1,0.2,Debit Card,738.0,736.52
503009,2024-11-27T02:43:00.000Z,1170,P1049,S017,2,0.1,Net Banking,704.0,1406.59
