order_id,customer_id,order_date,status,region_code
O000431,C0270,2024-12-08 07:14:32,PLACED,CENTRAL
O000432,C0082,2025-09-09 15:30:33,PLACED,EAST
O000433,C0114,2025-11-02 03:27:23,DELIVERED,EAST
O000434,C0151,2024-11-20 11:08:06,RETURNED,WEST
O000435,C0288,2026-02-05 23:12:31,PLACED,NORTH
O000436,C0343,2025-04-01 08:48:19,RETURNED,CENTRAL
O000437,C0125,2025-11-19 17:17:52,DELIVERED,WEST
O000438,C0469,2025-07-07 01:42:37,DELIVERED,CENTRAL
O000439,C0371,2026-01-04 23:37:38,DELIVERED,CENTRAL
O000440,C0412,2026-04-26 19:48:47,DELIVERED,SOUTH
O000441,C0165,2025-04-20 07:57:28,SHIPPED,CENTRAL
O000442,,2025-02-10 06:23:52,SHIPPED,WEST
O000443,C0428,2025-10-20 10:04:44,CANCELLED,NORTH
O000444,C0383,29-10-2024 18:36:56,DELIVERED,NORTH
O000445,C0045,2024-11-15 09:03:28,DELIVERED,CENTRAL
O000446,C0037,2026-02-25 23:42:48,DELIVERED,WEST
O000447,C0199,2025-03-19 10:08:02,DELIVERED,NORTH
O000448,C0200,2025-10-20 02:23:11,RETURNED,NORTH
O000449,C0388,2025-09-06 12:52:47,PLACED,EAST
O000450,C0476,2026-03-28 01:43:30,DELIVERED,CENTRAL
O000451,C0045,2024-09-06 01:58:27,CANCELLED,WEST
O000452,C0421,2024-11-11 07:18:05,RETURNED,SOUTH
O000453,C0070,2024-12-29 16:12:41,RETURNED,EAST
O000454,C0492,2025-03-04 10:33:41,DELIVERED,NORTH
O000455,C0284,2025-02-13 19:07:26,PLACED,NORTH
O000456,C0294,2025-01-27 08:24:06,PLACED,EAST
O000457,C0108,2025-10-29 20:47:54,DELIVERED,SOUTH
O000458,C0212,2025-01-30 02:35:44,SHIPPED,SOUTH
O000459,C0095,2025-06-05 22:56:56,SHIPPED,NORTH
O000460,C0093,2026-04-07 05:30:47,PLACED,CENTRAL
O000461,C0237,2025-04-07 06:02:08,PLACED,EAST
O000462,C0051,2025-09-17 16:47:59,DELIVERED,EAST
O000463,C0066,2026-06-21 06:20:35,DELIVERED,CENTRAL
O000464,C0036,2025-05-14 09:03:42,CANCELLED,EAST
O000465,C0316,2024-11-27 07:00:31,SHIPPED,CENTRAL
O000466,C0291,2024-08-01 20:12:05,CANCELLED,SOUTH
O000467,C0003,2025-12-29 14:09:39,CANCELLED,EAST
O000468,C0431,2025-11-11 13:27:56,DELIVERED,WEST
O000469,C0237,2026-06-02 22:30:00,CANCELLED,CENTRAL
O000470,C0056,2025-12-09 19:29:10,DELIVERED,SOUTH
O000471,C0457,2024-09-12 10:51:38,PLACED,NORTH
O000472,,2024-11-14 21:23:53,PLACED,CENTRAL
O000473,C0297,2024-09-29 05:06:50,PLACED,CENTRAL
O000474,C0134,2024-08-31 13:34:54,CANCELLED,SOUTH
O000475,C0188,2026-04-18 19:59:33,RETURNED,EAST
O000476,C0069,2025-08-20 14:04:52,CANCELLED,EAST
O000477,,2024-08-04 05:25:16,RETURNED,SOUTH
O000478,C0388,2025-05-01 23:26:13,SHIPPED,CENTRAL
O000479,C0486,2026-01-25 18:45:12,SHIPPED,WEST
O000480,C0481,2024-09-14 18:43:27,CANCELLED,SOUTH
O000481,C0033,2025-01-23 16:23:28,SHIPPED,CENTRAL
O000482,C0465,2024-11-06 09:23:59,CANCELLED,NORTH
O000483,C0021,2025-11-06 07:24:58,RETURNED,EAST
O000484,C0428,2026-04-23 18:51:44,RETURNED,SOUTH
O000485,C0193,2025-02-26 22:56:31,PLACED,CENTRAL
O000486,C0129,2025-01-12 16:26:28,RETURNED,WEST
O000487,C0181,2025-02-08 13:13:43,CANCELLED,CENTRAL
O000488,C0004,2025-10-16 14:21:46,SHIPPED,SOUTH
O000489,C0040,2024-10-19 20:41:29,SHIPPED,SOUTH
O000490,C0081,2026-03-20 11:41:43,PLACED,SOUTH
O000491,C0213,2024-08-05 20:06:08,CANCELLED,WEST
O000492,C0246,2025-11-12 16:13:44,CANCELLED,NORTH
O000493,,2026-04-05 10:46:38,SHIPPED,SOUTH
O000494,C0323,2025-03-10 12:28:39,SHIPPED,NORTH
O000495,C0086,2025-06-28 18:55:13,CANCELLED,CENTRAL
O000496,C0497,28-06-2026 04:06:45,DELIVERED,NORTH
O000497,C0111,2025-08-14 20:27:58,CANCELLED,SOUTH
O000498,C0113,2025-01-30 23:02:35,RETURNED,SOUTH
O000499,C0320,2025-06-05 22:00:43,DELIVERED,WEST
O000500,C0306,2026-06-24 04:45:13,CANCELLED,SOUTH
O000501,,2025-12-07 13:35:36,RETURNED,WEST
O000502,C0424,2024-11-22 06:55:32,CANCELLED,CENTRAL
O000503,,2025-09-25 11:45:48,RETURNED,NORTH
O000504,C0048,2025-10-19 22:25:35,RETURNED,CENTRAL
O000505,,2025-10-23 10:38:27,CANCELLED,CENTRAL
O000506,C0216,2025-08-31 22:42:34,RETURNED,WEST
O000507,C0118,2025-08-02 08:15:00,CANCELLED,EAST
O000508,C0302,2025-10-26 03:06:23,RETURNED,NORTH
O000509,C0218,2025-02-27 04:02:16,SHIPPED,NORTH
O000510,C0146,2025-03-26 13:35:31,DELIVERED,SOUTH
O000511,C0003,2025-08-14 04:24:23,RETURNED,CENTRAL
O000512,C0061,2026-02-23 18:57:16,SHIPPED,EAST
O000513,C0210,2025-06-03 17:41:13,RETURNED,EAST
O000514,C0134,2025-04-09 03:56:30,DELIVERED,CENTRAL
O000515,C0142,2025-01-21 18:00:59,SHIPPED,WEST
O000516,C0283,2025-02-22 17:17:55,DELIVERED,CENTRAL
O000517,C0285,2024-07-16 00:49:23,RETURNED,EAST
O000518,C0397,2026-03-03 14:03:04,PLACED,SOUTH
O000519,C0229,2026-03-27 08:59:41,PLACED,SOUTH
O000520,C0261,2025-03-24 04:01:46,RETURNED,CENTRAL
O000521,C0357,2025-06-23 16:57:27,CANCELLED,NORTH
O000522,C0412,2024-07-22 01:00:56,RETURNED,WEST
O000523,C0046,2026-05-20 12:48:55,PLACED,CENTRAL
O000524,C0020,2026-06-07 16:48:31,CANCELLED,CENTRAL
O000525,C0336,2025-06-29 10:54:54,RETURNED,NORTH
O000526,C0485,2024-07-22 15:18:45,CANCELLED,WEST
O000527,C0006,2025-05-26 09:23:22,RETURNED,EAST
O000528,,2025-02-14 22:34:58,RETURNED,SOUTH
O000529,C0315,2024-12-31 20:45:41,SHIPPED,NORTH
O000530,C0500,2024-07-21 05:44:47,CANCELLED,EAST
O000531,C0343,2025-04-14 21:44:57,RETURNED,NORTH
O000532,C0378,2025-05-12 17:33:35,RETURNED,EAST
O000533,C0372,2025-08-29 10:34:26,DELIVERED,EAST
O000534,C0494,2025-04-30 07:48:29,SHIPPED,WEST
O000535,C0477,12-11-2024 05:33:59,SHIPPED,WEST
O000536,C0260,2026-01-05 10:00:02,DELIVERED,EAST
O000537,C0485,2025-04-26 15:38:43,DELIVERED,CENTRAL
O000538,C0417,2025-04-18 08:23:45,CANCELLED,WEST
O000539,C0289,2025-01-24 01:38:53,DELIVERED,WEST
O000540,C0349,2025-05-20 09:42:08,PLACED,WEST
O000541,C0060,2025-01-06 23:05:12,SHIPPED,SOUTH
O000542,C0410,2026-01-25 10:43:21,RETURNED,CENTRAL
O000543,C0005,2026-05-11 16:05:16,DELIVERED,NORTH
O000544,C0205,2026-02-25 21:13:13,PLACED,CENTRAL
O000545,C0477,2025-11-28 01:59:20,SHIPPED,CENTRAL
O000546,C0138,2025-02-08 22:01:19,SHIPPED,WEST
O000547,C0378,2026-01-09 15:50:30,DELIVERED,SOUTH
O000548,C0118,2026-02-26 18:50:57,RETURNED,EAST
O000549,C0080,2025-05-13 14:02:12,PLACED,WEST
O000550,,2026-03-31 10:02:28,PLACED,WEST
O000551,C0191,2024-11-26 05:04:45,RETURNED,EAST
O000552,C0252,2025-02-12 12:14:59,RETURNED,EAST
O000553,C0204,2025-10-24 04:54:05,PLACED,CENTRAL
O000554,C0410,2025-10-10 04:56:23,PLACED,CENTRAL
O000555,C0178,2025-01-30 18:07:44,SHIPPED,WEST
O000556,C0500,2025-10-13 21:01:28,DELIVERED,NORTH
O000557,C0007,2024-11-30 03:26:18,PLACED,EAST
O000558,C0186,2024-07-30 03:14:05,RETURNED,EAST
O000559,C0122,2024-08-21 05:19:47,DELIVERED,EAST
O000560,C0095,2025-08-10 18:03:16,DELIVERED,EAST
O000561,C0438,2024-11-28 18:58:22,RETURNED,SOUTH
O000562,C0295,2024-09-28 16:12:49,DELIVERED,SOUTH
O000563,C0285,2025-01-28 14:36:14,SHIPPED,SOUTH
O000564,C0243,2025-12-20 09:40:34,CANCELLED,SOUTH
O000565,C0458,2025-12-29 02:29:46,DELIVERED,WEST
O000566,C0154,2025-01-02 00:43:33,PLACED,WEST
O000567,C0051,2024-11-03 00:55:06,DELIVERED,WEST
O000568,C0430,2025-07-11 12:24:14,DELIVERED,EAST
O000569,C0185,2025-03-22 17:27:22,DELIVERED,EAST
O000570,C0011,2025-02-28 13:37:01,RETURNED,SOUTH
O000571,C0296,2026-02-19 22:59:39,SHIPPED,EAST
O000572,C0182,2026-07-14 23:01:13,CANCELLED,NORTH
O000573,C0196,2025-06-19 16:17:51,SHIPPED,SOUTH
O000574,C0328,2026-02-14 02:04:56,RETURNED,CENTRAL
O000575,C0208,2025-03-14 04:57:53,SHIPPED,EAST
O000576,C0117,2026-03-24 03:51:10,DELIVERED,CENTRAL
O000577,C0331,2026-06-11 02:58:14,DELIVERED,CENTRAL
O000578,C0267,2024-08-25 21:38:29,SHIPPED,NORTH
O000579,C0065,2026-02-02 13:34:43,PLACED,SOUTH
O000580,C0086,2024-09-06 02:41:10,CANCELLED,CENTRAL
O000581,,2025-06-24 09:35:30,PLACED,NORTH
O000582,C0135,2024-12-03 08:37:37,CANCELLED,EAST
O000583,C0118,2026-03-22 16:40:01,SHIPPED,SOUTH
O000584,C0270,04-03-2026 22:51:05,DELIVERED,EAST
O000585,C0443,2026-03-12 23:43:17,RETURNED,EAST
O000586,C0281,2024-10-13 01:22:32,RETURNED,SOUTH
O000587,C0303,2026-01-28 01:57:55,RETURNED,WEST
O000588,C0269,2025-01-13 19:53:33,DELIVERED,WEST
O000589,C0277,2026-01-30 07:57:23,DELIVERED,EAST
O000590,C0212,2025-06-04 12:58:58,PLACED,CENTRAL
O000591,C0418,2026-01-05 18:47:11,DELIVERED,WEST
O000592,,2024-08-09 10:41:25,CANCELLED,EAST
O000593,C0005,2025-06-17 14:20:08,RETURNED,SOUTH
O000594,,2026-01-30 03:56:07,CANCELLED,CENTRAL
O000595,C0224,2025-07-31 15:33:54,CANCELLED,WEST
O000596,C0113,2026-07-03 09:11:16,SHIPPED,CENTRAL
O000597,C0392,2025-06-26 08:33:16,DELIVERED,EAST
O000598,C0333,2025-11-25 17:55:25,CANCELLED,SOUTH
O000599,C0437,2025-02-28 22:57:20,PLACED,WEST
O000600,C0317,2025-03-08 22:59:34,CANCELLED,SOUTH
O000601,,2025-10-18 13:24:35,RETURNED,NORTH
O000602,C0096,2024-08-15 18:47:14,SHIPPED,WEST
O000603,,2026-05-31 17:37:04,PLACED,WEST
O000604,C0112,2025-07-31 11:49:59,CANCELLED,EAST
O000605,C0238,2025-01-17 00:09:41,PLACED,SOUTH
O000606,C0029,2025-10-25 09:25:49,RETURNED,WEST
O000607,C0093,2024-12-08 03:07:53,CANCELLED,NORTH
O000608,C0063,2026-04-25 06:46:16,CANCELLED,WEST
O000609,C0127,2026-04-07 20:26:08,CANCELLED,NORTH
O000610,C0267,2024-12-22 01:21:47,CANCELLED,EAST
O000611,C0480,2024-10-06 11:00:42,PLACED,CENTRAL
O000612,C0267,2025-10-21 07:03:37,DELIVERED,SOUTH
O000613,C0185,2025-03-10 00:25:07,SHIPPED,NORTH
O000614,C0121,2024-11-15 05:17:08,SHIPPED,EAST
O000615,C0300,2025-02-02 15:39:27,PLACED,NORTH
O000616,C0298,2024-10-11 08:50:36,RETURNED,SOUTH
O000617,C0191,2026-02-12 10:05:38,CANCELLED,NORTH
O000618,C0352,2024-07-22 11:45:29,PLACED,NORTH
O000619,C0183,2024-08-15 15:24:42,PLACED,SOUTH
O000620,C0250,2026-02-08 06:42:57,DELIVERED,WEST
O000621,C0376,2025-06-28 03:25:17,DELIVERED,SOUTH
O000622,C0129,2025-09-24 11:42:42,CANCELLED,CENTRAL
O000623,C0151,2025-04-13 06:23:14,RETURNED,SOUTH
O000624,C0279,2024-09-19 07:55:22,DELIVERED,CENTRAL
O000625,C0469,2024-11-08 03:53:52,RETURNED,SOUTH
O000626,C0231,2024-09-20 17:36:44,DELIVERED,WEST
O000627,C0001,2025-10-10 20:59:19,SHIPPED,NORTH
O000628,C0318,2026-05-26 22:23:53,SHIPPED,EAST
O000629,C0370,2026-07-14 05:39:29,CANCELLED,SOUTH
O000630,C0269,2025-10-15 14:43:26,SHIPPED,CENTRAL
O000631,C0145,2024-08-28 15:09:11,PLACED,NORTH
O000632,C0268,2025-10-29 19:34:54,SHIPPED,SOUTH
O000633,,2025-12-10 06:33:08,SHIPPED,NORTH
O000634,C0017,2026-02-14 02:48:37,CANCELLED,CENTRAL
O000635,C0320,2024-10-15 21:09:02,DELIVERED,SOUTH
O000636,C0311,01-01-2025 22:20:38,SHIPPED,WEST
O000637,C0476,2026-07-03 01:28:17,PLACED,EAST
O000638,C0286,2026-02-11 23:53:29,DELIVERED,NORTH
O000639,C0422,2026-01-19 17:15:42,PLACED,EAST
O000640,C0040,2026-02-24 09:17:18,PLACED,NORTH
O000641,C0372,2025-06-01 10:36:47,SHIPPED,CENTRAL
O000642,C0337,2024-12-03 22:10:44,SHIPPED,CENTRAL
O000643,C0384,2025-12-01 10:48:14,RETURNED,EAST
O000644,C0346,2025-04-03 14:25:29,PLACED,SOUTH
O000645,C0406,2024-10-22 09:15:50,DELIVERED,SOUTH
O000646,C0274,2026-05-03 10:07:59,DELIVERED,EAST
O000647,C0282,2025-07-05 11:17:17,DELIVERED,WEST
O000648,C0392,2025-05-31 13:14:39,DELIVERED,CENTRAL
O000649,C0124,2025-02-16 05:59:56,RETURNED,EAST
O000650,C0185,2025-12-07 03:20:09,CANCELLED,NORTH
O000651,,2024-12-01 14:15:46,PLACED,CENTRAL
O000652,C0070,2024-11-29 07:03:15,DELIVERED,SOUTH
O000653,C0110,26-03-2025 22:17:39,DELIVERED,CENTRAL
O000654,C0262,2026-01-01 23:19:54,SHIPPED,NORTH
O000655,C0020,2025-02-02 02:03:37,DELIVERED,EAST
O000656,C0456,2026-03-15 06:01:34,DELIVERED,NORTH
O000657,C0293,2026-05-14 23:19:24,PLACED,EAST
O000658,C0406,2025-08-25 00:47:17,RETURNED,NORTH
O000659,C0305,2024-09-04 06:42:55,RETURNED,WEST
O000660,C0041,2024-11-06 05:02:11,DELIVERED,EAST
O000661,C0451,2025-02-16 22:47:43,PLACED,SOUTH
O000662,C0383,2025-01-24 08:07:01,PLACED,WEST
O000663,C0028,2025-04-10 03:14:52,RETURNED,CENTRAL
O000664,C0077,2024-07-16 11:49:25,SHIPPED,NORTH
O000665,C0345,2025-10-25 00:46:15,CANCELLED,CENTRAL
O000666,C0295,2025-04-18 20:24:50,DELIVERED,WEST
O000667,C0076,2024-11-28 11:54:08,RETURNED,NORTH
O000668,C0281,2024-07-29 15:23:30,RETURNED,WEST
O000669,C0397,2026-04-02 20:43:26,CANCELLED,CENTRAL
O000670,C0102,2026-02-02 19:57:14,SHIPPED,CENTRAL
O000671,C0316,2025-01-06 09:29:43,SHIPPED,NORTH
O000672,C0137,2025-12-24 15:29:33,RETURNED,NORTH
O000673,C0058,2025-11-08 20:01:05,DELIVERED,SOUTH
O000674,C0165,2025-08-13 15:55:52,DELIVERED,SOUTH
O000675,C0180,2025-04-25 00:30:27,CANCELLED,CENTRAL
O000676,C0075,2025-08-02 18:56:37,SHIPPED,SOUTH
O000677,C0351,2025-07-14 09:59:49,PLACED,NORTH
O000678,C0379,2025-08-22 19:16:23,SHIPPED,EAST
O000679,C0008,2025-10-06 18:42:50,DELIVERED,WEST
O000680,,2025-03-08 14:52:23,RETURNED,SOUTH
O000681,C0105,2025-10-27 03:13:27,RETURNED,WEST
O000682,C0319,2024-10-04 15:48:30,PLACED,WEST
O000683,C0299,2025-08-02 03:42:17,DELIVERED,SOUTH
O000684,C0031,2024-09-02 16:12:11,RETURNED,EAST
O000685,C0028,2026-03-18 01:24:47,PLACED,WEST
O000686,C0339,2024-10-18 18:20:39,DELIVERED,NORTH
O000687,C0010,2026-04-15 00:51:36,CANCELLED,SOUTH
O000688,C0195,2024-12-10 13:57:24,DELIVERED,WEST
O000689,C0444,2025-07-05 12:28:59,SHIPPED,CENTRAL
O000690,C0495,2024-09-26 02:30:16,PLACED,NORTH
O000691,C0127,2025-09-06 01:54:56,CANCELLED,WEST
O000692,C0382,2026-03-18 20:48:21,DELIVERED,EAST
O000693,C0321,2025-11-08 13:33:49,RETURNED,EAST
O000694,C0416,2025-08-04 01:39:06,CANCELLED,NORTH
O000695,C0484,2025-12-10 06:18:17,SHIPPED,EAST
O000696,C0460,2025-01-18 22:11:44,CANCELLED,CENTRAL
O000697,C0492,2025-04-09 13:56:49,SHIPPED,WEST
O000698,C0124,2025-10-01 14:29:32,DELIVERED,CENTRAL
O000699,C0169,2024-09-05 17:43:56,SHIPPED,CENTRAL
O000700,C0278,2026-05-26 11:13:03,SHIPPED,EAST
O000701,C0353,2024-12-15 10:42:00,SHIPPED,WEST
O000702,C0466,2025-07-09 22:17:22,RETURNED,SOUTH
O000703,C0163,2026-04-26 22:10:40,PLACED,SOUTH
O000704,C0163,2024-09-12 08:58:06,PLACED,EAST
O000705,C0451,2026-02-21 02:18:05,DELIVERED,WEST
O000706,C0382,2024-08-29 07:22:14,DELIVERED,SOUTH
O000707,C0399,2025-08-27 14:08:27,PLACED,CENTRAL
O000708,C0316,2026-06-01 08:02:42,SHIPPED,CENTRAL
O000709,C0119,15-05-2025 19:29:45,PLACED,WEST
O000710,C0069,2025-04-11 13:32:18,DELIVERED,SOUTH
O000711,C0437,2025-12-15 11:07:30,SHIPPED,SOUTH
O000712,,2026-03-09 14:55:02,PLACED,EAST
O000713,C0487,2025-01-26 03:21:22,SHIPPED,SOUTH
O000714,C0034,2024-08-14 15:54:56,CANCELLED,CENTRAL
O000715,C0251,2024-09-05 09:12:54,SHIPPED,WEST
O000716,C0208,2025-02-22 23:06:46,CANCELLED,EAST
O000717,C0202,2026-06-05 23:32:20,RETURNED,CENTRAL
O000718,C0269,2026-06-17 15:44:59,PLACED,CENTRAL
O000719,C0056,2024-09-24 21:51:08,PLACED,SOUTH
O000720,C0266,2025-12-27 16:34:13,PLACED,CENTRAL
O000721,C0199,2025-08-08 08:01:49,PLACED,SOUTH
O000722,C0150,2024-12-01 08:43:59,DELIVERED,WEST
O000723,C0086,2025-08-04 08:09:00,PLACED,CENTRAL
O000724,C0463,2025-01-13 16:23:53,CANCELLED,NORTH
O000725,C0370,2025-10-15 18:06:10,RETURNED,CENTRAL
O000726,C0070,2024-11-23 15:33:22,PLACED,SOUTH
O000727,C0233,2026-01-14 05:43:12,SHIPPED,WEST
O000728,C0047,2025-05-15 06:01:16,SHIPPED,NORTH
O000729,C0047,2024-10-01 01:01:41,DELIVERED,NORTH
O000730,C0269,2025-10-25 11:15:31,RETURNED,CENTRAL
O000731,C0487,2025-04-03 10:50:45,PLACED,SOUTH
O000732,C0468,2025-06-16 01:16:24,SHIPPED,SOUTH
O000733,C0445,2025-11-13 21:54:49,PLACED,WEST
O000734,C0158,2026-04-21 20:27:04,CANCELLED,EAST
O000735,C0321,2024-11-14 19:37:30,SHIPPED,NORTH
O000736,C0319,24-11-2024 17:49:46,CANCELLED,WEST
O000737,C0279,2025-05-05 07:06:42,CANCELLED,SOUTH
O000738,C0112,2025-03-19 12:19:04,CANCELLED,WEST
O000739,C0041,08-11-2024 12:16:40,RETURNED,EAST
O000740,C0318,2026-07-15 07:15:44,SHIPPED,NORTH
O000741,C0095,2025-06-04 13:52:51,PLACED,SOUTH
O000742,,2025-03-30 07:58:50,RETURNED,EAST
O000743,C0170,2025-03-03 04:21:01,CANCELLED,SOUTH
O000744,C0083,2026-07-10 05:03:26,RETURNED,CENTRAL
O000745,C0404,2025-03-10 02:53:02,RETURNED,EAST
O000746,,2025-04-13 12:00:44,DELIVERED,EAST
O000747,C0460,2026-01-25 04:31:03,CANCELLED,CENTRAL
O000748,C0034,2025-05-26 12:04:03,DELIVERED,EAST
O000749,C0270,2025-12-28 04:46:04,SHIPPED,CENTRAL
O000750,C0030,2025-10-03 09:36:55,RETURNED,NORTH
O000751,C0248,2025-08-31 07:59:12,DELIVERED,WEST
O000752,C0312,2024-12-19 05:41:22,RETURNED,CENTRAL
O000753,C0182,2026-01-26 07:13:59,CANCELLED,CENTRAL
O000754,C0374,2026-05-23 11:58:02,SHIPPED,CENTRAL
O000755,C0120,2025-01-17 13:46:22,PLACED,NORTH
O000756,C0013,2026-06-18 10:25:17,SHIPPED,CENTRAL
O000757,C0213,2025-06-07 20:33:20,RETURNED,SOUTH
O000758,C0006,2025-05-02 00:48:19,DELIVERED,NORTH
O000759,C0158,2025-12-28 12:34:47,PLACED,NORTH
O000760,C0352,2026-07-03 23:55:30,RETURNED,CENTRAL
O000761,,2025-09-24 03:49:55,DELIVERED,EAST
O000762,C0473,2025-07-29 01:40:58,PLACED,SOUTH
O000763,C0247,2026-07-11 15:13:36,RETURNED,EAST
O000764,C0237,2025-02-21 10:56:49,PLACED,CENTRAL
O000765,C0154,2025-02-20 08:30:54,RETURNED,CENTRAL
O000766,C0010,2024-12-25 01:12:55,DELIVERED,NORTH
O000767,C0497,2026-04-02 01:17:02,DELIVERED,WEST
O000768,C0321,2024-07-31 19:39:43,RETURNED,WEST
O000769,C0096,2026-03-08 09:03:37,DELIVERED,EAST
O000770,,2025-12-01 19:01:47,CANCELLED,SOUTH
O000771,C0191,2025-02-02 13:09:08,SHIPPED,CENTRAL
O000772,C0155,2025-08-24 09:45:38,PLACED,SOUTH
O000773,C0468,2025-08-26 08:23:36,CANCELLED,CENTRAL
O000774,C0079,2026-05-23 08:01:55,RETURNED,EAST
O000775,C0398,2024-11-05 23:35:22,PLACED,CENTRAL
O000776,C0347,2024-08-12 12:46:43,PLACED,WEST
O000777,C0199,2025-04-01 18:23:24,PLACED,EAST
O000778,,2024-10-25 01:42:36,PLACED,EAST
O000779,C0240,2025-04-10 02:43:30,DELIVERED,NORTH
O000780,C0296,2025-09-14 05:16:42,SHIPPED,EAST
O000781,C0103,2025-01-02 03:56:44,DELIVERED,WEST
O000782,C0344,2026-02-28 10:34:06,DELIVERED,NORTH
O000783,C0008,2024-09-21 02:26:26,PLACED,SOUTH
O000784,C0278,2025-05-04 00:16:30,SHIPPED,EAST
O000785,C0294,2026-05-17 11:04:02,RETURNED,EAST
O000786,C0277,2026-01-03 08:00:08,CANCELLED,NORTH
O000787,C0055,2025-12-26 12:40:14,CANCELLED,SOUTH
O000788,C0361,2026-02-15 04:01:11,CANCELLED,CENTRAL
O000789,C0183,2024-11-19 06:26:51,RETURNED,NORTH
O000790,C0499,2026-03-11 03:04:19,RETURNED,SOUTH
O000791,C0048,2025-12-01 16:51:16,CANCELLED,NORTH
O000792,C0234,2025-09-09 21:26:06,CANCELLED,WEST
O000793,C0119,2026-05-09 23:47:13,RETURNED,EAST
O000794,C0468,2025-09-23 18:30:42,DELIVERED,EAST
O000795,C0233,2025-02-20 09:33:16,PLACED,EAST
O000796,C0246,2025-12-31 19:03:08,DELIVERED,CENTRAL
O000797,C0295,2025-09-09 22:19:59,PLACED,EAST
O000798,C0285,2024-09-11 07:01:55,RETURNED,WEST
O000799,C0206,2024-08-25 19:36:51,SHIPPED,CENTRAL
O000800,C0082,2026-01-30 02:16:45,DELIVERED,SOUTH
O000801,C0417,2025-03-27 02:56:58,CANCELLED,CENTRAL
O000802,C0404,2026-03-04 20:56:24,SHIPPED,NORTH
O000803,C0379,2025-05-16 05:27:46,CANCELLED,NORTH
O000804,C0304,2026-04-10 21:36:08,PLACED,WEST
O000805,C0091,2026-04-12 07:53:01,RETURNED,NORTH
O000806,C0351,2024-12-28 13:54:34,CANCELLED,EAST
O000807,C0254,2025-11-04 19:24:55,SHIPPED,SOUTH
O000808,C0455,2025-09-28 22:28:02,PLACED,SOUTH
O000809,C0339,2024-07-24 07:39:58,CANCELLED,CENTRAL
O000810,C0296,2026-02-03 20:32:03,DELIVERED,EAST
O000811,C0292,2025-04-21 08:46:55,CANCELLED,EAST
O000812,C0046,2025-02-23 14:31:13,RETURNED,WEST
O000813,C0434,2024-08-15 01:11:29,DELIVERED,CENTRAL
O000814,C0496,2025-08-14 08:59:34,DELIVERED,NORTH
O000815,C0441,2024-11-02 05:34:09,CANCELLED,CENTRAL
O000816,C0202,2025-07-17 23:04:04,CANCELLED,WEST
O000817,C0223,2024-12-24 06:06:51,CANCELLED,SOUTH
O000818,C0097,2024-08-21 20:53:35,DELIVERED,WEST
O000819,C0079,2026-01-01 08:53:18,SHIPPED,SOUTH
O000820,C0006,28-04-2025 23:02:06,CANCELLED,WEST
O000821,C0500,2025-06-06 11:32:02,CANCELLED,WEST
O000822,C0458,2025-09-23 16:46:33,CANCELLED,CENTRAL
O000823,C0093,2025-07-19 15:52:36,CANCELLED,WEST
O000824,C0182,2024-12-25 04:42:10,PLACED,CENTRAL
O000825,C0256,2025-02-12 15:32:28,RETURNED,EAST
O000826,C0211,2025-04-30 00:16:30,PLACED,NORTH
O000827,C0291,2024-10-20 12:40:44,RETURNED,WEST
O000828,C0493,2024-09-14 06:20:43,RETURNED,EAST
O000829,C0239,2025-09-06 09:25:34,RETURNED,NORTH
O000830,C0126,2024-08-20 23:42:09,PLACED,CENTRAL
O000831,C0409,2025-05-03 13:38:03,DELIVERED,CENTRAL
O000832,,2024-09-16 02:46:05,CANCELLED,CENTRAL
O000833,C0376,2025-07-17 12:55:34,DELIVERED,EAST
O000834,,2026-02-01 05:32:06,DELIVERED,CENTRAL
O000835,C0134,2024-10-19 04:52:44,SHIPPED,CENTRAL
O000836,C0027,2024-10-22 11:41:37,RETURNED,NORTH
O000837,C0147,2025-08-28 12:30:58,PLACED,EAST
O000838,C0130,2025-07-07 08:09:02,DELIVERED,NORTH
O000839,C0380,2025-11-04 10:06:38,RETURNED,SOUTH
O000840,C0338,2024-12-06 05:07:22,DELIVERED,SOUTH
O000841,C0249,2025-10-08 22:33:54,PLACED,EAST
O000842,C0044,2026-01-04 08:34:41,SHIPPED,WEST
O000843,C0386,2025-01-11 20:16:04,SHIPPED,WEST
O000844,C0372,2024-09-06 07:13:55,DELIVERED,NORTH
O000845,C0329,2026-02-03 09:11:46,PLACED,SOUTH
O000846,C0238,2025-03-09 05:06:06,RETURNED,SOUTH
O000847,C0195,2026-05-22 00:44:57,DELIVERED,SOUTH
O000848,C0272,19-09-2024 09:56:04,CANCELLED,WEST
O000849,C0348,2025-11-18 15:57:35,PLACED,NORTH
O000850,C0470,2025-05-21 08:30:52,CANCELLED,CENTRAL
O000851,C0471,2025-03-27 09:34:13,DELIVERED,EAST
O000852,C0411,2025-03-07 06:14:06,CANCELLED,WEST
O000853,C0396,2025-09-22 18:46:23,RETURNED,SOUTH
O000854,C0267,2024-08-02 15:35:12,SHIPPED,EAST
O000855,,23-02-2025 15:08:30,PLACED,NORTH
O000856,C0211,2026-07-07 10:14:36,CANCELLED,EAST
O000857,C0113,2025-10-09 02:29:41,PLACED,NORTH
O000858,C0318,2026-07-09 06:11:58,SHIPPED,CENTRAL
O000859,C0327,2025-06-03 23:49:10,PLACED,CENTRAL
O000860,C0067,2024-10-30 11:37:25,RETURNED,SOUTH
